cell_id Epithelial_cluster inferCNV_annotation
I5_B003132 Epithelial 11 nontumor
I6_B001554 Epithelial 11 nontumor
I6_B003126 Epithelial 11 nontumor
I8_B001554 Epithelial 11 nontumor
J10_B001554 Epithelial 11 nontumor
J14_B002073 Epithelial 11 nontumor
J14_B003132 Epithelial 11 nontumor
J15_B002074 Epithelial 11 nontumor
J15_B003132 Epithelial 11 nontumor
J15_B003187 Epithelial 11 nontumor
J1_B001558 Epithelial 11 nontumor
J20_B002073 Epithelial 11 nontumor
J21_B002097 Epithelial 11 nontumor
J22_B003129 Epithelial 11 nontumor
J22_B003191 Epithelial 11 nontumor
J3_B003129 Epithelial 11 nontumor
J6_B003132 Epithelial 11 nontumor
J8_B001554 Epithelial 11 nontumor
J8_B001558 Epithelial 11 nontumor
J9_B001554 Epithelial 11 nontumor
J9_B001558 Epithelial 11 nontumor
K10_B001554 Epithelial 11 nontumor
K14_B002074 Epithelial 11 nontumor
K15_B003191 Epithelial 11 nontumor
K15_B003771 Epithelial 11 nontumor
K17_B002074 Epithelial 11 nontumor
K19_B002074 Epithelial 11 nontumor
K1_B001558 Epithelial 11 nontumor
K21_B002097 Epithelial 11 nontumor
K22_B003125 Epithelial 11 nontumor
K6_B003132 Epithelial 11 nontumor
K7_B003125 Epithelial 11 nontumor
K7_B003132 Epithelial 11 nontumor
K8_B001554 Epithelial 11 nontumor
K8_B001558 Epithelial 11 nontumor
L10_B001554 Epithelial 11 nontumor
L11_B001554 Epithelial 11 nontumor
L11_B001558 Epithelial 11 nontumor
L15_B002073 Epithelial 11 nontumor
L18_B002074 Epithelial 11 nontumor
L1_B003129 Epithelial 11 nontumor
L1_B003132 Epithelial 11 nontumor
L5_B001558 Epithelial 11 nontumor
L6_B001554 Epithelial 11 nontumor
L6_B001558 Epithelial 11 nontumor
L8_B001558 Epithelial 11 nontumor
M11_B002074 Epithelial 11 nontumor
M14_B002097 Epithelial 11 nontumor
M15_B002073 Epithelial 11 nontumor
M16_B002073 Epithelial 11 nontumor
M22_B003126 Epithelial 11 nontumor
M22_B003187 Epithelial 11 nontumor
M2_B001558 Epithelial 11 nontumor
M2_B003132 Epithelial 11 nontumor
M7_B003129 Epithelial 11 nontumor
M7_B003132 Epithelial 11 nontumor
M8_B003187 Epithelial 11 nontumor
N13_B003771 Epithelial 11 nontumor
N15_B002097 Epithelial 11 nontumor
N16_B003132 Epithelial 11 nontumor
N19_B003920 Epithelial 11 nontumor
N1_B001558 Epithelial 11 nontumor
N22_B003132 Epithelial 11 nontumor
N2_B001558 Epithelial 11 nontumor
N2_B003129 Epithelial 11 nontumor
N6_B001558 Epithelial 11 nontumor
N6_B003132 Epithelial 11 nontumor
N9_B003995 Epithelial 11 nontumor
O12_B003894 Epithelial 11 nontumor
O2_B001558 Epithelial 11 nontumor
O3_B003126 Epithelial 11 nontumor
O5_B003129 Epithelial 11 nontumor
O5_B003187 Epithelial 11 nontumor
O5_B003995 Epithelial 11 nontumor
O6_B003126 Epithelial 11 nontumor
O9_B001558 Epithelial 11 nontumor
P14_B003132 Epithelial 11 nontumor
P19_B002074 Epithelial 11 nontumor
P22_B002097 Epithelial 11 nontumor
P4_B001554 Epithelial 11 nontumor
P4_B003187 Epithelial 11 nontumor
P6_B001558 Epithelial 11 nontumor
P8_B003191 Epithelial 11 nontumor
G5_B003187 Endothelial nontumor
I16_B002073 Endothelial nontumor
G13_B000573 Endothelial nontumor
K20_B003894 Endothelial nontumor
K4_B003067 Endothelial nontumor
F7_B003070 Endothelial nontumor
O22_B002077 Endothelial nontumor
F5_B001545 Endothelial nontumor
N18_B003894 Endothelial nontumor
D19_B002077 Endothelial nontumor
B10_B001543 Endothelial nontumor
G6_B001556 Endothelial nontumor
M7_B001554 Endothelial nontumor
L3_B003115 Endothelial nontumor
M18_B003771 Endothelial nontumor
N12_B001557 Endothelial nontumor
H1_B003132 Endothelial nontumor
A1_B001559 Endothelial nontumor
D10_B003093 Endothelial nontumor
M13_B003529 Endothelial nontumor
G8_B001543 Endothelial nontumor
E4_B001559 Endothelial nontumor
E15_B000422 Endothelial nontumor
A4_B001554 Endothelial nontumor
F2_B001543 Endothelial nontumor
K11_B001556 Endothelial nontumor
J16_B003995 Endothelial nontumor
A10_B001548 Endothelial nontumor
D12_B003771 Endothelial nontumor
C22_B003132 Endothelial nontumor
F11_B002572 Endothelial nontumor
H10_B001545 Endothelial nontumor
E15_B001557 Endothelial nontumor
D17_B003995 Endothelial nontumor
E22_B003529 Endothelial nontumor
F15_B003126 Endothelial nontumor
I9_B001548 Endothelial nontumor
B11_B001558 Endothelial nontumor
I8_B003125 Endothelial nontumor
H15_B003103 Endothelial nontumor
J10_B001556 Endothelial nontumor
H15_B002077 Endothelial nontumor
P5_B001558 Endothelial nontumor
I11_B002572 Endothelial nontumor
L2_B003658 Endothelial nontumor
N6_B001545 Endothelial nontumor
P9_B001554 Endothelial nontumor
O4_B001556 Endothelial nontumor
M11_B001557 Endothelial nontumor
L13_B003103 Endothelial nontumor
K4_B001557 Endothelial nontumor
H17_B002074 Endothelial nontumor
E11_B000862 Endothelial nontumor
P7_B001548 Endothelial nontumor
P14_B002077 Endothelial nontumor
K8_B002571 Endothelial nontumor
C6_B001464 Endothelial nontumor
I2_B001558 Endothelial nontumor
E13_B003070 Endothelial nontumor
G3_B001557 Endothelial nontumor
G4_B001556 Endothelial nontumor
D7_B001558 Endothelial nontumor
I6_B001460 Endothelial nontumor
P11_B001545 Endothelial nontumor
H1_B001556 Endothelial nontumor
F9_B001545 Endothelial nontumor
F18_B000862 Endothelial nontumor
I16_B002077 Endothelial nontumor
N1_B001464 Endothelial nontumor
M1_B003995 Endothelial nontumor
L1_B003648 Endothelial nontumor
C21_B003771 Endothelial nontumor
L11_B001545 Endothelial nontumor
F11_B003070 Endothelial nontumor
K8_B003129 Endothelial nontumor
L2_B003129 Endothelial nontumor
I1_B003115 Endothelial nontumor
M5_B003187 Endothelial nontumor
O21_B003771 Endothelial nontumor
E11_B003071 Endothelial nontumor
M2_B001543 Endothelial nontumor
O19_B003518 Endothelial nontumor
B7_B001554 Endothelial nontumor
C21_B003588 Endothelial nontumor
H2_B001556 Endothelial nontumor
A4_B001551 Endothelial nontumor
I14_B003920 Endothelial nontumor
G13_B003995 Endothelial nontumor
O9_B002572 Endothelial nontumor
K2_B001558 Endothelial nontumor
M2_B001464 Endothelial nontumor
B9_B001545 Endothelial nontumor
K3_B002571 Endothelial nontumor
J3_B001557 Endothelial nontumor
H9_B003115 Endothelial nontumor
G8_B003071 Endothelial nontumor
G9_B003115 Endothelial nontumor
H16_B003995 Endothelial nontumor
M7_B002572 Endothelial nontumor
L2_B001558 Endothelial nontumor
F7_B003071 Endothelial nontumor
A21_B002073 Endothelial nontumor
N21_B003103 Endothelial nontumor
M6_B001556 Endothelial nontumor
D7_B001545 Endothelial nontumor
N21_B003894 Endothelial nontumor
P14_B003129 Endothelial nontumor
C9_B001551 Endothelial nontumor
N7_B003995 Endothelial nontumor
C11_B003070 Endothelial nontumor
G13_B003930 Endothelial nontumor
A7_B001554 Endothelial nontumor
B20_B002078 Endothelial nontumor
L2_B001543 Endothelial nontumor
E8_B001558 Endothelial nontumor
B13_B002079 Endothelial nontumor
N3_B003659 Endothelial nontumor
D5_B001554 Endothelial nontumor
L9_B001545 Endothelial nontumor
O20_B003646 Endothelial nontumor
O16_B003070 Endothelial nontumor
O12_B003522 Endothelial nontumor
H19_B002077 Endothelial nontumor
H9_B001554 Endothelial nontumor
B6_B001557 Endothelial nontumor
K1_B003659 Endothelial nontumor
N20_B003995 Endothelial nontumor
D2_B003995 Endothelial nontumor
N10_B001545 Endothelial nontumor
J4_B000863 Endothelial nontumor
N8_B001556 Endothelial nontumor
O13_B003894 Endothelial nontumor
F5_B001557 Endothelial nontumor
O8_B001556 Endothelial nontumor
G7_B002572 Endothelial nontumor
C14_B002074 Endothelial nontumor
C15_B003125 Endothelial nontumor
G15_B003126 Endothelial nontumor
C3_B003071 Endothelial nontumor
A7_B003067 Endothelial nontumor
M22_B003132 Endothelial nontumor
A16_B003894 Endothelial nontumor
G13_B001016 Endothelial nontumor
G6_B001551 Endothelial nontumor
C7_B001554 Endothelial nontumor
K11_B001558 Endothelial nontumor
L17_B003920 Endothelial nontumor
O14_B003125 Endothelial nontumor
P9_B003995 Endothelial nontumor
C13_B003920 Endothelial nontumor
F10_B001556 Endothelial nontumor
L8_B001551 Endothelial nontumor
I18_B000420 Endothelial nontumor
C14_B001557 Endothelial nontumor
A7_B001545 Endothelial nontumor
H11_B000422 Endothelial nontumor
G20_B002079 Endothelial nontumor
C8_B003113 Endothelial nontumor
B7_B001470 Endothelial nontumor
E14_B003125 Endothelial nontumor
J20_B002079 Endothelial nontumor
N10_B001554 Endothelial nontumor
N6_B001551 Endothelial nontumor
G13_B002079 Endothelial nontumor
P15_B003112 Endothelial nontumor
C16_B002097 Endothelial nontumor
K11_B001543 Endothelial nontumor
H8_B003528 Endothelial nontumor
O7_B001543 Endothelial nontumor
G6_B003187 Endothelial nontumor
O15_B002074 Endothelial nontumor
G22_B002074 Endothelial nontumor
M19_B002077 Endothelial nontumor
A10_B001558 Endothelial nontumor
O5_B001554 Endothelial nontumor
O17_B002097 Endothelial nontumor
O5_B001464 Endothelial nontumor
J5_B001556 Endothelial nontumor
D2_B001551 Endothelial nontumor
H7_B003070 Endothelial nontumor
M13_B003588 Endothelial nontumor
M2_B001559 Endothelial nontumor
O17_B002074 Endothelial nontumor
B2_B003070 Endothelial nontumor
L1_B001559 Endothelial nontumor
F11_B003523 Endothelial nontumor
O18_B003771 Endothelial nontumor
J6_B002573 Endothelial nontumor
M1_B001543 Endothelial nontumor
B7_1001000339 Endothelial nontumor
P14_B003126 Endothelial nontumor
I20_B003920 Endothelial nontumor
I22_B003894 Endothelial nontumor
G11_B001554 Endothelial nontumor
E10_B001548 Endothelial nontumor
J17_B003103 Endothelial nontumor
D9_B003577 Endothelial nontumor
O3_B002571 Endothelial nontumor
J9_B001545 Endothelial nontumor
L16_B003191 Endothelial nontumor
K20_B000420 Endothelial nontumor
D7_B003995 Endothelial nontumor
K2_B001464 Endothelial nontumor
N8_B002073 Endothelial nontumor
J14_B002079 Endothelial nontumor
F7_B003115 Endothelial nontumor
E4_B001464 Endothelial nontumor
N19_B003529 Endothelial nontumor
D1_B001464 Endothelial nontumor
B9_B001554 Endothelial nontumor
G14_1001000339 Endothelial nontumor
F8_B003191 Endothelial nontumor
L16_B001008 Endothelial nontumor
J10_B001474 Endothelial nontumor
A19_B002097 Endothelial nontumor
K18_B002078 Endothelial nontumor
G6_B003132 Endothelial nontumor
C7_B001475 Endothelial nontumor
L22_B003920 Endothelial nontumor
L16_B003105 Endothelial nontumor
C16_B002074 Endothelial nontumor
C16_B003129 Endothelial nontumor
L14_B003070 Endothelial nontumor
L4_B001557 Endothelial nontumor
C10_B001558 Endothelial nontumor
M11_B003115 Endothelial nontumor
P4_B001464 Endothelial nontumor
A8_B001545 Endothelial nontumor
E9_B001556 Endothelial nontumor
D1_B003115 Endothelial nontumor
B19_B003920 Endothelial nontumor
N3_B001551 Endothelial nontumor
E20_B000860 Endothelial nontumor
N18_B002073 Endothelial nontumor
M3_B001559 Endothelial nontumor
D3_B001464 Endothelial nontumor
N11_B001558 Endothelial nontumor
B16_B001557 Endothelial nontumor
P18_B000422 Endothelial nontumor
C1_B001464 Endothelial nontumor
E1_B002571 Endothelial nontumor
N3_B003070 Endothelial nontumor
J4_B001557 Endothelial nontumor
H22_B003105 Endothelial nontumor
M9_B001559 Endothelial nontumor
A16_B003071 Endothelial nontumor
A18_B003588 Endothelial nontumor
G2_B001464 Endothelial nontumor
K11_B003071 Endothelial nontumor
B16_B003920 Endothelial nontumor
F15_B001557 Endothelial nontumor
M6_B001559 Endothelial nontumor
N18_B003930 Endothelial nontumor
P6_B001556 Endothelial nontumor
O16_B003771 Endothelial nontumor
F4_B001558 Endothelial nontumor
A8_B001554 Endothelial nontumor
I10_B003529 Endothelial nontumor
L1_B001464 Endothelial nontumor
N9_B001548 Endothelial nontumor
C9_B001557 Endothelial nontumor
L21_B002073 Endothelial nontumor
D7_B001554 Endothelial nontumor
E10_B001554 Endothelial nontumor
H5_B000862 Endothelial nontumor
M14_B002074 Endothelial nontumor
C15_B003191 Endothelial nontumor
C10_B001557 Endothelial nontumor
A20_B002078 Endothelial nontumor
H4_B003187 Endothelial nontumor
E11_B000861 Endothelial nontumor
C10_B003070 Endothelial nontumor
C19_B003771 Endothelial nontumor
P9_B003187 Endothelial nontumor
I6_B000862 Endothelial nontumor
N6_B001554 Endothelial nontumor
C22_B003771 Endothelial nontumor
H8_B001554 Endothelial nontumor
G8_B001470 Endothelial nontumor
P9_B003071 Endothelial nontumor
O13_B003067 Endothelial nontumor
G14_B000422 Endothelial nontumor
N7_B001558 Endothelial nontumor
I5_B001559 Endothelial nontumor
J20_B002074 Endothelial nontumor
J3_B002573 Endothelial nontumor
E5_B003113 Endothelial nontumor
I3_B003187 Endothelial nontumor
E2_1001000301 Endothelial nontumor
E4_B003126 Endothelial nontumor
K4_B001558 Endothelial nontumor
E16_B003775 Endothelial nontumor
O11_B001474 Endothelial nontumor
I11_B001551 Endothelial nontumor
P1_B003191 Endothelial nontumor
P18_B003103 Endothelial nontumor
C11_B001548 Endothelial nontumor
N9_B001551 Endothelial nontumor
G8_B003659 Endothelial nontumor
P8_B001543 Endothelial nontumor
C15_B002073 Fibroblast nontumor
H17_B003771 Fibroblast nontumor
M1_B001470 Fibroblast nontumor
A14_B003187 Fibroblast nontumor
I15_B003126 Fibroblast nontumor
D22_B003771 Fibroblast nontumor
D19_B002097 Fibroblast nontumor
M14_B003191 Fibroblast nontumor
A8_B002572 Fibroblast nontumor
N18_B002074 Fibroblast nontumor
P8_B003126 Fibroblast nontumor
H8_B001545 Fibroblast nontumor
J14_B002097 Fibroblast nontumor
N9_B002572 Fibroblast nontumor
A10_B002572 Fibroblast nontumor
I6_B003129 Fibroblast nontumor
E19_B003080 Fibroblast nontumor
O9_B001474 Fibroblast nontumor
G2_B003191 Fibroblast nontumor
A22_B003771 Fibroblast nontumor
N4_B001470 Fibroblast nontumor
O6_B003995 Fibroblast nontumor
K18_B003103 Fibroblast nontumor
A14_B002572 Fibroblast nontumor
D14_B003070 Fibroblast nontumor
D8_B003115 Fibroblast nontumor
F14_B003103 Fibroblast nontumor
M7_B001545 Fibroblast nontumor
F9_1001000302 Fibroblast nontumor
H20_B003646 Fibroblast nontumor
A1_B003646 Fibroblast nontumor
F17_B002074 Fibroblast nontumor
J16_B003105 Fibroblast nontumor
G22_B003646 Fibroblast nontumor
K9_B003995 Fibroblast nontumor
A18_B003103 Fibroblast nontumor
C18_B003105 Fibroblast nontumor
B22_B003126 Fibroblast nontumor
J5_B003995 Fibroblast nontumor
A11_B003067 Fibroblast nontumor
F4_B003078 Fibroblast nontumor
A5_B003067 Fibroblast nontumor
P14_B003894 Fibroblast nontumor
L15_B003132 Fibroblast nontumor
L12_B003771 Fibroblast nontumor
N14_B003920 Fibroblast nontumor
C19_B003654 Fibroblast nontumor
F17_B003103 Fibroblast nontumor
C20_B003105 Fibroblast nontumor
I8_B003995 Fibroblast nontumor
P15_B003191 Fibroblast nontumor
H17_B003103 Fibroblast nontumor
O19_B003920 Fibroblast nontumor
L1_B001558 Fibroblast nontumor
J7_B003067 Fibroblast nontumor
A21_B001008 Fibroblast nontumor
K4_B003126 Fibroblast nontumor
F13_B001016 Fibroblast nontumor
L12_B003920 Fibroblast nontumor
C15_B003103 Fibroblast nontumor
L17_B003771 Fibroblast nontumor
N7_1001000411 Fibroblast nontumor
B8_B001474 Fibroblast nontumor
P13_B003894 Fibroblast nontumor
J21_B002077 Fibroblast nontumor
K15_B003103 Fibroblast nontumor
I20_B003103 Fibroblast nontumor
D21_B003930 Fibroblast nontumor
K22_B003995 Fibroblast nontumor
M16_B001010 Fibroblast nontumor
I7_B002572 Fibroblast nontumor
D17_B003067 Fibroblast nontumor
E21_B001016 Fibroblast nontumor
E10_B001474 Fibroblast nontumor
B3_B003648 Fibroblast nontumor
J19_B001016 Fibroblast nontumor
P9_B001470 Fibroblast nontumor
C15_B003126 Fibroblast nontumor
L20_B002074 Fibroblast nontumor
F3_B003113 Fibroblast nontumor
J1_B001464 Fibroblast nontumor
D5_B003187 Fibroblast nontumor
A18_B003654 Fibroblast nontumor
E5_1001000301 Fibroblast nontumor
E21_B003995 Fibroblast nontumor
G9_B001545 Fibroblast nontumor
B16_B003771 Fibroblast nontumor
H16_B002073 Fibroblast nontumor
J16_B003103 Fibroblast nontumor
C9_B002572 Fibroblast nontumor
H3_B003659 Fibroblast nontumor
E16_B003105 Fibroblast nontumor
B19_B002077 Fibroblast nontumor
D20_B003930 Fibroblast nontumor
J14_B001008 Fibroblast nontumor
M17_B003071 Fibroblast nontumor
J4_B003191 Fibroblast nontumor
B14_B003930 Fibroblast nontumor
K6_B003125 Fibroblast nontumor
A16_B000420 Fibroblast nontumor
F11_B002573 Fibroblast nontumor
C19_B003930 Fibroblast nontumor
G17_B002074 Fibroblast nontumor
F22_B002097 Fibroblast nontumor
H17_B003920 Fibroblast nontumor
H16_B003126 Fibroblast nontumor
J2_B003187 Fibroblast nontumor
M20_B003930 Fibroblast nontumor
I5_B003070 Fibroblast nontumor
O15_B003894 Fibroblast nontumor
I12_B002572 Fibroblast nontumor
D1_B003187 Fibroblast nontumor
M3_B001475 Fibroblast nontumor
C17_B003103 Fibroblast nontumor
M15_B001010 Fibroblast nontumor
K9_B003113 Fibroblast nontumor
M19_B003930 Fibroblast nontumor
G16_B003187 Fibroblast nontumor
A4_B003071 Fibroblast nontumor
H6_B003113 Fibroblast nontumor
D7_B003659 Fibroblast nontumor
D5_B001474 Fibroblast nontumor
J18_B003067 Fibroblast nontumor
B14_B002073 Fibroblast nontumor
D8_B003523 Fibroblast nontumor
F1_B003187 Fibroblast nontumor
P18_B003105 Fibroblast nontumor
C17_B003995 Fibroblast nontumor
F2_B000279 Fibroblast nontumor
E20_B003105 Fibroblast nontumor
F1_B000860 Fibroblast nontumor
G9_B003113 Fibroblast nontumor
C2_B000860 Fibroblast nontumor
O20_B001016 Fibroblast nontumor
K20_B000422 Fibroblast nontumor
O10_B001548 Fibroblast nontumor
A2_B003132 Fibroblast nontumor
D6_B003129 Fibroblast nontumor
F19_B002097 Fibroblast nontumor
B16_B003078 Fibroblast nontumor
E4_1001000302 Fibroblast nontumor
H16_B003894 Fibroblast nontumor
F15_B000420 Fibroblast nontumor
I19_B001010 Fibroblast nontumor
C20_B003894 Fibroblast nontumor
L12_B003070 Fibroblast nontumor
C18_B003654 Fibroblast nontumor
J15_B003920 Fibroblast nontumor
E8_B001545 Fibroblast nontumor
I5_B002572 Fibroblast nontumor
M7_B003648 Fibroblast nontumor
E3_B003067 Fibroblast nontumor
K17_B001016 Fibroblast nontumor
G3_B003071 Fibroblast nontumor
N12_B003920 Fibroblast nontumor
B15_B003771 Fibroblast nontumor
L22_B003191 Fibroblast nontumor
I5_B003187 Fibroblast nontumor
L5_B001475 Fibroblast nontumor
L16_B003930 Fibroblast nontumor
E3_B000577 Fibroblast nontumor
D15_B003920 Fibroblast nontumor
M12_B003105 Fibroblast nontumor
B22_B003129 Fibroblast nontumor
B20_B003518 Fibroblast nontumor
D12_B003930 Fibroblast nontumor
M18_B003529 Fibroblast nontumor
P11_B000863 Fibroblast nontumor
M11_B001474 Fibroblast nontumor
K15_B001010 Fibroblast nontumor
D7_B001470 Fibroblast nontumor
K21_B002079 Fibroblast nontumor
K6_B001464 Fibroblast nontumor
F19_B001008 Fibroblast nontumor
G16_B003103 Fibroblast nontumor
F11_B003071 Fibroblast nontumor
L12_B003071 Fibroblast nontumor
I2_B003126 Fibroblast nontumor
E22_B003654 Fibroblast nontumor
L1_B003067 Fibroblast nontumor
E3_B003115 Fibroblast nontumor
K16_B003067 Fibroblast nontumor
D2_B001474 Fibroblast nontumor
D6_B001474 Fibroblast nontumor
H16_B003771 Fibroblast nontumor
G21_B003930 Fibroblast nontumor
I18_B002077 Fibroblast nontumor
D16_B003771 Fibroblast nontumor
G16_B001008 Fibroblast nontumor
O17_B003894 Fibroblast nontumor
C2_B001464 Fibroblast nontumor
E6_B003187 Fibroblast nontumor
C16_B003132 Fibroblast nontumor
I10_B000573 Fibroblast nontumor
E1_B001470 Fibroblast nontumor
B20_B003646 Fibroblast nontumor
B18_B002078 Fibroblast nontumor
D17_B003105 Fibroblast nontumor
N17_B002077 Fibroblast nontumor
G8_B003187 Fibroblast nontumor
F9_B003093 Fibroblast nontumor
H3_B002571 Fibroblast nontumor
J6_B003070 Fibroblast nontumor
C18_B001008 Fibroblast nontumor
M1_B003071 Fibroblast nontumor
P17_B003103 Fibroblast nontumor
P11_B003528 Fibroblast nontumor
H5_B003648 Fibroblast nontumor
N2_B003648 Fibroblast nontumor
O15_B003187 Fibroblast nontumor
F13_B002079 Fibroblast nontumor
I1_B003995 Fibroblast nontumor
H20_B003103 Fibroblast nontumor
K10_B003115 Fibroblast nontumor
D16_B002078 Fibroblast nontumor
B5_B001545 Fibroblast nontumor
H16_B002074 Fibroblast nontumor
L5_B003191 Fibroblast nontumor
H17_B002078 Fibroblast nontumor
D18_B002097 Fibroblast nontumor
E17_B003654 Fibroblast nontumor
N15_B003930 Fibroblast nontumor
J14_B000422 Fibroblast nontumor
K7_B002572 Fibroblast nontumor
L14_B003103 Fibroblast nontumor
D1_B003191 Fibroblast nontumor
G1_B003995 Fibroblast nontumor
A8_B000860 Fibroblast nontumor
N10_B003071 Fibroblast nontumor
F2_B003070 Fibroblast nontumor
H1_B002573 Fibroblast nontumor
L1_B003187 Fibroblast nontumor
K5_B002572 Fibroblast nontumor
P3_B001475 Fibroblast nontumor
O21_B003588 Fibroblast nontumor
F17_B001008 Fibroblast nontumor
L4_B003129 Fibroblast nontumor
I1_B003129 Fibroblast nontumor
F15_B003894 Fibroblast nontumor
C8_B002571 Fibroblast nontumor
G6_B003129 Fibroblast nontumor
G3_B001470 Fibroblast nontumor
B3_B001474 Fibroblast nontumor
F21_B001008 Fibroblast nontumor
N7_B003067 Fibroblast nontumor
F9_B003187 Fibroblast nontumor
J18_B003894 Fibroblast nontumor
D15_B001008 Fibroblast nontumor
G5_B002572 Fibroblast nontumor
P1_B001474 Fibroblast nontumor
I1_B002571 Fibroblast nontumor
D15_B003071 Fibroblast nontumor
L14_B003191 Fibroblast nontumor
I14_B001016 Fibroblast nontumor
G21_B002078 Fibroblast nontumor
F16_B003103 Fibroblast nontumor
J21_B001016 Fibroblast nontumor
M1_B003129 Fibroblast nontumor
N10_B003070 Fibroblast nontumor
O9_B003115 Fibroblast nontumor
C16_B000422 Fibroblast nontumor
D15_B003132 Fibroblast nontumor
L5_B003070 Fibroblast nontumor
J17_B001010 Fibroblast nontumor
D14_B003771 Fibroblast nontumor
F17_B003105 Fibroblast nontumor
A22_B002073 Fibroblast nontumor
E6_B001464 Fibroblast nontumor
C8_B003191 Fibroblast nontumor
H13_B003995 Fibroblast nontumor
G11_B003529 Fibroblast nontumor
N11_B001470 Fibroblast nontumor
C18_B003079 Fibroblast nontumor
J1_B003659 Fibroblast nontumor
F13_B003920 Fibroblast nontumor
E22_B002074 Fibroblast nontumor
F11_B003995 Fibroblast nontumor
F3_B003121 Fibroblast nontumor
D14_B003995 Fibroblast nontumor
N14_B003995 Fibroblast nontumor
