"","GPR87","KYNU","LY6K","UBD","FHL2","IGFBP3","DKK1","ARNTL2","CRABP2","FAM83A","GJB3","RGS10","IDO1","COMTD1","CBLC","UCK2","GJB2","PLAU","PROM2","GPC1","SUSD2","MS4A15","SFTPB","AQP4","SFTPD","NAPSA","RGS16","C16orf89","TNS1","CYP4B1","C4BPA","NKX2-1","DLC1","SCGB3A1","FLRT3","ADGRF5","SFTA3","RNASE1","NFIX","AQP1","CHL1","TFF3","DMKN","VIM","IQGAP2","RRAD","LOC100506844","C5orf49","TNC","FOXJ1","SLC27A2","MUC5B","DTX3","TEX9","IGFBP5","ABCA13","METTL7A","WDR86-AS1","CTGF","TUBA1A","analysis","patient_id","sample_name"
"L4_B001474",0,0,0,0,5.26907522218273,5.23153288880804,0,0,0,3.72703606787646,0,0,0,0,0,4.37859426649127,0,5.85593797607882,0,4.82873687810322,0,0,0,0,0,5.12393001195986,0,0,5.17917805008744,0,0,4.84763418215102,4.59320836152108,0,0,4.76980292653254,4.86618099127102,7.88644995536906,0,0,4.68539879424774,6.46201424767164,4.80947557633896,5.81409646298458,2.35541765289353,0,4.68539879424774,4.06483312480217,6.63283307781002,0,4.74936033312651,7.62339131872684,3.38870612922161,0,4.91984272371205,0,0,4.02301957346951,2.35541765289353,5.03487575228522,"naive","TH248","LT_S74"
"M10_B001474",0,0,0,0,3.76438570419873,0,0,0,0,2.56796017685472,0,0,0,0,0,0,0,5.86688323785769,0,2.30552075227723,0,0,2.30552075227723,0,0,4.51408503795931,0,5.87536992990474,0,0,0,2.30552075227723,1.94870621028805,0,0,6.62466262850451,5.475518305208,7.59461671538524,0,0,5.44998464938744,6.42650299010764,4.01053529578245,6.60040257216006,4.84742276063703,0,1.38874134194437,0,7.8066950397314,0,0,10.1759740295652,5.98718939144459,4.74816512722132,4.20790533349754,0,3.61409122107437,5.65924173844203,2.94752890836251,2.56796017685472,"naive","TH248","LT_S74"
"M11_B001475",0,0,0,0,0,5.25531803310865,0,0,0,0,0,0,0,0,0,0,0,2.08674078961766,0,0,0,0,0,0,0,0,0,6.54065986817171,2.71583417641578,0,0,6.60000000427207,2.71583417641578,0,0,4.9570386640225,0,6.75942941968153,0,0,0,6.32548736117338,3.92019459354169,6.41024108904951,4.0512432524605,0,5.21777844213043,0,5.39279463681082,0,0,8.40966910263732,2.08674078961766,0,6.57077002812686,2.71583417641578,0,3.59162593486902,0,3.92019459354169,"naive","TH248","LT_S74"
"M12_B003777",0,0,0,0,4.90751366495706,0,0,0,0,0,0,0,0,0,0,0,0,6.32152497476873,0,0,0,0,0,0,0,5.9696994771975,5.43707734231352,3.34341927001173,4.40438951696335,0,3.38282762597115,1.71427170943818,3.11905518146595,0,0,5.0557844334092,3.81525091643394,6.54102967728671,1.18671933220358,0,6.01795240099305,4.05885340972331,6.62600263722529,7.53422448779852,3.06744044531883,0,4.37617038804062,0,8.34627655094111,0,0,10.869991673896,4.98049222931023,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"M13_B003775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13571925826891,4.615906418508,4.54006083714774,0,5.64322107450285,5.07606506804616,0,0,0,4.08164651109013,5.19656554989138,7.15259973641841,0,0,3.21041482338451,3.36352951712647,5.00164932002586,5.81129410166742,3.14193954274279,0,0,5.68308751936343,6.56145223465419,5.71333294941584,5.81129410166742,8.71632962057242,0.599013963576783,0,3.83119824607828,0,3.5682238526095,4.82726338242209,6.28078893912547,0,"naive","TH248","LT_S69"
"M13_B003776",0,0,0,0,0,0,0,0,0,3.72752839282488,0,0,0,0,0,0,0,0,0,0,0,0,1.36054094512136,0,0,0,2.96299777294581,4.43182394582273,0,0,0,6.68335971002745,0,0,0,6.78992439617462,4.83331691606105,8.50857527618799,0,0,4.47675761224287,4.47675761224287,5.2689920516039,7.3782977800659,6.67851142188962,0,2.60707313772483,4.48768249314909,5.29840087761858,0,4.82559696176767,7.76322903232126,2.16662836121821,3.62997354621624,0,0,0,0,0,4.80997592627721,"naive","TH248","LT_S69"
"M14_B003775",0,0,0,0,0,6.93736386151578,0,0,4.68969948373158,2.18918970898688,0,0,5.13966556641348,4.06184593383613,0,0,0,7.12489768317881,0,0,0,0,0,0,0,4.95665749757041,0,1.42820145544134,0,0,0,3.43805339446107,0,0,0,2.72591347611434,4.30321849850843,6.25284684008137,0,0,0,0,0,5.98892229682895,1.99366314146069,6.66477122684149,2.91460611013599,0,6.89972007355077,5.39996077043055,0,7.85276383427339,0,0,0,3.21019536940978,4.25938131789916,0,8.87869300984298,4.28154010127275,"naive","TH248","LT_S69"
"M14_B003776",0,0,0,0,0,3.3481212416289,0,0,0,0,0,5.16390072346391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70342127917517,0,0,0,5.16390072346391,0,6.70358960351492,0,0,5.89698867261234,5.68287145909153,5.32468807665735,7.20942331821734,0,6.30989042934299,0,0,6.41006478802356,0,0,5.68287145909153,6.60540536792865,4.45896009911582,5.29453255808461,0,0,0,4.45896009911582,1.39869587037281,"naive","TH248","LT_S69"
"M15_B003776",0,0,0,0,4.99344776453706,0,0,4.50358021196259,3.01267036922525,0,0,0,0,4.22296128897047,0,0,0,6.87054882850579,0,4.34957521038738,0,0,0,0,0,0,6.26527757383467,5.26525395093879,4.55329928697171,0,0,3.9622925660024,0,0,0,4.07796009211201,0,6.2113159684105,0,0,4.84561301440836,5.61511938107626,0,7.01370247203311,5.29341349119997,4.01351076000622,5.04221242419117,4.59136803982991,7.38229718593291,4.76260019461208,5.16521345136275,7.18112791759733,2.12444436930841,0,3.53097074698177,0,5.10560290340593,0,4.99967498764867,5.10000333754514,"naive","TH248","LT_S69"
"M16_B003775",0,0,0,0,0,5.64499285581522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55427719189649,5.79515857854986,4.02533961863805,0,2.5223784380732,6.27357203510679,0,0,0,4.86238085440269,0,7.64975969990322,0,0,0,3.49901771084452,0,6.86100073771873,4.24490530533495,6.04113490770907,2.96181906606284,5.75967785374779,6.02464525259854,4.86238085440269,6.07858518106534,8.09150033297884,2.96181906606284,5.04045153508678,0,0,4.64557992694309,0,6.54772915980502,0,"naive","TH248","LT_S69"
"M16_B003776",0,0,0,0,4.44804936351398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14711380501044,0,0,0,0,0,0,0,0,5.63509484566756,0,0,0,6.87016812358226,0,6.93297213389825,0,0,0,5.47935280396013,7.01541591908389,0,5.1134805419497,0,0,0,2.1215852337784,5.27620161208019,0,10.0438812798942,4.99644911259183,0,5.02097678681917,5.86796559953856,0,0,0,4.0268266865517,"naive","TH248","LT_S69"
"M16_B003777",0,0,0,4.77495842739683,0,5.84446606030681,0,0,0,0,0,0,0,4.50781207986856,0,4.41860567917347,0,3.02452531293976,0,0,0,0,6.88730368246332,0,5.14097220968362,0,6.86521315865366,4.17773643749651,0,0,3.98586585392808,4.64810058185142,5.48865500025444,2.82971626007559,0,0,0,5.25186234415851,2.58754412249093,0,4.08256287542064,0,5.17760676048715,7.44388753023265,5.79304750530361,7.0633146315871,4.14219499372696,4.75555508478648,5.67060134428138,1.62904937650433,3.57273854510201,7.3255113454798,4.30232788801407,2.1147068272039,0,3.67014424517713,0.375313234890283,2.77444692737343,0,4.23869142720853,"naive","TH248","LT_S69"
"M17_B003777",0,0,0,0,3.78166489641806,0,0,3.33533610536711,0,1.47841258002283,0,0,5.13090547958307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18290372568638,6.5227585634696,0,0,0,5.10727744408907,0,6.35619774363348,0,0,0,1.70740583323034,0,6.58777529377602,4.89074854290418,0,0.755492323494298,5.64003235274699,6.86259652891024,3.13587916185013,0,7.10656678837602,0,0,0,4.62511989332501,5.37270685561903,3.9026259498489,0,2.1861203508351,"naive","TH248","LT_S69"
"M19_B003776",0,0,0,0,4.0874968105806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06126251223072,0,0,0.488583566808196,0,4.92515914804682,5.52590024358628,0,4.85406857211161,5.21673676969407,0,0,0,5.33884446076774,3.72135561188319,8.50568025412377,4.0874968105806,0,5.38321898139805,5.07761748209368,0,7.51270864878933,5.60079868055813,0,4.29661396754298,4.72863509873044,5.74975240381736,4.6230192038836,5.04973692502677,8.33076436143797,3.31273925571339,0,0,0,3.7660809273038,3.5004481289619,0,0,"naive","TH248","LT_S69"
"M19_B003777",0,0,0,0,5.74859502692311,4.09715447815859,0,0,0,1.0080527210483,0,0,1.82789518801361,0,0,0,0,5.10944752947523,0,0,0,0,5.67716672389798,0,0,4.7062488348973,0,6.30616357200017,1.31766586559893,0,5.63190313430996,4.45751354048182,0,0,0,4.76515066054829,5.40161547480397,6.07665029383772,0,0,4.3415379712318,6.25782752849128,5.69488089728314,6.44883950283323,3.15165716800896,0,4.68581783453881,4.61206658847527,6.97635847899007,1.94112800600105,4.71742157652215,9.38330304110747,3.98812476260988,0,6.6287307509674,4.05063886745871,0,4.72185595346328,5.45615328463251,5.01007856761704,"naive","TH248","LT_S69"
"M22_B003776",0,0,0,0,0,3.77664215636254,0,0,0,0,0,0,0,0,0,0,0,4.76533508053099,0,1.3272672227754,0,0,4.7120032202634,0,0,6.7399481586475,3.29749521587508,5.93294632153486,2.44484426488994,0,0,5.55343720822277,2.90023921473666,0,0,5.31993792966442,0,8.66659001906502,0,0,4.03272612690776,5.31177027582986,4.35704399978915,6.37267610291029,5.4374785365628,6.67566322376505,4.15290240996202,0,5.97606855649853,3.0682093464214,4.40556202336782,9.1820131584235,4.20384522922602,0,3.04210132619165,0.440925522243361,0.979241059903318,5.22620040355822,5.51848424020407,0.745877143806815,"naive","TH248","LT_S69"
"M22_B003777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73681965610281,0,0,0,0,0,0,0,0,0,6.86328418330655,0,6.97190966206019,0,0,0,5.33559049496489,0,0,0,0,0,8.08632136030398,0,0,0,4.93562869492173,6.88465324659318,0,3.64923898810344,0,5.95527695317904,6.23895598640103,8.26254685525162,0,0,10.2841993081616,5.71846364981037,0,0.829084690301774,0,0,0,0,0,"naive","TH248","LT_S69"
"M2_B001470",0,0,0,0,5.38207133013452,0,3.83460715706788,0,1.89603023871095,3.86472375801692,0,0,3.10111749221235,0,0,0,0,6.03300543968128,0,0,0,0,5.53277092350384,0,0,4.21209821045883,5.14863929154703,0.881637758215681,3.70415812708901,0,0,5.50439326796453,0,0,0,1.89603023871095,4.27308430384625,7.42004571844591,2.38912601556618,0,3.66870195393347,4.57687251736135,4.90831374254246,6.61745851880755,5.02643712571229,0,4.21209821045883,0,5.55490713310724,4.73784720235041,5.07181416654233,9.2872223339402,4.54733123346831,1.34278720869637,0,0,0,0,6.90338629169143,3.55410254030161,"naive","TH248","LT_S74"
"N11_B001474",0,0,0,0,4.89197595652085,4.25438764390856,0,0,0,0,0,3.3121223805455,0,2.02957186672945,0,0,0,0,0,4.6067929505146,0,0,6.53455312447242,0,0,5.74206967209754,0,0,0,0,0,4.70119510132039,0,0,0,3.78351615452873,3.42584844729649,7.05150001742855,1.45987320908458,0,5.41950847804647,5.69872713317777,5.17154548338865,6.87676622669728,5.60596350813553,0,4.10260113133971,4.15579799376221,6.62184349019163,0,4.15579799376221,9.10662992805259,6.13220968270814,0,4.78744915712999,0,4.38614223587819,0,0,3.78351615452873,"naive","TH248","LT_S74"
"N12_B003776",0,0,0,0,5.24359472901855,7.11526791809566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48359637499549,5.12387182176394,5.04738690162702,4.71636064690577,0,0,3.5314068490629,0,0,0,0,0,6.5207070542823,0,0,0,3.5314068490629,3.26959496851419,5.18237209651481,1.89045396896454,0,0.988318254810391,0,6.76291323314689,0,0,8.08282328094714,3.76509502379403,0,5.55055464270494,0,1.17833178733715,4.02712277575106,0,0,"naive","TH248","LT_S69"
"N13_B003777",0,0,0,0,0,5.67771630174662,0,0.382571638515541,0,0,0,0,6.38656861118142,5.23583544058054,4.69674271512984,0.382571638515541,0,7.06781549640914,0,0,0,0,0,0,0,6.92643273760656,4.82433159912005,5.53391501805385,4.94744675107168,0,0,4.46842484333524,0,0,0,2.23952794152236,0,6.83601170956362,0,0,4.56995979948548,5.12026555912014,5.69353576972081,7.68826274261459,3.70411877308055,0,3.98273564505534,0,6.22784833321346,3.00112002082245,4.15026300726749,8.19702388858861,3.39769437216598,0,0,0.382571638515541,0,3.4283972017169,0,4.92738896218652,"naive","TH248","LT_S69"
"N14_B003776",0,0,0,0,0,4.35815971162759,0,2.87803329807214,0,0,0,0,0,0,3.90303852092861,0,0,4.72510923379807,0,0,0.887077415851856,0,7.70178521016623,0,4.60764322842104,5.63797218073695,4.01213763350509,6.55923192641156,4.52991296995537,0,5.4311540356557,5.30647031743496,0,0,0,4.98810582282529,3.72187057627191,7.4831419523709,0,0,3.91734480656711,5.16807104355674,4.41587629644266,6.90587068247141,6.5105126084141,5.49179694653735,4.57506718475241,0,5.67539231089037,2.87803329807214,6.12132628234519,8.37094101929618,3.15663290351296,0.30528064939114,0,5.15990441748056,4.25219017493074,3.87379690115299,3.96586400975913,0,"naive","TH248","LT_S69"
"N14_B003777",0,0,0,0,5.32018688489745,0,0,0,0,0,0,0,0,0,3.10777403629134,2.72441299632138,0,0,0,4.74475548554362,0,0,5.94262165040888,0,0,6.42711928750627,2.82319344173472,6.3527418321409,4.87978013190657,0,4.98798546084416,5.43699568440455,0,0,0,1.21626993294351,0,6.21551300894822,2.82319344173472,0,4.17613304401802,6.05455495620857,3.76005660960391,6.47583244382788,5.53535068549324,5.71753516706202,5.21407895564698,0,6.32761008895251,2.82319344173472,0,7.72172442368078,1.21626993294351,4.42267257523574,0,0,2.35121403678556,2.35121403678556,5.50040024236555,6.99623657354908,"naive","TH248","LT_S69"
"N15_B003775",0,0,0,4.6722737297874,0,6.17824901317048,0,4.77048207481608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6890237486988,0,6.556721760094,0,0,0,6.25318941515177,0,0,0,3.27266706062125,5.88514007138104,5.97880141115337,0,0,3.8805853710164,4.24017477897783,0,6.83301064147585,6.05671276334898,6.2008792172552,0,0,3.98843408316149,5.11518879935563,0,9.16591309715951,1.46108740194792,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"N15_B003777",0,0,0,0,0,0,0,0,0,1.4249015942258,0,0,5.71532752667429,0,0,0,0,6.39950424447822,0,0,0,0,8.80454717231783,0,0,6.38895098747485,0,5.77588071843897,5.59143524010002,0,5.07995551781741,5.47676322421063,0,3.97806630345973,4.10032722479643,5.68146784541555,1.8003752348737,6.50312233986891,0,0,3.19315261869804,5.72773505560355,4.41996848171657,5.77979015321245,4.74204233435391,0,5.06012017436178,3.72365142648327,7.20259842456689,4.36530304879327,0,9.75539261473825,5.0838758068885,0,3.54005910098915,0,0,0,0,5.81806621726813,"naive","TH248","LT_S69"
"N16_B003776",0,0,0,4.12393679613964,4.63230271079843,4.66789116727975,0,3.45340527982215,0,0,0,0,0,0,0,3.44023292726837,0,4.53957262329256,5.30631260041549,0,0,0,0,0,4.58701214080019,0,4.29569791605041,5.91782626749689,0,0,4.53070014660284,4.5127154801073,0,0,0,4.24955833475657,3.38573665546589,7.14513029719719,1.55235430253195,0,4.24363827408162,4.52174824383881,3.67545508043465,7.0911793788708,6.16507154000852,0,5.59480592639658,3.5289911728633,6.68733422628916,4.72452766411524,0,8.83208259623559,4.8123286678986,4.27289420942266,3.26693388641266,4.43245259079661,1.78564648433938,1.12105765836087,4.31799318633457,2.42837928097662,"naive","TH248","LT_S69"
"N17_B003776",0,0,0,0,0,6.17775675669417,0,0,0,0,0,0,0,2.76706906383956,0,0,0,0,0,2.46112175088269,0,0,5.51896505881804,0,0,0,6.7392442772242,0,5.18744809140224,0,0,5.25049747395915,0,0,0,3.93823172734305,2.42054153727456,6.19596266753075,0.874632271108497,0,2.37824466190799,4.5454154543156,3.29938151386286,6.2240505639239,5.47893271865588,0,4.25467139097241,3.58212443908528,6.84039629128601,4.04164207917544,3.99984602533026,8.08294351304727,3.17110855514993,4.07386501232475,5.55385364618156,1.73341995839576,4.98946138806488,5.41674432388914,7.25871437109617,5.11457005131882,"naive","TH248","LT_S69"
"N18_B003775",0,0,0,0,6.5678554115331,5.43110694060257,0,0,0,0,0,0,0,0,0,0,0,7.31052151613241,0,0,0,0,3.99010288365171,0,0,0.610976458403648,5.56547351152679,6.13673671695764,0,0,6.24859709354751,0,0,0,0,1.26035922758732,0,6.38249733551262,0,0,0,3.23571925664872,4.82000321760456,7.38847514772101,6.11091394815234,6.1950893825596,3.92575890432783,0.987479129370779,7.1275452335694,5.27584160356477,2.14944142285951,7.50114218364819,5.25846401485657,0,0,0,0,0,0,5.7715880433191,"naive","TH248","LT_S69"
"N18_B003776",0,0,0,4.12542499245541,4.97753380884066,5.93364624523828,0,0,0,0,0,0,0,0,0,0,0,4.56851418393472,0,0.70057046129604,0,0,5.9834618690248,0,0,0.70057046129604,6.0260230481857,3.77565045443901,0,0,0,4.31865851677183,0,0,0,3.41549969069145,0,7.07782745442173,1.10849780103515,0,5.59068534634958,6.09469145716299,3.70330417389963,7.59395232673172,4.40905972881003,0,5.01190492155729,5.66722952181745,7.25686371099656,0,0,7.49633929193684,5.54018630158695,0,2.31590757615948,0,0,0,0,6.24917379728206,"naive","TH248","LT_S69"
"N18_B003777",0,0,0,0,0,0,0,5.11018828528839,0,0,0,0,0,0,0,0,3.47252347311151,5.93712645064044,0,4.16685687741794,0,0,6.45961463185781,4.75052686023249,3.50538986897614,5.45095946540547,5.50492236767882,6.53035524908241,4.04264763831419,0,0,4.44856008262313,4.1751654778744,3.11483064480008,0,3.77324332018849,4.66809907952102,8.57281371359165,2.41828301394738,0,4.82235234863595,4.91732463820765,3.80967372416507,7.48097173197898,6.30600555875826,4.30677344094226,0,3.91162038518476,6.38802196675063,1.56186034649105,0,6.50973363799795,5.11343127292372,0,0,0.430639141756442,0,4.39023750471965,0,0.430639141756442,"naive","TH248","LT_S69"
"N19_B003776",0,0,0,0,6.02216226815189,6.88237812159442,0,4.16561882501964,0,0,0,0,0,3.59360803477138,0,0,0,4.39088343062936,0,4.38390413031802,0,0,5.59383336850683,0,0,6.09561079674836,5.72846553968829,0,4.52720906932364,0,0,5.67983796547887,0,0,0,1.97058175481078,4.84657584702184,8.05556902228066,0,0,4.83771766428084,3.86266561594019,5.55984404850455,6.75808068247552,0,7.11414621053286,3.35011974057347,0,0,0,0,6.60477520478782,5.15197905663282,0,0,0,0,0,1.88911291517506,0,"naive","TH248","LT_S69"
"N20_B003776",0,0,0,0,5.13449375979002,7.87990877350978,0,0,0,0,0,0,0,0,0,0,0,4.67532897452304,0,4.19924534423422,0,0,0,0,0,0,0.941085776393954,3.54383615729023,5.33785548423822,0,0,5.98433995876785,0,0,0,5.02260721575354,0,7.51941958052338,0,0,5.64572470496976,4.1007403127361,5.18825093128815,6.51520444654227,6.15403000140476,7.67312936369706,0,0,5.45133982680289,2.47983861788556,0,7.21107862708178,3.91655310104877,0,6.70055288492021,0,0,5.28384663449421,0,0,"naive","TH248","LT_S69"
"N21_B003776",0,0,0,4.89501431327817,0,0,0,0,0,0,0,0,0,0,0,3.76238203135828,0,5.3606891791334,0,0,0,0,6.08518088798765,0,0,0,4.05364264240729,3.72409002057861,0,0,2.84336195325055,6.04766968719923,0,0,0,5.77216800710309,5.39062743453595,7.12407572284537,4.95377298857815,0,6.21288835475223,6.10342169370445,4.25625988389646,7.4632917259634,6.80266284470054,0,5.63764232541407,0,7.71251741838939,0,0,8.21386155957945,4.75213373369596,2.63467085317336,0,4.87050877824033,2.01080957523668,0,0,0,"naive","TH248","LT_S69"
"N21_B003777",0,0,0,0,0,0,0,0,0,0,0,0,4.09812632038553,0,1.89829058208538,3.62512553742077,0,6.1186448630079,0,3.52585708030237,0,0,8.77425819208842,0,0,0,0,5.69299793233234,0,0,0,4.62572341201091,4.82650803344298,0,0,3.79025921154861,4.84620924200365,7.74353428498467,0,0,0,5.76001154703798,5.46590897470449,8.13932664256527,6.07963710467365,3.48321562581642,2.04620002911858,4.64635548746919,6.15317551056577,0,3.02071794368397,9.89151644844182,5.99849918674605,3.05472346615101,0,0,4.5117634283711,0,0.303546588712214,0.724628455641417,"naive","TH248","LT_S69"
"N22_B003129",0,0,0,0,5.77910211177926,0,0,0,0,0,0,0,0,0,6.23344596744403,0,0,0,0,3.25057906647667,0,0,6.43154356190544,3.25057906647667,0,0,5.4127503841302,6.67805139821789,0,0,5.517664864491,0,0,0,0,0,0,8.28960156441643,0,3.25057906647667,0,5.61260995828954,0,7.25481475681579,5.69931699509089,0,6.28098272496824,0,6.59681238251751,0,0,8.33228047871928,4.92310765366945,0,5.95449402647164,0,3.64304276756152,0,0,3.25057906647667,"grouped_pr","TH226","LT_S57"
"N22_B003776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87309947595904,0,0,0,5.0102481156407,0,0,0,0,6.05141629302368,0,5.40197865729142,5.82886119977072,6.84953587564631,2.94316188572908,4.11654892893931,7.08598802143408,4.60383558498012,0,4.19694765789654,0,6.16557206856231,5.30480240427486,9.30584684487021,0,0,1.57937998137668,4.53739141235293,5.8020682949384,5.62884394072112,6.28252202756844,0,6.41281540559206,0,4.70173854184296,0,5.9695526935405,8.23979076100605,3.4995198334519,0,5.49054243965948,5.06035091964441,0.825920495675343,1.27199523357767,0,0,"naive","TH248","LT_S69"
"N22_B003777",0,0,0,3.99727593897189,5.61764899351399,0,0,0,0,0,0,0,0.405151187997005,4.25468402239743,0,0,0,6.13570653866249,0,0,0,0,8.36867898929806,0,4.24039825750412,7.83523050698435,0,5.90169385240891,2.77170557062912,3.43307555112303,2.91687962060677,4.30313577348379,0,6.56220933327933,0,0,5.32207252056306,8.32569600163957,1.50334476316454,0,1.38558790223893,4.84325245156514,5.14364670609196,4.84325245156514,4.24039825750412,7.67576380367994,4.11811044377254,3.44907540989314,6.16026725396397,4.7526562599476,0,5.74526414559197,2.25044894808602,0,2.07861729111473,0,4.05951720428864,0,3.19776953007275,6.50633706297469,"naive","TH248","LT_S69"
"N7_B001475",0,0,0,0,0,0,0,0,0,0,0,0,0,3.74484394968824,0,0,0,0,1.5876775198582,0,0,0,0,0,0,7.8534135208082,5.59603954411948,7.62870697479548,0,6.5580145739488,2.45065202288438,0,0,0,0,6.03165288466423,0,7.77943233542647,3.74994276464306,0,0,4.94504170517999,5.62062202020152,7.18479372252809,7.06013585214512,0,6.07335473782901,5.48222498551741,6.2575321211345,0,4.78332592944568,9.40540163005203,0,0,0.195766566390684,0,5.30557707158048,0,0,5.3393489335471,"naive","TH248","LT_S74"
"O12_B003775",0,0,0,3.66534200559753,6.07678578599535,0,0,0,0,0,0,0,0,1.99400837013906,0,0,0,0,0,0,0,0,1.42850530789324,0,0,5.58906898955393,0,7.17386654034673,0,0,0,3.38615554833081,0,2.99746816264388,5.60085946380033,5.93627551802814,5.5152485535065,8.07054278925093,1.99400837013906,0,4.4246538912099,4.56615634391774,4.89965334497949,7.18594937508548,5.25409103866503,2.35302855316142,3.58065478167156,0,7.52665720595256,0,5.42161634891394,9.02822445040355,4.74674342257992,0,2.61665336419948,5.67971562735647,0,0,3.88335332631551,0,"naive","TH248","LT_S69"
"O12_B003776",0,0,0,0,0,0,0,0,0,0,0,0,0,5.22002258151417,0,0,0,7.1247695112609,0,0,0,0,0,0,0,0,5.4275489878652,5.32484223022763,3.90946997255877,0,0,1.69432221492671,0,0,0,6.05175490244691,2.83289800130631,6.52713590459762,0,0,0,5.07553505667817,3.25349176537779,7.58720085876743,5.84835007631711,0,5.48076811984593,0,6.79474947531566,0,0,6.50744054604762,2.29111062448827,0,3.022812495338,0,1.97687403650905,0,5.65992232136285,0,"naive","TH248","LT_S69"
"O13_B003775",0,0,0,0,0,2.5043839120572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15580977046874,0,0,1.88979458301596,0,5.39409268592004,5.93332314477342,0,0,4.95194790431021,0,0,0,3.54697177931506,0,6.43710985820538,0,0,0,0,0,7.25611253008849,1.88979458301596,0,0,1.88979458301596,6.68305713337628,0,0,9.75318556446233,5.1330904956381,4.50962957946678,0,0,0,0,0,0,"naive","TH248","LT_S69"
"O13_B003776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90412252432372,0,0,0,0,7.18097705362015,0,0,6.61131276636419,0,6.40367025182019,3.50629940253935,3.24838072987834,0,4.93727718553501,0,0,0,5.76896638060635,5.54935766020442,8.5715914914446,0.698208070659036,0,5.09143826513355,5.91950974724785,5.21404778700418,6.85968201419874,5.80764216288179,0,5.02730960461751,4.80580381799481,6.41943193578115,0.408841879083991,3.50629940253935,8.76630480642262,4.49861978908087,0,4.13706864422984,0,4.59496126482016,5.52750884878303,0,6.30257234784327,"naive","TH248","LT_S69"
"O14_B003776",0,0,0,0,5.91009013265896,5.93412311209515,0,0,0,0,0,0,0,0,0,4.7672915370899,0,0,0,0,0,0,0,0,0,0,6.64944531476811,0,0,0,0,3.32890479345161,0,0,0,0,0,6.42952346617675,0,0,0,0,6.70588638293611,2.29950569645029,5.09034909345921,8.54836636066674,0,0,6.53905476217462,5.52998090024158,0,8.06058628796065,7.15041434399291,0,5.33413242253348,0,0,0,0,0,"naive","TH248","LT_S69"
"O15_B003775",0,0,0,0,0,6.3005430573825,0,0,0,0,0,0,0,0,0,0,0,6.63033238098321,0,0,0,0,8.69191400351662,5.52403440874815,0,5.51060521602944,0,0,0,0,0,0,0,0,0,1.46866876160824,2.1749086739712,6.80653204140714,1.69706999382401,0,1.17216198783048,4.95176857410886,0,6.32079087430404,2.80956910203199,6.915106379758,4.32638658812727,0,8.387808086233,0,0,9.73486550204163,3.04740849507141,2.49690359897155,2.40065032626172,0,2.58470020786353,3.76931490563384,0,0,"naive","TH248","LT_S69"
"O15_B003776",0,0,0,0,5.19737238106537,4.58138484754074,0,0,0,0,0,0,0,0,0,3.42906054230147,0,0,0,0,0,0,0,0,0,5.26939852184697,6.35102521925626,6.30665276977892,0,0,4.69153193231329,5.98173239557376,0,0,0,5.49151220197125,2.96924024268184,8.17950356767651,0,0,5.35353852235344,5.97090991861584,5.35353852235344,6.85991091129274,4.46578921109826,6.72950642625226,5.56218159625617,0,6.18112782348333,4.08217044951859,5.39632127032255,7.34340757993875,3.80801302839658,0,4.09408852663547,0,4.16275977331779,3.85424113154492,0,1.34615787244099,"naive","TH248","LT_S69"
"O16_B003775",0,0,0,0,6.14772824902558,5.91775881969408,0,0,0,0,0,0,0,4.96654409045788,0,0.720654266257097,0,0,0,0,0,0,8.81000695892533,0,0,0,0,0,0,0,0,5.19563229897892,0,0,0,6.0254048011771,3.85976552127265,7.23201982980284,0,0,5.0578694160292,0.720654266257097,0,5.4011336663049,2.44735862745131,0,2.53477208997421,0,7.61796999527608,4.93667935105105,0,7.92861647248291,6.08723726415551,0,0,1.13512279199384,0,0,0,1.83719305143878,"naive","TH248","LT_S69"
