"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts"
"MRTO4",8.36773823480553e-06,-0.518549369321399,0.386,0.491,0.221619547148824,0.303030303030303,12,0.391304347826087,4
"MBOAT2",8.38116635172381e-06,0.658584144005462,0.423,0.32,0.221975190825405,0.311059907834101,11,0.345454545454545,6
"DIEXF",8.41302134466014e-06,-0.427875858971811,0.161,0.254,0.222818870313324,0.254545454545455,9,0.381679389312977,5
"TMEM127",8.41862924668264e-06,0.39811324553227,0.464,0.338,0.22296739559839,0.350104821802935,9,0.419540229885057,6
"ALAD",8.43104995280065e-06,-0.590827723514367,0.238,0.34,0.223296357999925,0.348360655737705,8,0.382857142857143,5
"COX14",8.44145345686342e-06,-0.471748520722788,0.774,0.823,0.223571894805028,0.323270440251572,11,0.344339622641509,6
"METTL7A",8.44888297384077e-06,0.794321636300931,0.585,0.524,0.223768665562173,0.45757071547421,10,0.477777777777778,5
"WSB2",8.45385755937233e-06,-0.392845467954365,0.401,0.513,0.223900417459976,0.313106796116505,9,0.454545454545455,6
"SACM1L",8.4634339258973e-06,-0.463537705789733,0.202,0.297,0.22415404752739,0.318840579710145,10,0.411764705882353,5
"REPS1",8.48040427716537e-06,0.41811278053006,0.355,0.245,0.224603507280725,0.515068493150685,10,0.388888888888889,4
"ZCCHC2",8.63524162445884e-06,1.04517178455034,0.261,0.167,0.228704374423792,0.466417910447761,9,0.372093023255814,5
"TNRC6C",8.67702779605953e-06,-0.754536431628734,0.308,0.41,0.229811081178637,0.417721518987342,10,0.454976303317536,5
"LOC100288748",8.68996384563607e-06,-0.957555737423161,0.13,0.216,0.230153692451671,0.5,11,0.459459459459459,4
"MRPL52",8.70353557580304e-06,-0.34637517644784,0.764,0.759,0.230513139725144,0.318471337579618,12,0.381074168797954,5
"ATF6B",8.71899736645348e-06,-0.290185478343063,0.446,0.565,0.23092264525052,0.325327510917031,10,0.381443298969072,5
"CPNE3",8.79031273844548e-06,-0.498947851813694,0.687,0.781,0.232811432877728,0.303116147308782,12,0.338308457711443,6
"HHAT",8.81262278006568e-06,1.01387494121141,0.159,0.08,0.23340231433004,0.558282208588957,8,0.48780487804878,4
"SP110",8.91515613552771e-06,-0.543188557015152,0.427,0.542,0.236117910249451,0.330296127562642,11,0.541218637992832,5
"TGFB1",8.91553164054209e-06,0.916707425391728,0.153,0.074,0.236127855499757,0.471337579617834,9,0.421052631578947,5
"GPAM",8.97110335464689e-06,-0.949625773604603,0.076,0.146,0.237599672347823,0.346153846153846,7,0.466666666666667,5
"SRCIN1",8.9980935457556e-06,1.55665238660495,0.101,0.037,0.238314507559337,0.480769230769231,9,0.368421052631579,4
"SNX8",9.06074927378601e-06,-0.353993731098588,0.265,0.375,0.239973944516222,0.444852941176471,11,0.378238341968912,6
"B4GALT2",9.06504546202928e-06,-0.502418662050041,0.235,0.336,0.240087729061845,0.394190871369295,9,0.352601156069364,5
"ATF7IP",9.08688892547948e-06,-0.287863639229956,0.559,0.643,0.240666253191324,0.388501742160279,11,0.435045317220544,5
"EXOSC4",9.12296593770988e-06,-0.455701707824105,0.398,0.518,0.241621752860246,0.339853300733496,9,0.456928838951311,6
"RYBP",9.22206630863987e-06,-0.80019077375281,0.384,0.47,0.244246426184327,0.385786802030457,10,0.380165289256198,5
"GEN1",9.2248670122116e-06,1.16599781853642,0.11,0.043,0.244320602818424,0.513274336283186,8,0.363636363636364,4
"VOPP1",9.23257977213391e-06,0.32266186099097,0.379,0.262,0.244524875264967,0.365038560411311,11,0.503703703703704,5
"MRPL43",9.25588747780594e-06,0.390878365106131,0.662,0.594,0.24514217984969,0.351470588235294,10,0.415032679738562,5
"COA3",9.26914033337786e-06,0.256135661462508,0.807,0.761,0.245493181729513,0.32810615199035,12,0.377551020408163,6
"LOC101927045",9.29370795826404e-06,-0.549524409536769,0.071,0.142,0.246143855274623,0.452054794520548,9,0.561643835616438,5
"KIAA0895",9.31101691258511e-06,0.298950058652129,0.309,0.204,0.246602282929817,0.394321766561514,10,0.333333333333333,5
"ENTPD3-AS1",9.45434871537436e-06,0.747602622905471,0.16,0.078,0.25039842572669,0.390243902439024,8,0.45,3
"SLX4IP",9.46687776374632e-06,-0.675022508489388,0.081,0.153,0.250730257572821,0.313253012048193,8,0.481012658227848,4
"HPS4",9.47381030694827e-06,0.672035397977247,0.291,0.186,0.250913865979525,0.381270903010033,10,0.395833333333333,5
"TIMM44",9.52340239076058e-06,-0.591420722685625,0.295,0.402,0.252227312319294,0.336633663366337,12,0.444444444444444,5
"DLG2",9.62883853318543e-06,-0.879617813322551,0.062,0.128,0.255019788551416,0.5,8,0.393939393939394,5
"RSG1",9.64088181331049e-06,-0.629844895404756,0.102,0.183,0.255338754825528,0.533333333333333,9,0.585106382978723,4
"FOXO1",9.6529707587441e-06,0.497814486537689,0.271,0.173,0.255658930545338,0.334532374100719,10,0.48314606741573,4
"ATAD3B",9.66166169887028e-06,-0.303635335522676,0.197,0.301,0.255889110094579,0.366336633663366,9,0.451612903225806,6
"RNF187",9.6682715623946e-06,-0.279411852483624,0.645,0.742,0.256064172330021,0.329305135951662,11,0.345549738219895,6
"PKP4",9.68121318478149e-06,0.55331999516052,0.411,0.305,0.256406931198938,0.450236966824645,10,0.464968152866242,5
"CCDC24",9.78274660186064e-06,0.732800182679449,0.402,0.305,0.259096043750279,0.578692493946731,10,0.547770700636943,5
"G0S2",9.79392217475016e-06,1.0974671215675,0.196,0.107,0.259392028798258,0.557213930348259,8,0.327272727272727,5
"TSPYL4",9.80360288250751e-06,-0.267567691232911,0.459,0.332,0.259648422343212,0.511677282377919,9,0.508771929824561,4
"GYG2",9.809600165161e-06,1.17786543896215,0.104,0.039,0.259807260374289,0.411214953271028,8,0.4,5
"CLCC1",9.82596366976024e-06,-0.372523502445461,0.328,0.435,0.2602406477936,0.465875370919881,10,0.46875,5
"B3GNTL1",1.00131067717778e-05,0.907477740945926,0.17,0.087,0.265197132850535,0.508571428571429,9,0.444444444444444,4
"AK2",1.01301549759925e-05,-0.305443567875376,0.77,0.833,0.26829715453916,0.355246523388116,11,0.384615384615385,6
"TMEM92",1.0243179697299e-05,0.915240601272168,0.327,0.237,0.271290614282964,0.5,9,0.639344262295082,5
"USP43",1.03203111485223e-05,0.41166564401387,0.269,0.167,0.273333440768614,0.496376811594203,10,0.418604651162791,3
"YARS2",1.04153390118347e-05,0.662167440186656,0.264,0.167,0.275850253728441,0.343173431734317,9,0.441860465116279,5
"EARS2",1.04174553130174e-05,-0.786972776057651,0.142,0.229,0.275906303965265,0.335616438356164,9,0.5,5
"AHNAK2",1.04875890265406e-05,0.854712002512128,0.354,0.26,0.277763795367928,0.508241758241758,10,0.41044776119403,6
"MKNK2",1.04998207845772e-05,-0.354038128339766,0.719,0.821,0.278087753479526,0.338753387533875,11,0.401891252955083,5
"SP100",1.0515623290247e-05,-0.675565599155498,0.689,0.734,0.278506282842191,0.323446327683616,11,0.468253968253968,6
"C2orf68",1.05989223933111e-05,-0.284350748783875,0.637,0.751,0.280712459586845,0.324159021406728,12,0.387596899224806,6
"ZSWIM1",1.06397805308278e-05,-0.978388413316406,0.132,0.216,0.281794587358974,0.367647058823529,8,0.423423423423423,4
"IFNAR2",1.06566098667882e-05,0.468786955679421,0.496,0.392,0.282240312321885,0.383104125736739,9,0.415841584158416,4
"C7orf61",1.07050325058689e-05,-0.459444913735842,0.053,0.115,0.283522785917937,0.351851851851852,8,0.491525423728814,4
"ADHFE1",1.08378720614396e-05,-0.474303116912277,0.063,0.13,0.287041041547228,0.538461538461538,9,0.537313432835821,5
"AGBL3",1.08612776287545e-05,1.37169637299656,0.102,0.039,0.287660937997564,0.542857142857143,7,0.8,3
"TMEM213",1.09462242173997e-05,-0.590196997644727,0.064,0.13,0.289910748397831,0.424242424242424,7,0.761194029850746,4
"NOM1",1.09640241049625e-05,-0.255131213603222,0.221,0.326,0.290382178419933,0.422907488986784,10,0.44047619047619,4
"NCK2",1.0970507160723e-05,0.348205908323413,0.312,0.204,0.290553882151749,0.325,9,0.40952380952381,4
"BRWD1",1.10946404894118e-05,-0.453917048265376,0.56,0.656,0.293841553362072,0.443478260869565,10,0.452662721893491,5
"ZNF696",1.11333726505251e-05,-0.432857603934268,0.075,0.146,0.294867374649158,0.350649350649351,8,0.386666666666667,5
"TMEM99",1.11452221290807e-05,-0.403087394789021,0.329,0.439,0.295181208088701,0.443786982248521,10,0.429203539823009,5
"LRRC14",1.11695559786192e-05,-0.613770483646542,0.315,0.419,0.295825690093731,0.361111111111111,8,0.388888888888889,5
"DSTYK",1.11768261553688e-05,-0.613493761934395,0.36,0.464,0.296018240724943,0.356756756756757,10,0.393305439330544,5
"SLC23A1",1.11844532740533e-05,0.838267282403766,0.166,0.085,0.296220244963302,0.588235294117647,8,0.477272727272727,4
"SNHG6",1.12679305780541e-05,-0.438682611724215,0.574,0.623,0.298431141359762,0.311864406779661,10,0.383177570093458,6
"LSS",1.13456501622134e-05,-0.465630994826153,0.29,0.39,0.300489544546222,0.486577181208054,9,0.422885572139304,5
"E2F3",1.14471307703322e-05,1.06729737996927,0.164,0.082,0.303177258452248,0.333333333333333,9,0.666666666666667,5
"ZFAND6",1.14567932143848e-05,0.313130429301735,0.727,0.658,0.30343316828298,0.314591700133869,11,0.392330383480826,6
"IL27RA",1.1576383541478e-05,0.654523738769143,0.333,0.229,0.306600518096046,0.444444444444444,9,0.355932203389831,5
"TBC1D19",1.16257949283095e-05,0.471057793134525,0.147,0.07,0.307909178676276,0.536423841059603,8,0.527777777777778,4
"BCL7B",1.16569332650099e-05,-0.299096905759921,0.503,0.612,0.308733877523787,0.323017408123791,10,0.393650793650794,6
"RYK",1.17504215724903e-05,-0.491034456750898,0.353,0.458,0.311209915347406,0.34435261707989,9,0.398305084745763,5
"TMEM242",1.18261643515126e-05,0.448554231590095,0.297,0.194,0.313215962849811,0.380327868852459,11,0.46,4
"ACYP2",1.18294127402604e-05,0.507660765037775,0.335,0.231,0.313301996425796,0.51453488372093,10,0.546218487394958,5
"BCL7C",1.18499053254675e-05,-0.358645834516319,0.537,0.637,0.313844742545007,0.326678765880218,9,0.411585365853659,5
"NEK4",1.1988396745765e-05,0.503545135038141,0.24,0.142,0.317512687811587,0.48780487804878,9,0.36986301369863,3
"SCRN3",1.20362632810675e-05,-0.377918462339495,0.184,0.283,0.318780432999072,0.365079365079365,10,0.465753424657534,5
"IKZF2",1.2101476934212e-05,0.291985135995751,0.275,0.171,0.320507616602605,0.361702127659574,8,0.420454545454545,4
"ZMAT5",1.21460863160436e-05,0.29290478140239,0.393,0.278,0.321689096080414,0.341584158415842,8,0.48951048951049,5
"KDM4A-AS1",1.21751942447052e-05,-0.64980886667661,0.094,0.171,0.322460019571018,0.45360824742268,6,0.579545454545455,3
"MCUR1",1.21929667771879e-05,-0.337011954084377,0.453,0.581,0.322930725093821,0.365591397849462,12,0.347826086956522,6
"MUTYH",1.22589162244913e-05,-0.501056711460895,0.131,0.221,0.324677396205651,0.288888888888889,10,0.464912280701754,5
"STXBP2",1.23657007736314e-05,-0.274834167694549,0.505,0.61,0.327505584989629,0.298651252408478,11,0.39171974522293,6
"TBRG4",1.24765874962238e-05,-0.256037770638462,0.366,0.478,0.330442419837488,0.351063829787234,8,0.394308943089431,5
"IFIT1",1.24874772185743e-05,-0.790935791961926,0.302,0.392,0.330730834133941,0.487096774193548,10,0.767326732673267,4
"REEP1",1.25055351859688e-05,-0.696376397733661,0.075,0.146,0.331209099400384,0.766233766233766,6,0.626666666666667,4
"PHF11",1.25316170045385e-05,0.420312009396373,0.407,0.301,0.331899876365203,0.452153110047847,10,0.529032258064516,6
"CDK10",1.25546423159041e-05,-0.326320229200443,0.403,0.505,0.33250970173672,0.289855072463768,10,0.526923076923077,6
"TNKS2",1.26717255094893e-05,-0.425865967525396,0.371,0.489,0.335610650118823,0.322834645669291,10,0.412698412698413,5
"FBXO32",1.27938306425177e-05,0.415283327091369,0.36,0.243,0.33884460456708,0.332432432432432,11,0.304,6
"CYB5R2",1.288914980096e-05,0.317803841982597,0.2,0.113,0.341369132478425,0.707317073170732,9,0.5,5
"ELOVL5",1.29543573682462e-05,-0.268206471245172,0.602,0.711,0.343096154898002,0.359223300970874,11,0.379781420765027,6
"WDR92",1.31291808946863e-05,0.695745499850254,0.308,0.208,0.347726355995767,0.582278481012658,9,0.411214953271028,4
"ARMC5",1.31301696211638e-05,-0.67488430093245,0.174,0.264,0.347752542416523,0.379888268156425,9,0.492647058823529,5
"NAPSB",1.320280191369e-05,-0.320531422022249,0.072,0.138,0.349676208684078,0.716216216216216,8,0.394366197183099,4
"TGFA",1.3240101123057e-05,0.395239387690954,0.225,0.132,0.350664078244166,0.402597402597403,9,0.470588235294118,5
"PTPN22",1.32474539101229e-05,0.626172724737203,0.102,0.039,0.350858816809605,0.742857142857143,5,0.35,5
"BRPF3",1.32793019361617e-05,-0.295085584257293,0.269,0.377,0.351702311779242,0.322463768115942,10,0.376288659793814,4
"CDK13",1.33551152490137e-05,-0.280226507997443,0.475,0.608,0.353710227370127,0.358606557377049,10,0.36741214057508,5
"PILRB",1.34272670586785e-05,0.482166706134812,0.162,0.082,0.355621168049099,0.578313253012048,6,0.476190476190476,4
"NBPF25P",1.35196542761744e-05,-0.820046371440523,0.128,0.212,0.358068043504478,0.396946564885496,8,0.568807339449541,4
"MRPL27",1.3553682374593e-05,0.286319396723988,0.683,0.588,0.358969277691095,0.388017118402282,11,0.372937293729373,6
"UMPS",1.37979078909642e-05,-0.388264928501396,0.224,0.33,0.365437590492186,0.369565217391304,8,0.417647058823529,6
"HEATR5A",1.38895047352995e-05,-0.438946028981925,0.463,0.559,0.367863532914406,0.376842105263158,10,0.375,4
"NOTCH3",1.39239781512479e-05,0.310625362471312,0.298,0.194,0.368776561335801,0.450980392156863,9,0.48,6
"PITPNM2",1.39798152715702e-05,-0.721732695970162,0.068,0.134,0.370255407467536,0.614285714285714,8,0.492753623188406,4
"ATP5SL",1.4070184385442e-05,-0.372397150525975,0.291,0.394,0.372648833448432,0.364548494983278,8,0.438423645320197,5
"NECAP2",1.40816989418167e-05,-0.599425911585802,0.412,0.495,0.372953796474014,0.387706855791962,11,0.458823529411765,5
"DENND1B",1.41052734848115e-05,-0.490700396497199,0.254,0.361,0.373578168245234,0.314176245210728,9,0.473118279569892,4
"CALCOCO1",1.41198001004894e-05,-0.532349897994684,0.297,0.394,0.373962905661463,0.452459016393443,11,0.536945812807882,4
"FYTTD1",1.42727918509231e-05,-0.75900827298622,0.344,0.429,0.378014892171699,0.320113314447592,10,0.416289592760181,6
"KCTD9",1.43081554187331e-05,0.862046529104737,0.263,0.171,0.378951496265146,0.437037037037037,8,0.386363636363636,4
"CA5BP1",1.44475138957008e-05,-0.502072425265458,0.201,0.295,0.382642405527636,0.475728155339806,9,0.480263157894737,6
"ATOH8",1.45277515610105e-05,-1.01982358324362,0.08,0.151,0.384767500093364,0.548780487804878,7,0.653846153846154,3
"PCNT",1.4567639626157e-05,-0.476229859392664,0.327,0.445,0.385823935498769,0.491071428571429,10,0.353711790393013,6
"MIR17HG",1.45694225973914e-05,-0.286244638239021,0.225,0.32,0.38587115749191,0.415584415584416,9,0.496969696969697,5
"GXYLT1",1.45797830610914e-05,-0.383766798842804,0.148,0.239,0.386145554373005,0.315789473684211,9,0.373983739837398,5
"FAAH",1.46265770744375e-05,-0.413551591799166,0.33,0.447,0.387384893816477,0.368731563421829,10,0.41304347826087,5
"GLB1L2",1.47008318898561e-05,0.347889741777533,0.317,0.208,0.389351532602838,0.496932515337423,10,0.495327102803738,5
"FAM189B",1.4849860018493e-05,-0.501574792043302,0.156,0.247,0.393298542589787,0.33125,9,0.385826771653543,5
"KIAA1456",1.48599835470152e-05,1.40592256573182,0.12,0.052,0.393566664242697,0.780487804878049,7,0.407407407407407,3
"CEP170",1.48950957618349e-05,-0.550321113357833,0.261,0.359,0.394496611252196,0.369402985074627,10,0.562162162162162,4
"NCBP2-AS2",1.49110845699427e-05,-0.398760486682621,0.297,0.408,0.394920074834932,0.314754098360656,9,0.380952380952381,6
"BTF3L4",1.49213318314459e-05,-0.317142902593063,0.628,0.676,0.395191473555844,0.322480620155039,11,0.367816091954023,6
"LGALS9",1.51278915448919e-05,0.660746628509231,0.539,0.476,0.400662207566463,0.463898916967509,10,0.436734693877551,6
"COL8A1",1.52312059609544e-05,0.662393162161719,0.27,0.181,0.403398489875878,0.685920577617328,9,0.505376344086022,5
"TMEM115",1.53097560423344e-05,0.403887363141306,0.445,0.336,0.405478888781227,0.328227571115974,11,0.445086705202312,4
"HOMEZ",1.53729753843279e-05,-0.839414059077166,0.166,0.249,0.407153253053926,0.352941176470588,9,0.4609375,5
"TMEM167A",1.53914340845154e-05,0.462447535927931,0.651,0.551,0.40764213172839,0.430493273542601,11,0.345070422535211,6
"CYP4V2",1.55553252237346e-05,-0.354072293258665,0.234,0.344,0.41198278855061,0.395833333333333,9,0.451977401129944,6
"RPSAP9",1.5570481034398e-05,0.818812920537575,0.13,0.058,0.412384190196032,0.358208955223881,9,0.466666666666667,5
"SNCAIP",1.55774818950232e-05,0.496628178428043,0.23,0.14,0.412569607989688,0.444915254237288,7,0.333333333333333,5
"ELMO3",1.57023925382199e-05,-0.8556339497593,0.204,0.307,0.415877866374753,0.301435406698565,8,0.588607594936709,5
"NAPG",1.57182939366479e-05,-0.468977538999386,0.424,0.53,0.41629901491212,0.35632183908046,8,0.355311355311355,6
"ZNF566",1.59083547612649e-05,-1.25889483634821,0.118,0.196,0.4213327758521,0.396694214876033,8,0.514851485148515,5
"SNRPG",1.59704981187781e-05,0.265159413270087,0.891,0.827,0.422978642675838,0.339890710382514,12,0.389671361502347,6
"ZC3HAV1",1.61674825153737e-05,-0.443287606201552,0.747,0.808,0.428195774419673,0.312907431551499,11,0.432692307692308,6
"LEMD2",1.61708174084107e-05,-0.272976992004363,0.225,0.33,0.428284099061757,0.393939393939394,10,0.4,5
"PLXND1",1.61722722764476e-05,0.704958014592979,0.364,0.274,0.428322631241715,0.483957219251337,9,0.49645390070922,5
"PLEKHM1P",1.61784270464749e-05,0.542764912924281,0.179,0.093,0.428485640325887,0.494565217391304,7,0.75,4
"SAP30",1.6332250387995e-05,0.663007832886009,0.301,0.208,0.432559651526047,0.559870550161812,8,0.401869158878505,5
"UBP1",1.63551017709973e-05,-0.401195023067149,0.253,0.355,0.433164870404864,0.388461538461538,10,0.344262295081967,5
"HIGD1A",1.6420745515708e-05,0.395437547110085,0.663,0.627,0.434903444983526,0.362701908957416,12,0.38390092879257,6
"RAB11FIP3",1.6492032730133e-05,0.547730190402705,0.07,0.138,0.436791486857572,0.333333333333333,8,0.507042253521127,4
"ZNF468",1.65474306063283e-05,-0.397974615411438,0.15,0.239,0.438258699608606,0.350649350649351,9,0.51219512195122,4
"SLFNL1-AS1",1.66255225783307e-05,-0.804666928910443,0.058,0.12,0.440326965487088,0.3,8,0.467741935483871,4
"ZNF350",1.66315319521738e-05,-0.583546111773392,0.061,0.126,0.440486123753324,0.428571428571429,8,0.430769230769231,5
"SLC38A7",1.6837975303487e-05,-0.28661617784815,0.161,0.25,0.445953775912853,0.284848484848485,9,0.51937984496124,6
"NME4",1.68411479044847e-05,-0.463408732846925,0.415,0.52,0.446037802250276,0.39906103286385,11,0.350746268656716,6
"RLIM",1.69342619605499e-05,-0.44195545695632,0.442,0.55,0.448503928025163,0.323788546255507,11,0.42756183745583,6
"DTX4",1.69811261394557e-05,0.412513113222818,0.46,0.344,0.449745125803486,0.417372881355932,9,0.372881355932203,5
"DPY19L1P1",1.70497747945773e-05,1.11616826031209,0.16,0.082,0.451563285434381,0.603658536585366,8,0.5,5
"C3orf18",1.70685490106615e-05,-0.415825012327231,0.077,0.146,0.452060520547371,0.392405063291139,8,0.533333333333333,3
"FUCA1",1.71408642523955e-05,-0.530955311366408,0.569,0.649,0.453975789724695,0.339041095890411,10,0.356287425149701,6
"CLEC19A",1.7202825698582e-05,-1.09770223119164,0.064,0.128,0.455616838626943,0.818181818181818,5,0.46969696969697,4
"NNT",1.72457506597399e-05,0.742469315235434,0.371,0.272,0.456753706223211,0.559055118110236,9,0.507142857142857,4
"MPST",1.72913306007009e-05,-0.294505625330348,0.606,0.691,0.457960890959564,0.416398713826367,12,0.379213483146067,5
"ZNF337-AS1",1.75373158471343e-05,-0.66384905638056,0.068,0.134,0.464475810211351,0.471428571428571,8,0.434782608695652,5
"BTN2A2",1.75706420386966e-05,-0.449446808480021,0.154,0.241,0.46535845439488,0.291139240506329,11,0.42741935483871,4
"SDF2L1",1.78154077759183e-05,0.321452428006673,0.674,0.588,0.471841074945197,0.339595375722543,12,0.402640264026403,5
"USP38",1.78369037458584e-05,-0.667073103185388,0.203,0.299,0.472410395709061,0.365384615384615,9,0.350649350649351,4
"STXBP4",1.791337474706e-05,1.18992289141304,0.208,0.124,0.474435730175885,0.392523364485981,9,0.484375,4
"CASP4",1.8080853455284e-05,0.450278068337523,0.638,0.567,0.478871403763198,0.361832061068702,10,0.393835616438356,6
"SLC38A1",1.81099105616069e-05,0.530084698682553,0.461,0.357,0.479640981224158,0.539112050739958,8,0.543478260869565,5
"OAT",1.81266503496007e-05,0.581589423747907,0.679,0.614,0.480084334509176,0.416068866571019,11,0.35126582278481,5
"KRIT1",1.83985150162495e-05,-0.463744652560978,0.442,0.54,0.487284670205368,0.361233480176211,12,0.456834532374101,4
"DDX49",1.85053054559767e-05,-0.47229118943706,0.324,0.425,0.490113015001542,0.324324324324324,9,0.447488584474886,5
"SEH1L",1.85311337402712e-05,-0.448689470401978,0.273,0.384,0.490797077111082,0.375,9,0.373737373737374,5
"LIMS1",1.85725098876348e-05,-0.559114637068472,0.525,0.612,0.491892924374009,0.38961038961039,11,0.457142857142857,6
"CUL7",1.85768052152325e-05,-0.545089776240443,0.269,0.377,0.492006686125433,0.340579710144928,10,0.391752577319588,5
"PTRF",1.86245180361112e-05,0.34537411742174,0.34,0.505,0.493270360186405,0.598853868194842,9,0.426923076923077,5
"ASH2L",1.87110508162904e-05,-0.458731738083986,0.205,0.301,0.495562180869451,0.298578199052133,9,0.374193548387097,5
"RPS6KA5",1.88261400932491e-05,-0.591749093038115,0.185,0.28,0.498610320369702,0.542105263157895,9,0.451388888888889,5
"SHKBP1",1.89378069143349e-05,-0.395178021104337,0.337,0.447,0.501567816126159,0.317919075144509,10,0.408695652173913,5
"ZDHHC1",1.91610714819198e-05,0.877314990130706,0.421,0.35,0.507480978198645,0.618055555555556,10,0.455555555555556,5
"ASRGL1",1.95036114638912e-05,0.870381204002125,0.432,0.351,0.516553149621158,0.488738738738739,10,0.585635359116022,5
"SLC25A42",1.98111716302152e-05,-0.603173779996824,0.089,0.159,0.524698880626248,0.318681318681319,8,0.451219512195122,5
"METTL10",1.98156351114929e-05,0.454565793265901,0.268,0.167,0.52481709592789,0.367272727272727,8,0.383720930232558,4
"ERLIN2",1.98545226258266e-05,-0.424741781163501,0.332,0.441,0.525847031745018,0.416422287390029,11,0.365638766519824,4
"FPGT",1.99067640584245e-05,-0.316793151488922,0.14,0.231,0.527230646087373,0.3125,8,0.428571428571429,5
"PDCD2",2.00390066315653e-05,0.579790068817871,0.422,0.328,0.530733090637006,0.367205542725173,10,0.384615384615385,6
"TMEM56",2.01320483263996e-05,-0.425558641968045,0.149,0.233,0.533197299924692,0.38562091503268,7,0.566666666666667,4
"PLEKHA8",2.01467158238035e-05,-0.447048877829319,0.154,0.243,0.533585768593436,0.5,9,0.464,6
"NELFCD",2.03154427985726e-05,-0.421187613605921,0.468,0.581,0.538054502520196,0.332640332640333,10,0.418060200668896,6
"RALY-AS1",2.03334119150922e-05,-0.658079396129381,0.087,0.159,0.538530414571218,0.382022471910112,8,0.573170731707317,5
"RICTOR",2.04302981969231e-05,0.42032608384454,0.491,0.392,0.541096447745509,0.484126984126984,10,0.485148514851485,4
"RAB24",2.04553427791711e-05,-0.664429044882938,0.263,0.367,0.541759753506347,0.496296296296296,9,0.365079365079365,6
"MLH1",2.04800063336846e-05,0.453959443081723,0.293,0.194,0.542412967747635,0.32890365448505,9,0.46,4
"ANP32A",2.06093894506944e-05,-0.467632748024247,0.486,0.584,0.545839679601642,0.312625250501002,10,0.428571428571429,5
"DDX6",2.08166390027796e-05,-0.313747220676371,0.803,0.86,0.551328683988617,0.340606060606061,11,0.374717832957111,6
"NRSN2",2.08603884018198e-05,-0.628699227708393,0.217,0.311,0.552487386822198,0.354260089686099,9,0.4375,5
"UQCC3",2.09578173928837e-05,-0.438495267680045,0.593,0.662,0.555067793650524,0.379310344827586,11,0.434017595307918,6
"GALNT5",2.11822697772948e-05,0.865011733084829,0.248,0.157,0.561012415051653,0.411764705882353,8,0.518518518518518,4
"C1orf174",2.12734815672431e-05,-0.582197813523593,0.341,0.439,0.563428159308433,0.34,10,0.393805309734513,6
"DPH2",2.13040259794184e-05,-0.685790653510083,0.209,0.305,0.564237128064896,0.33953488372093,9,0.445859872611465,5
"SOCS5",2.1448558355087e-05,-0.310736539097375,0.13,0.216,0.568065068034479,0.451127819548872,8,0.405405405405405,5
"BARX2",2.14585023157936e-05,0.517895960830445,0.194,0.111,0.568328433833794,0.417085427135678,6,0.824561403508772,5
"ZNF48",2.14938920867253e-05,-1.0651961962069,0.081,0.15,0.56926573191692,0.349397590361446,7,0.61038961038961,5
"IGFBPL1",2.15403462016859e-05,-0.625562202826944,0.094,0.171,0.570496069151651,0.649484536082474,8,0.579545454545455,5
"CAMK2G",2.16066690514116e-05,-0.269238487058844,0.287,0.4,0.572252629826637,0.335593220338983,9,0.344660194174757,5
"NUSAP1",2.16810930439177e-05,0.449032793636857,0.205,0.12,0.574223749268161,0.492890995260663,8,0.548387096774194,4
"ATXN2",2.16901748496088e-05,-0.407639786416127,0.468,0.571,0.574464280891889,0.41995841995842,11,0.431972789115646,6
"CLUH",2.17733472721566e-05,-0.686411645124533,0.195,0.28,0.576667102503067,0.325,9,0.409722222222222,5
"STC2",2.1816381680306e-05,1.28766693494013,0.116,0.049,0.577806868802904,0.630252100840336,6,0.56,5
"FCGBP",2.19462556912796e-05,0.351300849353987,0.152,0.076,0.58124658198354,0.493589743589744,6,0.58974358974359,4
"PPP2R5D",2.23066972310925e-05,-0.501739206285169,0.345,0.445,0.590792876165484,0.319209039548023,9,0.397379912663755,5
"MTERF3",2.23462708671643e-05,-0.443062458193381,0.181,0.276,0.591840983916845,0.419354838709677,11,0.366197183098592,6
"LOC648987",2.23629080731047e-05,0.918626885528023,0.277,0.179,0.592281620316178,0.612676056338028,10,0.41304347826087,5
"ICK",2.24068300506628e-05,-0.64810757497915,0.234,0.328,0.593444893891803,0.358333333333333,8,0.49112426035503,5
"HUS1",2.24479919019384e-05,-0.611381138751908,0.242,0.34,0.594535065522839,0.333333333333333,11,0.382857142857143,4
"NDUFB4",2.26425165184928e-05,-0.342736267357173,0.879,0.878,0.599687049992281,0.318936877076412,12,0.389380530973451,6
"ITPA",2.26951447127049e-05,-0.325383509880295,0.511,0.604,0.601080907715989,0.367619047619048,9,0.47588424437299,5
"PTGES",2.28984154618715e-05,0.564684797255728,0.286,0.198,0.606464533507666,0.486394557823129,9,0.42156862745098,6
"C19orf35",2.29352825495574e-05,0.386748614186451,0.239,0.148,0.607440958325027,0.506122448979592,7,0.5,3
"AAGAB",2.3023643096122e-05,0.444371186352354,0.414,0.311,0.609781187400792,0.303529411764706,10,0.48125,6
"GPT2",2.31752302396946e-05,-0.530236369478859,0.208,0.305,0.613795972898312,0.350467289719626,8,0.369426751592357,5
