"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts"
"SMPD2",2.88571410047119e-13,-0.385932648208183,0.202,0.376,7.64281379509794e-09,0.480769230769231,6,0.779769526248399,9
"RNF186",2.92530628999267e-13,-1.24295312930371,0.008,0.112,7.74767370904558e-09,0.75,2,1,1
"ADCY3",2.94546730791457e-13,-0.739261714387125,0.062,0.197,7.80107016501175e-09,0.3125,5,0.529268292682927,10
"DNAJC15",3.02423235451098e-13,0.57824048226905,0.493,0.318,8.00967939092234e-09,0.381889763779528,5,0.682299546142209,9
"ZNF335",3.03630565119587e-13,1.24735492346779,0.41,0.283,8.04165551719227e-09,0.360189573459716,6,0.485568760611205,10
"KLK11",3.05620957767439e-13,0.706997550594147,0.239,0.116,8.09437106647061e-09,0.707317073170732,4,0.785123966942149,8
"FAM73A",3.08938841202032e-13,1.19431622390581,0.472,0.349,8.18224520923582e-09,0.45679012345679,5,0.634986225895317,10
"SLC38A2",3.13270158333912e-13,0.566351312492532,0.88,0.934,8.29696014347365e-09,0.399558498896247,6,0.484020618556701,10
"HERC1",3.14018958819199e-13,1.19018067114635,0.548,0.434,8.3167921243265e-09,0.404255319148936,5,0.601553829078801,10
"ARHGEF1",3.19151503870181e-13,1.06693486106576,0.559,0.448,8.45272758000174e-09,0.395833333333333,5,0.518279569892473,10
"NFATC3",3.21657442498984e-13,0.809672740001202,0.816,0.78,8.51909736458559e-09,0.369047619047619,6,0.574953732264035,10
"NOTCH2",3.23318918024967e-13,0.317446101278618,0.557,0.805,8.56310154389126e-09,0.320557491289199,6,0.559210526315789,11
"HIST1H2BH",3.34831152941828e-13,-1.63741368632902,0.006,0.107,8.86800308566431e-09,0.666666666666667,2,0.603603603603604,4
"HLF",3.42618768415529e-13,1.000869192364,0.111,0.033,9.0742580814853e-09,0.596491228070175,4,0.768115942028985,5
"MIR425",3.50779935277507e-13,1.89251912705608,0.105,0.032,9.29040658582477e-09,0.481481481481481,3,0.5,8
"MICALCL",3.51617478555982e-13,1.42233028170719,0.146,0.055,9.31258891955517e-09,0.413333333333333,3,0.37719298245614,8
"TOMM34",3.77535488303362e-13,-0.321773735342424,0.322,0.521,9.99902740771454e-09,0.367469879518072,6,0.478301015697138,11
"PIGW",3.79488490087948e-13,-0.284336576912234,0.089,0.234,1.00507526599793e-08,0.5,4,0.708418891170431,8
"MCM6",3.80759531164372e-13,-0.931252470475781,0.093,0.236,1.00844161828884e-08,0.4375,4,0.455102040816327,9
"XRCC5",3.85557887548599e-13,-0.251452974851298,0.87,0.919,1.02115006517247e-08,0.381696428571429,6,0.503664921465969,11
"CHPF2",4.00013036837717e-13,0.618216959443796,0.243,0.466,1.05943452806469e-08,0.44,5,0.683884297520661,10
"SARS",4.02192163704757e-13,0.641286485208263,0.816,0.761,1.06520594557205e-08,0.376190476190476,6,0.474715549936789,11
"SSR1",4.08339324083869e-13,-0.264805491061564,0.843,0.895,1.08148669983613e-08,0.384792626728111,5,0.514792899408284,11
"SLC38A5",4.09276713073092e-13,0.82983169036602,0.115,0.036,1.08396937457408e-08,0.847457627118644,2,0.44,6
"FAM83D",4.1523803096171e-13,-1.19910225564742,0.064,0.197,1.09975792500209e-08,0.787878787878788,5,0.662591687041565,9
"SGOL1",4.16990413952641e-13,-1.68644348158149,0.01,0.113,1.10439911135357e-08,0.6,3,0.438297872340426,9
"CXCL10",4.26094551408995e-13,-3.55050131645593,0.027,0.141,1.12851141940672e-08,0.857142857142857,2,0.642857142857143,6
"CHN2",4.29196072059614e-13,-0.595553148604619,0.035,0.157,1.13672579684989e-08,0.444444444444444,4,0.800613496932515,7
"SLC25A29",4.35872341395526e-13,1.18175424916557,0.544,0.447,1.15440789618605e-08,0.385714285714286,5,0.561422413793103,10
"WDR5",4.37219365697735e-13,-0.274138009615092,0.216,0.402,1.15797549005045e-08,0.378378378378378,6,0.54066985645933,10
"IVD",4.39539953579539e-13,0.747224073021134,0.544,0.399,1.16412156705541e-08,0.414285714285714,4,0.396385542168675,10
"TGFB3",4.41247478581636e-13,1.1759498877836,0.12,0.039,1.16864394702346e-08,0.483870967741935,3,0.353658536585366,10
"EREG",4.49774990315281e-13,-3.16016029446951,0.023,0.134,1.19122906185002e-08,0.583333333333333,3,0.320143884892086,8
"HIST3H2A",4.65121287040023e-13,-0.324163058564952,0.136,0.311,1.2318737287255e-08,0.471428571428571,4,0.73374613003096,6
"IKZF4",4.75372734351441e-13,1.27247775061453,0.15,0.056,1.25902468692979e-08,0.545454545454545,4,0.290598290598291,9
"ATG2B",4.78735336611346e-13,1.2203072301145,0.338,0.199,1.26793053901515e-08,0.477011494252874,5,0.669082125603865,9
"SNCAIP",4.85895479487413e-13,1.28068077920419,0.14,0.051,1.28689417742241e-08,0.333333333333333,5,0.342857142857143,6
"ZNF362",4.94047109470113e-13,1.10361467772461,0.596,0.568,1.30848376943159e-08,0.416938110749186,6,0.640982218458933,11
"PPFIBP1",5.00426807769468e-13,0.265269143037222,0.377,0.622,1.32538040037744e-08,0.56701030927835,5,0.582366589327146,9
"SRSF5",5.08634017269632e-13,0.514522512271481,0.895,0.925,1.34711719473862e-08,0.379609544468547,6,0.495059802392096,11
"EFNB1",5.10905194946786e-13,-0.929650409053936,0.146,0.302,1.35313240881656e-08,0.546666666666667,4,0.727272727272727,9
"MCM4",5.11297077913318e-13,-0.661084835442922,0.175,0.344,1.35417031085342e-08,0.4,4,0.386013986013986,10
"ATP5G1",5.13406896230775e-13,-0.262119867243811,0.821,0.949,1.35975816466721e-08,0.394799054373522,6,0.485294117647059,10
"TMEM57",5.22545736178471e-13,0.991988202876933,0.61,0.524,1.38396238226868e-08,0.36624203821656,6,0.604224058769513,10
"TM4SF5",5.26783518991076e-13,1.52286801599063,0.008,0.11,1.39518615004787e-08,0.5,3,0.969298245614035,3
"CPEB2",5.3428404869465e-13,1.07133653743252,0.26,0.136,1.41505130296778e-08,0.529850746268657,4,0.687943262411348,7
"KRBOX1",5.45446886452284e-13,-0.472994423883499,0.01,0.114,1.44461607876887e-08,0.6,3,0.733050847457627,4
"SLFNL1-AS1",5.7186699792985e-13,1.40343833073351,0.12,0.04,1.51458974401721e-08,0.467741935483871,4,0.349397590361446,9
"STAG3L5P",5.99821361429858e-13,-0.720195453341258,0.016,0.125,1.58862687574698e-08,0.375,3,0.768339768339768,7
"PARP1",6.0373817236828e-13,0.707099843462104,0.788,0.806,1.59900054951739e-08,0.376847290640394,5,0.549850746268657,10
"WDR74",6.09867091296562e-13,1.00229763513033,0.715,0.666,1.61523299129895e-08,0.429347826086957,6,0.497109826589595,10
"FIG4",6.26210129360694e-13,-0.610423614786409,0.13,0.282,1.6585175276118e-08,0.462686567164179,4,0.805792163543441,9
"WDR5B",6.32609275812984e-13,-0.325898244408863,0.151,0.324,1.67546566699069e-08,0.41025641025641,4,0.757800891530461,10
"UBXN10-AS1",6.40326416793383e-13,-0.674341212524246,0.008,0.108,1.69590451487728e-08,0.5,2,0.862222222222222,6
"EIF3G",6.47398887263303e-13,0.630489108611273,0.773,0.827,1.71463595291686e-08,0.394472361809045,5,0.515133876600699,11
"SH3PXD2A-AS1",6.64563702154851e-13,-0.833713922773475,0.033,0.153,1.76009696515712e-08,0.529411764705882,3,0.504731861198738,6
"ZNF652",6.71507164599176e-13,0.729005834726208,0.79,0.778,1.77848672544092e-08,0.373464373464373,6,0.555693069306931,11
"AGAP1",6.834120155928e-13,0.285264065222552,0.295,0.502,1.81001672329753e-08,0.414473684210526,5,0.75071907957814,9
"FAM81A",6.85508539300747e-13,-0.669471311845099,0.012,0.116,1.81556936633803e-08,0.833333333333333,2,0.726141078838174,8
"PECAM1",6.98559099060621e-13,1.05712851168202,0.107,0.032,1.85013377386205e-08,0.563636363636364,4,0.298507462686567,6
"SLC16A11",7.01150152668396e-13,1.15864190710497,0.105,0.032,1.85699617934225e-08,0.685185185185185,4,0.318181818181818,7
"POC5",7.04758165783434e-13,-0.363676446562283,0.117,0.274,1.86655200207742e-08,0.55,5,0.598245614035088,9
"GNPDA2",7.21461754759515e-13,-0.309801414282308,0.118,0.28,1.91079145748058e-08,0.39344262295082,4,0.702749140893471,10
"LINC00657",7.2968887802747e-13,0.639628111848912,0.798,0.765,1.93258099345576e-08,0.391727493917275,5,0.459748427672956,11
"RAD51",7.4419640285022e-13,-1.55925011835051,0.027,0.141,1.97100417294881e-08,0.428571428571429,3,0.442176870748299,8
"MFAP3L",7.50337503571217e-13,-1.06454522245051,0.021,0.131,1.98726887820837e-08,0.454545454545455,3,0.941391941391941,5
"LRP2",7.61205841585994e-13,1.57126323506583,0.157,0.064,2.0160536714405e-08,0.777777777777778,6,0.373134328358209,8
"APLP2",7.63236306647828e-13,0.255464786603167,0.984,0.976,2.02143135815677e-08,0.362919132149901,6,0.47313947757516,11
"HDGFRP3",7.65343460277614e-13,-0.704729734993612,0.087,0.227,2.02701215454526e-08,0.711111111111111,4,0.817409766454352,10
"GUF1",7.7520536967342e-13,-0.31606031844712,0.167,0.34,2.05313142158005e-08,0.488372093023256,5,0.661951909476662,10
"IGFBPL1",8.02967561086405e-13,0.978623876122368,0.171,0.07,2.12665958553734e-08,0.579545454545455,5,0.431506849315068,7
"DSE",8.03511842062216e-13,-1.03765274583879,0.052,0.179,2.12810111370178e-08,0.518518518518518,3,0.726541554959786,9
"ZSWIM6",8.10666102496184e-13,0.445002598315544,0.196,0.388,2.14704917246114e-08,0.455445544554455,4,0.45409429280397,10
"TTLL12",8.18436131376092e-13,0.316450170578541,0.266,0.475,2.16762809394958e-08,0.503649635036496,4,0.585612968591692,10
"LOC727896",8.24369984916843e-13,1.76560287651574,0.258,0.137,2.18334390505226e-08,0.443609022556391,5,0.557894736842105,9
"RUNDC1",8.36006777196301e-13,0.298360763725222,0.318,0.541,2.2141639494044e-08,0.402439024390244,5,0.570284697508897,11
"ASH1L",8.38198040749833e-13,0.833385399198583,0.835,0.785,2.21996751092593e-08,0.369767441860465,6,0.563112745098039,10
"ALK",8.49888195770489e-13,-1.70324609904297,0.008,0.108,2.25092888649814e-08,1,1,0.504464285714286,7
"SLC35A1",8.53631208284271e-13,-0.278122500831664,0.466,0.62,2.26084225514089e-08,0.545833333333333,5,0.729813664596273,10
"CRYZ",8.57037151961775e-13,0.820858635859596,0.425,0.277,2.26986289697076e-08,0.4337899543379,5,0.335069444444444,11
"STT3B",8.75682112146428e-13,-0.328060978893752,0.565,0.693,2.31924407401981e-08,0.388316151202749,5,0.653472222222222,11
"SLC25A25-AS1",8.94608276513455e-13,0.606033706148912,0.196,0.373,2.36937002034588e-08,0.435643564356436,5,0.776774193548387,9
"RPL3",9.39587740415111e-13,0.250622329613721,0.975,0.985,2.48849813048942e-08,0.368525896414343,6,0.471421592574499,11
"METTL16",9.4236479826652e-13,1.02584527391774,0.544,0.445,2.49585316820888e-08,0.403571428571429,5,0.584415584415584,10
"COL7A1",1.004765705884e-12,-1.63635009491434,0.014,0.118,2.66112197203377e-08,0.714285714285714,3,0.889795918367347,8
"PART1",1.00908273080578e-12,-1.26245955755165,0.029,0.142,2.67255561253911e-08,0.533333333333333,3,0.949324324324324,5
"RGN",1.01168981871932e-12,1.10392129701025,0.117,0.038,2.67946048487811e-08,0.366666666666667,4,0.468354430379747,7
"HIST1H2AD",1.02014063491862e-12,-0.531551651811668,0.006,0.103,2.70184247158197e-08,0.666666666666667,2,0.818604651162791,4
"CDHR5",1.03148938096189e-12,-0.797815424794528,0.012,0.114,2.73189962547757e-08,0.666666666666667,2,0.978813559322034,3
"N6AMT1",1.06508197180425e-12,-0.252597423315893,0.115,0.271,2.82086960232355e-08,0.406779661016949,5,0.612788632326821,10
"CARM1",1.06827883637971e-12,1.41389765784702,0.363,0.234,2.82933649815167e-08,0.443850267379679,5,0.438271604938272,11
"LOC100505715",1.0788227304394e-12,1.46255980008302,0.202,0.097,2.85726200156876e-08,0.663461538461538,6,0.621890547263682,9
"ETV3",1.1026998025683e-12,-0.252168402588365,0.134,0.306,2.92050042710214e-08,0.36231884057971,4,0.632075471698113,9
"C6orf141",1.1330808756336e-12,1.31214242729785,0.227,0.111,3.00096469911559e-08,0.615384615384615,3,0.484848484848485,9
"TMEM91",1.15579278899765e-12,-0.594516740432798,0.212,0.386,3.06111720166029e-08,0.678899082568807,5,0.513715710723192,10
"PARK2",1.15808945953474e-12,-1.07857292785184,0.031,0.144,3.06719993357775e-08,0.4375,3,0.946666666666667,5
"FBXO18",1.16616495681031e-12,0.291006853512617,0.32,0.516,3.08858788811211e-08,0.484848484848485,4,0.666044776119403,10
"TSPYL5",1.16618449872748e-12,1.46281279424661,0.355,0.232,3.08863964487973e-08,0.426229508196721,4,0.450207468879668,10
"MMP17",1.21309918870667e-12,2.31914218006773,0.151,0.062,3.21289320128962e-08,0.641025641025641,3,0.390625,6
"SPOCD1",1.30077840257939e-12,-1.44713241937493,0.014,0.117,3.44511159923151e-08,1,1,0.57201646090535,7
"CARNMT1",1.31346763684372e-12,-0.487062584840322,0.105,0.26,3.4787190361806e-08,0.314814814814815,4,0.458410351201479,10
"SLC2A1-AS1",1.43181345313939e-12,-0.661489573309018,0.019,0.128,3.79215793063967e-08,0.8,2,0.793233082706767,7
"LRMP",1.44235229739216e-12,-3.03876830124218,0.012,0.113,3.82007005964313e-08,0.666666666666667,3,0.935897435897436,7
"AKAP13",1.44580901608858e-12,0.788478761485288,0.849,0.865,3.82922517911061e-08,0.384439359267735,5,0.522537562604341,10
"TRERF1",1.45572591114791e-12,-0.289748157748796,0.06,0.195,3.85549007567523e-08,0.548387096774194,4,0.504926108374384,8
"B4GALT2",1.48204152181616e-12,0.301406919837108,0.336,0.573,3.92518697053009e-08,0.352601156069364,5,0.619327731092437,10
"HCFC1R1",1.51187419420326e-12,1.07203393806761,0.703,0.809,4.00419880334733e-08,0.378453038674033,6,0.548156956004756,11
"RRN3P3",1.5359341827394e-12,0.450922340315656,0.219,0.42,4.06792168298531e-08,0.486725663716814,4,0.619266055045872,9
"SCGB1B2P",1.604976548037e-12,-0.437445385518899,0.023,0.135,4.250780387476e-08,0.666666666666667,3,0.907142857142857,7
"STIL",1.61500883225764e-12,-0.610868306014284,0.068,0.205,4.27735089223435e-08,0.514285714285714,5,0.487058823529412,9
"CCNE1",1.62113513565777e-12,-0.729243941018348,0.089,0.228,4.29357640678962e-08,0.58695652173913,3,0.463002114164905,10
"GSTM3",1.67290782100853e-12,1.48805424457969,0.555,0.494,4.4306963639411e-08,0.552447552447552,6,0.466407010710808,10
"GPR143",1.72541248326882e-12,-0.349942797542502,0.165,0.33,4.56975496193746e-08,0.447058823529412,4,0.463556851311953,8
"ZBED5",1.75175576874304e-12,0.918409049713872,0.544,0.414,4.63952515351595e-08,0.410714285714286,5,0.463414634146341,10
"CCNB1",1.77537988750544e-12,-1.85630691876092,0.128,0.27,4.70209363205815e-08,0.333333333333333,6,0.45729537366548,10
"ARHGAP29",1.8053684188826e-12,0.85974457886993,0.394,0.256,4.78151825741057e-08,0.507389162561576,5,0.545112781954887,10
"CENPH",1.96245409852064e-12,-0.707412148612761,0.082,0.22,5.1975596799319e-08,0.476190476190476,3,0.399563318777293,10
"CSRNP1",2.00197324949099e-12,0.987739904885225,0.553,0.496,5.30222615127688e-08,0.36140350877193,4,0.541747572815534,10
"MCTP1",2.03890140470964e-12,-1.66096854120275,0.016,0.118,5.40003037037349e-08,0.375,3,0.616326530612245,9
"PLEKHA4",2.05361746294355e-12,-0.715804678885003,0.113,0.262,5.43900585060599e-08,0.741379310344828,4,0.841911764705882,9
"PSTPIP2",2.06079047960895e-12,-0.464213302105197,0.078,0.215,5.4580035852443e-08,0.55,4,0.632286995515695,8
"PIK3R3",2.07893184250285e-12,0.98240714336341,0.604,0.505,5.50605098486879e-08,0.482315112540193,4,0.797902764537655,10
"PRKCE",2.08044296761804e-12,1.21798474124042,0.28,0.158,5.51005319973638e-08,0.381944444444444,5,0.533536585365854,9
"UNC13B",2.13256339063853e-12,1.44050069854164,0.441,0.311,5.64809414010613e-08,0.374449339207048,5,0.736842105263158,10
"FAM86DP",2.1828615463369e-12,-0.669182679909736,0.076,0.209,5.78130880547327e-08,0.333333333333333,5,0.501149425287356,9
"LFNG",2.2372627387176e-12,1.16987808496237,0.283,0.157,5.92539036349357e-08,0.5,4,0.709480122324159,10
"NRSN2",2.25625908438874e-12,1.03511635595228,0.311,0.183,5.97570218500357e-08,0.4375,5,0.323684210526316,10
"ZEB1-AS1",2.27793536058737e-12,-0.950487696403272,0.027,0.138,6.03311180251564e-08,0.428571428571429,3,0.724738675958188,9
"HOXD4",2.34836692159612e-12,-0.444792415434436,0.031,0.146,6.21964979184733e-08,0.75,4,0.534653465346535,5
"OXSM",2.3691229745085e-12,-0.558321013413841,0.117,0.264,6.27462219798575e-08,0.35,5,0.628415300546448,9
"ZNF154",2.38387836219313e-12,1.38812523732024,0.128,0.046,6.31370184226852e-08,0.409090909090909,4,0.427083333333333,7
"B3GNTL1",2.40361947746951e-12,-0.628825492663817,0.087,0.23,6.36598618607801e-08,0.444444444444444,4,0.47907949790795,8
"HIST1H2BF",2.42768756757809e-12,-0.528603066081426,0.012,0.112,6.42973052273058e-08,0.666666666666667,3,0.870689655172414,4
"SP140",2.42853682245737e-12,-1.57756982276619,0.01,0.107,6.43197977427835e-08,0.6,3,0.753363228699552,6
"CRY2",2.48123157001942e-12,1.19597638421473,0.388,0.256,6.57154181319643e-08,0.36,5,0.656660412757974,11
"LOC101927391",2.48927132865206e-12,1.42245218689817,0.406,0.317,6.59283511393497e-08,0.363636363636364,5,0.749240121580547,8
"ANKRD19P",2.57563335231978e-12,1.03325860762585,0.192,0.088,6.82156493361894e-08,0.424242424242424,5,0.377049180327869,8
"LOC728743",2.610854883637e-12,-0.386180598383721,0.049,0.174,6.91484915931259e-08,0.48,4,0.740331491712707,8
"NAPSB",2.6241532542763e-12,1.39321329108408,0.138,0.053,6.95006989395079e-08,0.394366197183099,4,0.481818181818182,5
"IFI30",2.64935097495517e-12,-0.25134731632781,0.635,0.852,7.01680605716876e-08,0.477064220183486,6,0.516949152542373,11
"C6orf62",2.65412282843072e-12,-0.465240872034908,0.926,0.944,7.02944431109877e-08,0.389937106918239,6,0.489296636085627,11
"PPAPDC2",2.77193352299903e-12,-0.378578185772255,0.078,0.214,7.34146593566294e-08,0.375,4,0.695945945945946,9
"PRPF8",2.7871691137958e-12,1.02059746064879,0.709,0.652,7.38181739788818e-08,0.441095890410959,5,0.635424354243542,11
"LOC100288798",2.8085806731487e-12,0.354298955145246,0.085,0.234,7.43852591283433e-08,0.522727272727273,4,0.648870636550308,7
"AKAP8",2.82123230229146e-12,1.28402008434964,0.532,0.435,7.47203375261893e-08,0.441605839416058,6,0.514950166112957,11
"MIR567",2.93940105771745e-12,-0.788754039515119,0.01,0.107,7.78500370136468e-08,0.6,3,0.699551569506726,7
"CHDH",2.96767158158202e-12,1.48310496092407,0.2,0.096,7.85987818381999e-08,0.631067961165049,4,0.33,8
"KIF9",3.00908490845155e-12,0.324404092468161,0.276,0.506,7.96956138003392e-08,0.394366197183099,5,0.682509505703422,9
"ZUFSP",3.06579110907571e-12,-0.589976103534972,0.07,0.203,8.11974775238701e-08,0.583333333333333,4,0.66824644549763,10
"SMYD4",3.06847845736296e-12,1.61103022387745,0.301,0.177,8.12686519432579e-08,0.445161290322581,5,0.613079019073569,9
"ZNF451",3.19421890080692e-12,0.913981239874823,0.59,0.491,8.45988875878714e-08,0.424342105263158,6,0.521057786483839,10
"TGFBR3",3.22587930611397e-12,1.08948106290784,0.161,0.067,8.54374134224286e-08,0.469879518072289,3,0.460431654676259,9
"EIF2D",3.31854877093104e-12,-0.292250031933697,0.447,0.606,8.78917641981087e-08,0.395652173913043,6,0.706910246227164,10
"SPIN2B",3.44220096749677e-12,-0.303655399811336,0.122,0.275,9.1166692624152e-08,0.507936507936508,4,0.727272727272727,9
"ZNF101",3.48007742767753e-12,-0.344483499445543,0.159,0.309,9.21698506720394e-08,0.402439024390244,4,0.802180685358255,9
"SPSB1",3.49225555126e-12,-0.477077754004967,0.324,0.512,9.24923882751212e-08,0.401197604790419,4,0.43984962406015,10
"CCNA2",3.62310933620449e-12,-1.95494097162742,0.008,0.103,9.59580507693759e-08,0.5,3,0.572769953051643,8
"MDGA1",3.67267061679293e-12,-1.69898120134761,0.008,0.103,9.72706812857608e-08,0.75,2,0.953051643192488,4
"GPM6B",3.68811735282061e-12,1.77128087506154,0.235,0.128,9.76797880894538e-08,0.388429752066116,5,0.575187969924812,9
"SLPI",3.79809494897018e-12,0.698685504238155,0.882,0.902,1.00592544723475e-07,0.403083700440529,5,0.5136,10
"LOC100996255",3.91438511951214e-12,1.09801075865866,0.437,0.323,1.03672489890279e-07,0.395555555555556,5,0.442622950819672,10
"CAPRIN2",4.04992455501087e-12,1.34367845706112,0.208,0.1,1.07262251839463e-07,0.467289719626168,6,0.456730769230769,9
"C9orf64",4.1519416204039e-12,-0.452306867605862,0.169,0.331,1.09964173816397e-07,0.448275862068966,4,0.655021834061135,10
"TMED7-TICAM2",4.17680896511594e-12,-0.545900748685496,0.01,0.107,1.10622785441096e-07,0.4,3,0.780269058295964,7
"MTFMT",4.26421890537543e-12,-0.43026332981333,0.243,0.403,1.12937837708868e-07,0.424,4,0.48090692124105,10
"ESPN",4.27939331503524e-12,0.65614171398785,0.243,0.127,1.13339731948708e-07,0.488,5,0.448669201520913,8
"FAM57A",4.28463704704946e-12,-0.934469046840824,0.194,0.351,1.13478612191105e-07,0.51,4,0.576131687242798,10
"SLC1A1",4.28655015665885e-12,1.47870625139718,0.14,0.054,1.1352928089911e-07,0.472222222222222,3,0.392857142857143,8
"JAG1",4.29314012284393e-12,0.892781803475213,0.383,0.25,1.13703816153521e-07,0.355329949238579,5,0.508670520231214,11
"ST6GALNAC4",4.36838035630944e-12,1.19976117791903,0.359,0.238,1.15696553736856e-07,0.389189189189189,5,0.428282828282828,11
"MUC15",4.48887182855644e-12,-0.814944280542623,0.324,0.466,1.18887770379317e-07,0.544910179640719,5,0.918472652218782,7
"C4orf32",4.72548939396498e-12,-0.265158536648443,0.214,0.391,1.25154586599163e-07,0.454545454545455,5,0.525215252152522,9
"FRMD6",4.9441880098119e-12,-1.24795392895767,0.014,0.112,1.30946819439868e-07,0.571428571428571,2,0.849785407725322,8
"ATP6V0D1",5.00753810766729e-12,0.553215194638517,0.804,0.84,1.32624646781568e-07,0.359903381642512,6,0.522636103151862,10
"MIR4767",5.06804211623217e-12,0.572930452220971,0.078,0.226,1.34227095448409e-07,0.375,5,0.857446808510638,9
"CDKL5",5.11287483126085e-12,-0.510758743977645,0.179,0.337,1.35414489905944e-07,0.369565217391304,3,0.887303851640514,8
"TMEM43",5.1591591640938e-12,-0.297845860118504,0.416,0.586,1.36640330461024e-07,0.38785046728972,5,0.591954022988506,10
"EP300-AS1",5.21778931303681e-12,1.28647338235432,0.233,0.119,1.3819314995578e-07,0.475,5,0.673387096774194,10
"SMPDL3B",5.27348412964057e-12,1.35874953925982,0.551,0.496,1.39668227173531e-07,0.580985915492958,5,0.725509214354995,9
"RFESD",5.27382424927521e-12,-0.259606755314564,0.049,0.171,1.39677235242054e-07,0.44,4,0.68169014084507,8
"SLC5A6",5.33804240821192e-12,-0.420733114803787,0.243,0.403,1.41378053181493e-07,0.392,6,0.673031026252983,10
"TMPRSS11D",5.5277132171553e-12,-1.71182986641065,0.01,0.104,1.46401484556358e-07,0.6,2,0.625,7
"CEACAM1",5.5342505641326e-12,-0.34859710910366,0.26,0.425,1.46574626191052e-07,0.582089552238806,5,0.519818799546999,10
"FECH",5.70578149361779e-12,-0.482172033052136,0.138,0.287,1.51117622858467e-07,0.380281690140845,4,0.476510067114094,10
"MUM1",5.80437145403503e-12,1.22573658141041,0.375,0.24,1.53728777960118e-07,0.409326424870466,5,0.405622489959839,10
"PRC1",5.94483142054192e-12,-1.49028018070042,0.074,0.198,1.57448860173053e-07,0.447368421052632,3,0.669902912621359,9
"GGT1",5.97439900128602e-12,1.16096375493502,0.404,0.263,1.5823195754906e-07,0.495192307692308,5,0.621572212065813,7
"ATF7",6.2504135746566e-12,1.004200319322,0.656,0.627,1.6554220352478e-07,0.431952662721893,5,0.604758250191865,10
"ELP3",6.29916716492764e-12,-0.361100489391641,0.181,0.339,1.66833442363108e-07,0.376344086021505,5,0.619858156028369,10
"ITGA9",6.5098859482795e-12,1.48085695420109,0.134,0.052,1.72414329340182e-07,0.507246376811594,4,0.555555555555556,10
"RTN3",6.5133045787271e-12,-0.266721489427693,0.817,0.901,1.72504871767587e-07,0.413301662707838,5,0.511752136752137,10
"GGA2",6.9984016221862e-12,1.03707152702739,0.623,0.522,1.85352666963601e-07,0.470404984423676,5,0.550230414746544,11
"NCKAP5L",7.11432047832246e-12,1.0808601163399,0.165,0.072,1.8842277786837e-07,0.505882352941176,4,0.335570469798658,9
"EP300",7.16254427896398e-12,1.02935937015942,0.635,0.551,1.89699985228361e-07,0.397553516819572,6,0.675109170305677,10
"SYVN1",7.31450489720547e-12,0.978304637091338,0.74,0.794,1.93724662202487e-07,0.375328083989501,6,0.570909090909091,11
"NARS",7.31938172027467e-12,-0.389566098265774,0.664,0.781,1.93853824861475e-07,0.362573099415205,6,0.56596794081381,11
"C7orf55",7.41921968022427e-12,0.937615263801944,0.602,0.582,1.9649803323074e-07,0.367741935483871,5,0.570719602977667,10
"SAC3D1",7.66705529279969e-12,0.442360257257519,0.235,0.441,2.030619594298e-07,0.421487603305785,5,0.649563318777293,10
"DDAH1",7.78774144643598e-12,0.466570075282678,0.753,0.591,2.06258332208857e-07,0.376288659793814,6,0.735557363710334,10
"BIRC5",7.82995130964423e-12,-2.17370898375179,0.076,0.196,2.07376260435927e-07,0.666666666666667,5,0.597051597051597,10
"PEAK1",8.01603969173842e-12,1.45051553995062,0.381,0.256,2.12304811235692e-07,0.448979591836735,5,0.765478424015009,10
"SCD5",8.13769748334066e-12,0.997647435735077,0.196,0.091,2.15526917846277e-07,0.653465346534653,5,0.489473684210526,9
"ROM1",8.16614165188874e-12,1.47803214978142,0.138,0.055,2.16280261650273e-07,0.394366197183099,4,0.408695652173913,8
"RASSF2",8.18530150821404e-12,-1.51858757079136,0.012,0.106,2.16787710445049e-07,0.666666666666667,2,0.886363636363636,8
"LINC00239",8.33531000555788e-12,-0.761903445139861,0.012,0.107,2.207606854972e-07,0.5,3,0.730941704035874,7
"MYEOV2",8.3488547012145e-12,0.674574153716437,0.746,0.947,2.21119416761666e-07,0.4296875,5,0.488313008130081,11
"LOC642361",8.59743296850055e-12,1.29281954632545,0.293,0.182,2.27703012170737e-07,0.443708609271523,5,0.54089709762533,10
"ASAP3",8.65091230459976e-12,1.45518744151966,0.276,0.156,2.29119412387325e-07,0.507042253521127,5,0.675925925925926,7
"NR4A3",8.78413709806716e-12,1.66579822942064,0.241,0.131,2.32647871042309e-07,0.5,5,0.492647058823529,8
"PTPRA",8.88908101401053e-12,0.79543226144881,0.678,0.555,2.35427310656069e-07,0.444126074498567,5,0.581960104076323,11
"MTFR1",8.8913525363342e-12,0.285260654670087,0.148,0.319,2.35487471924811e-07,0.447368421052632,4,0.640483383685801,9
"EHHADH",8.95600752852905e-12,-0.681718553498051,0.058,0.18,2.37199859393092e-07,0.533333333333333,4,0.548128342245989,7
"LMNB1",9.06365764412479e-12,-0.536284633257854,0.111,0.253,2.40050972704645e-07,0.403508771929825,4,0.523809523809524,10
"EFNA3",9.21157457790864e-12,0.691743520322615,0.14,0.319,2.4396855269591e-07,0.388888888888889,4,0.880844645550528,8
