"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts"
"MXRA8",4.93511564773766e-44,-0.306096581329171,0.044,0.278,1.30706537930332e-39,0.297872340425532,8,0.610062893081761,7
"SRGAP1",5.28429925813829e-44,0.592602155990889,0.527,0.173,1.39954665851793e-39,0.546902654867257,10,0.292929292929293,8
"TMPRSS2",5.54609692650072e-44,-0.636375704539636,0.499,0.771,1.46888377098372e-39,0.370093457943925,11,0.374149659863946,9
"SPSB3",5.65024279282898e-44,-0.547018218268855,0.404,0.717,1.49646680368076e-39,0.302540415704388,11,0.368292682926829,9
"CAV2",5.85979887764761e-44,-0.414768668949078,0.319,0.656,1.55196773274497e-39,0.578947368421053,12,0.461333333333333,9
"SPAG6",7.80515079787016e-44,0.807445944219077,0.384,0.07,2.06719418881591e-39,0.75,7,0.425,7
"IRF2BP2",1.70111289572913e-43,-0.440543411590107,0.746,0.916,4.50539750433859e-39,0.34875,12,0.33587786259542,9
"DHCR24",1.70578176724255e-43,-0.720469213477726,0.628,0.841,4.51776301054189e-39,0.341246290801187,12,0.365904365904366,9
"PYGB",3.33609314156132e-43,-0.445060429261016,0.387,0.719,8.83564268542514e-39,0.47710843373494,11,0.362530413625304,8
"PARN",3.44136740485536e-43,-0.39165632445878,0.319,0.643,9.11446157175941e-39,0.35672514619883,10,0.404891304347826,8
"TMEM37",3.81472151536678e-43,-0.509743641899439,0.185,0.503,1.01032899334489e-38,0.522613065326633,8,0.40625,8
"C9orf116",4.42842314891687e-43,1.08517016910649,0.385,0.079,1.17286787099063e-38,0.76271186440678,11,0.4,9
"TSPAN19",4.95092963416534e-43,0.9776685750285,0.308,0.019,1.31125371360869e-38,0.939393939393939,7,0.545454545454545,5
"MORN5",6.57806490952533e-43,1.08211101416271,0.314,0.023,1.74220049128778e-38,0.934718100890208,7,0.538461538461538,5
"SNTN",6.86437503730866e-43,1.86180516328779,0.362,0.061,1.8180297286312e-38,0.81701030927835,7,0.314285714285714,7
"FOXN3",7.2274147007034e-43,-0.363314171248054,0.379,0.699,1.9141807834813e-38,0.356265356265356,12,0.3675,9
"NME5",7.46737477674889e-43,0.787498697747382,0.351,0.049,1.97773420962194e-38,0.816976127320955,7,0.357142857142857,5
"WDR38",8.81791808690881e-43,1.36300693178792,0.309,0.023,2.3354256053178e-38,0.936746987951807,6,0.461538461538462,6
"CAPSL",1.0288536581307e-42,1.35421814610216,0.318,0.024,2.72491891355916e-38,0.929618768328446,6,0.5,5
"EFNA5",1.19826327680071e-42,0.551755706858897,0.618,0.274,3.17360028860668e-38,0.450980392156863,11,0.464968152866242,8
"TEX9",1.34469285223438e-42,0.434936863830038,0.517,0.192,3.56141901914274e-38,0.513513513513513,11,0.518181818181818,8
"PRICKLE1",1.4439207581941e-42,-0.277307287398322,0.087,0.355,3.82422412807708e-38,0.709677419354839,9,0.54679802955665,6
"SMARCA1",1.46344224747625e-42,-0.300079735289199,0.239,0.566,3.87592679244084e-38,0.42578125,10,0.376543209876543,9
"DYDC2",1.53828727962606e-42,0.859384780566854,0.313,0.024,4.07415386008962e-38,0.94047619047619,8,0.642857142857143,5
"MYLIP",1.86298782754144e-42,-0.786835325770136,0.689,0.851,4.93412326124349e-38,0.355886332882273,12,0.371663244353183,9
"LDLRAD1",2.04124615836693e-42,1.46128193006245,0.315,0.024,5.40624045043482e-38,0.931952662721893,7,0.428571428571429,6
"STRA6",2.27009083394651e-42,0.420550742041155,0.294,0.012,6.01233557370733e-38,0.619047619047619,8,0.714285714285714,3
"CCDC170",2.38726292230864e-42,0.990005246376867,0.348,0.049,6.32266584973443e-38,0.849865951742627,8,0.357142857142857,8
"PITX1",2.72764774989787e-42,0.32747662801029,0.481,0.138,7.22417506560452e-38,0.465116279069767,10,0.430379746835443,5
"STMND1",2.7946274110594e-42,0.619767079141991,0.308,0.021,7.40157069819081e-38,0.878787878787879,7,0.333333333333333,5
"SEPHS2",2.86763440442045e-42,-0.443490883362617,0.387,0.712,7.59492972010757e-38,0.298795180722892,13,0.353808353808354,8
"DHRS9",3.05301299572452e-42,1.08195463316875,0.311,0.024,8.0859049191764e-38,0.934131736526946,8,0.642857142857143,4
"IFI27",3.1446852314694e-42,0.785697683184486,0.917,0.857,8.32869883554671e-38,0.348577235772358,12,0.324489795918367,10
"STOML3",3.95139812108354e-42,0.753826496461248,0.303,0.017,1.04652779236898e-37,0.941538461538462,6,0.5,5
"C11orf88",6.0205384117884e-42,1.2519887763279,0.319,0.028,1.59453959836216e-37,0.923976608187134,8,0.5625,5
"C11orf97",6.14376368939948e-42,0.630882105557018,0.304,0.019,1.62717581313745e-37,0.938650306748466,6,0.545454545454545,5
"B9D1",1.36776270194117e-41,0.851167508580952,0.468,0.156,3.62251951609119e-37,0.605577689243028,11,0.258426966292135,9
"SLC25A37",1.58291057989594e-41,0.998056286976301,0.782,0.53,4.19233867085438e-37,0.386174016686532,12,0.405940594059406,10
"FANK1",2.12581616742217e-41,1.27528736903565,0.412,0.108,5.63022411941763e-37,0.708144796380091,11,0.516129032258065,6
"LRP11",2.31347764252395e-41,0.266018920118112,0.645,0.29,6.12724553622469e-37,0.393063583815029,11,0.367469879518072,9
"YPEL3",2.68824920658321e-41,-0.517091502655748,0.582,0.832,7.11982802363562e-37,0.3696,12,0.355042016806723,10
"DNAH2",2.98616808352572e-41,0.306138696919699,0.502,0.156,7.90886616921786e-37,0.4860853432282,9,0.359550561797753,7
"ADIRF",3.79912375212824e-41,-0.360454842531033,0.387,0.694,1.00619792575116e-36,0.43855421686747,10,0.385390428211587,9
"SULT1A2",3.84833734486799e-41,-0.460275459589317,0.167,0.451,1.01923214578829e-36,0.407821229050279,10,0.484496124031008,7
"DAPK1",4.01861720049654e-41,-0.31809252479311,0.257,0.591,1.06433076555151e-36,0.409420289855072,9,0.387573964497041,9
"LINC00342",4.646124998028e-41,0.549431965694195,0.41,0.101,1.23052620572771e-36,0.422727272727273,11,0.310344827586207,8
"CPAMD8",4.71095867205134e-41,-0.290449215794838,0.14,0.435,1.2476974042928e-36,0.433333333333333,8,0.429718875502008,8
"MIR614",5.14171508739601e-41,-0.530508399654076,0.522,0.829,1.36178324089683e-36,0.4375,11,0.356540084388186,10
"TMEM190",6.05416895652497e-41,2.08703308159869,0.322,0.038,1.60344664813564e-36,0.918840579710145,6,0.590909090909091,7
"DESI2",7.4232505181644e-41,-0.317554561157784,0.337,0.652,1.96604789973584e-36,0.298342541436464,12,0.367292225201072,8
"RARRES2",7.52366328133667e-41,-0.440923920571163,0.092,0.35,1.99264222006202e-36,0.404040404040404,10,0.665,8
"CPD",7.90930294291107e-41,0.4493103244387,0.619,0.302,2.09477888443e-36,0.394578313253012,11,0.38150289017341,8
"DNAAF3",8.25607820180715e-41,0.710640446724072,0.348,0.052,2.18662231174862e-36,0.801608579088472,8,0.3,6
"PRSS8",9.38185551857832e-41,-0.534840730862955,0.508,0.848,2.48478443409547e-36,0.411009174311927,11,0.336082474226804,9
"VKORC1L1",1.30545094533543e-40,-0.478668599828165,0.474,0.745,3.4574868287209e-36,0.361493123772102,12,0.396713615023474,9
"C20orf85",1.47202551104891e-40,1.98049085345394,0.319,0.035,3.89865956601303e-36,0.926900584795322,6,0.6,6
"ROPN1L",1.83932488433455e-40,1.34012982015656,0.322,0.038,4.87145195616007e-36,0.904624277456647,7,0.5,6
"CHST9",1.84515150084742e-40,0.543919225444146,0.309,0.026,4.88688374999439e-36,0.927710843373494,8,0.6,4
"CHGB",1.99152190868124e-40,0.729265931049117,0.27,0.005,5.27454577514227e-36,0.896551724137931,4,0.333333333333333,3
"FAM216B",2.4676657305148e-40,0.766618888319657,0.31,0.028,6.53561268726844e-36,0.93993993993994,6,0.5,6
"PRDM2",2.98062213335628e-40,-0.375075833316993,0.526,0.801,7.89417772019412e-36,0.320921985815603,10,0.358078602620087,9
"NEK10",3.20390443270832e-40,0.290245296562316,0.305,0.024,8.48554089002799e-36,0.831804281345566,8,0.5,7
"HPGD",3.33924603711068e-40,1.67650327709198,0.466,0.184,8.84399312928764e-36,0.446,9,0.428571428571429,8
"RBBP6",3.45031383298138e-40,-0.546482246837359,0.701,0.906,9.13815618665118e-36,0.308510638297872,13,0.345559845559846,10
"CCDC17",3.74250595920885e-40,0.803860924845325,0.333,0.045,9.91202703296465e-36,0.871148459383754,7,0.384615384615385,6
"CCDC78",4.67730576327111e-40,1.29690258054179,0.319,0.037,1.23878443140235e-35,0.923976608187134,7,0.523809523809524,7
"ERICH3",4.96344389981757e-40,0.791021356768375,0.309,0.03,1.31456811686668e-35,0.94578313253012,6,0.529411764705882,6
"EFCAB1",5.35779598046426e-40,0.780749405344725,0.308,0.028,1.41901226542596e-35,0.939577039274924,6,0.5625,6
"SERPINH1",6.39600068442226e-40,-0.383627110754884,0.571,0.853,1.69398078126924e-35,0.391517128874388,12,0.379098360655738,9
"MNS1",6.90772236947751e-40,0.627307540271777,0.404,0.11,1.82951026955612e-35,0.722863741339492,11,0.619047619047619,7
"C22orf15",7.03152075982813e-40,0.903174949089495,0.301,0.024,1.86229827324048e-35,0.928792569659443,6,0.571428571428571,4
"CEP126",8.86372025264907e-40,0.360085250047904,0.367,0.068,2.34755630891411e-35,0.769035532994924,11,0.333333333333333,8
"SH3RF1",9.77550131361572e-40,-0.391335711917414,0.418,0.72,2.58904152291112e-35,0.338530066815145,11,0.342233009708738,9
"MS4A8",1.38566732716795e-39,1.32779956870575,0.32,0.035,3.66993991600431e-35,0.924198250728863,6,0.5,5
"C2orf40",1.44174581649803e-39,1.1691288385442,0.308,0.03,3.81846379499503e-35,0.936555891238671,6,0.588235294117647,5
"MUC4",1.48159562798631e-39,0.81779639760058,0.662,0.36,3.92400602072174e-35,0.450704225352113,11,0.597087378640777,10
"TRIP13",1.58301553399229e-39,0.686812245523354,0.358,0.068,4.19261664177859e-35,0.783854166666667,11,0.41025641025641,6
"ICAM1",2.00170179088137e-39,-0.647222603955101,0.576,0.867,5.30150719314932e-35,0.40453074433657,12,0.375,10
"GCHFR",2.53926542928268e-39,0.511118985326447,0.617,0.311,6.72524448945518e-35,0.351963746223565,13,0.325842696629214,8
"CCDC80",2.85778037056866e-39,0.499605269128219,0.358,0.063,7.56883131145109e-35,0.6015625,10,0.416666666666667,6
"C6orf118",3.32627718388607e-39,0.887141741671132,0.305,0.028,8.80964512152226e-35,0.929663608562691,7,0.5625,7
"N4BP1",3.34606232765384e-39,-0.386863100856423,0.337,0.64,8.8620460747912e-35,0.303867403314917,11,0.412568306010929,9
"CDHR4",3.80424455654158e-39,0.751171555866308,0.307,0.031,1.00755417080004e-34,0.936170212765957,7,0.5,6
"DAPK2",3.90518864026868e-39,-0.33572655420484,0.149,0.441,1.03428921137516e-34,0.7,10,0.476190476190476,9
"LGSN",3.956514853081e-39,-0.289361241971131,0.023,0.22,1.0478829588385e-34,0.36,7,0.579365079365079,6
"CX3CL1",4.25881261018725e-39,0.30325570845671,0.319,0.038,1.12794651980809e-34,0.441520467836257,8,0.409090909090909,7
"GADD45A",5.07726675878863e-39,0.759838342259023,0.689,0.414,1.34471410106517e-34,0.404600811907984,11,0.447257383966245,9
"CCDC74A",5.13715332696198e-39,0.666883229846625,0.33,0.047,1.36057505864588e-34,0.855932203389831,9,0.481481481481481,8
"TTC29",5.47455546301088e-39,0.418013334588564,0.3,0.024,1.44993601437843e-34,0.925465838509317,7,0.5,6
"IGFBP5",5.65788330651613e-39,0.36878810950398,0.402,0.093,1.4984903937308e-34,0.603248259860789,7,0.490566037735849,6
"TCTEX1D1",5.98010771547067e-39,0.462281639021493,0.278,0.014,1.58383152844241e-34,0.939597315436242,6,0.625,3
"AKAP14",6.16293312498938e-39,0.844046394666755,0.304,0.03,1.63225283815344e-34,0.932515337423313,7,0.411764705882353,6
"TEKT1",6.33676957653612e-39,1.36633283685404,0.311,0.035,1.67829342234559e-34,0.937125748502994,7,0.55,6
"PKM",6.36336904528855e-39,0.6653593070402,0.938,0.851,1.68533829164467e-34,0.360834990059642,13,0.342915811088296,10
"LRRC46",6.78613705517311e-39,1.00805415435739,0.327,0.044,1.7973083990626e-34,0.894586894586895,8,0.52,6
"FAM92B",7.41983895120926e-39,1.45384026318534,0.314,0.038,1.96514434622777e-34,0.931750741839763,6,0.5,6
"DTX3",7.91160024744685e-39,0.423214202106922,0.474,0.159,2.0953873255363e-34,0.589390962671906,10,0.406593406593407,6
"ASH1L",8.33029673789066e-39,-0.40837575036306,0.541,0.834,2.20627909103034e-34,0.367241379310345,11,0.341719077568134,10
"TMEM212",8.80488474956389e-39,0.59188248853102,0.281,0.016,2.331973725922e-34,0.93046357615894,7,0.555555555555556,4
"MAGI3",9.08005004584591e-39,-0.605462863936833,0.459,0.708,2.40485125464229e-34,0.393509127789047,11,0.432098765432099,7
"TFPI2",1.24880953103695e-38,0.718613474542057,0.384,0.093,3.30747204295137e-34,0.492718446601942,7,0.452830188679245,5
"LOC101927416",1.47561017081375e-38,0.757519703796287,0.294,0.021,3.90815353740021e-34,0.946031746031746,6,0.5,5
"MTHFR",1.57659970440341e-38,-0.457292684636884,0.335,0.656,4.17562431711242e-34,0.384401114206128,11,0.386666666666667,7
"ENKUR",1.6035979823304e-38,0.801496205465272,0.347,0.066,4.24712925620207e-34,0.841397849462366,10,0.289473684210526,7
"GPRC5A",1.61068258486137e-38,-0.522297734752949,0.626,0.93,4.26589282600535e-34,0.452380952380952,12,0.349624060150376,10
"TMEM130",1.84033506073707e-38,-0.436027856065853,0.073,0.308,4.87412740836213e-34,0.67948717948718,7,0.5625,7
"CYP24A1",2.12940688641895e-38,0.723373953299573,0.261,0.007,5.6397341386806e-34,0.585714285714286,7,0.75,2
"RSPH4A",2.29890902124606e-38,0.684186364419514,0.316,0.042,6.08866054277018e-34,0.911504424778761,7,0.375,5
"TUBB4B",2.31949051966256e-38,1.28047051458664,0.898,0.862,6.14317064132628e-34,0.3350622406639,13,0.359026369168357,10
"SCPEP1",2.65435279678656e-38,-0.748274797571538,0.512,0.79,7.03005338228921e-34,0.471766848816029,12,0.345132743362832,9
"HNRNPU",2.85644809319028e-38,-0.538167556289734,0.855,0.941,7.56530277481447e-34,0.317339149400218,12,0.345724907063197,10
"SMAP1",2.9790185722382e-38,-0.261493660829529,0.388,0.685,7.88993068857287e-34,0.430288461538462,10,0.433673469387755,9
"ARSE",3.24265806470949e-38,0.612614769435968,0.436,0.14,8.58817988438308e-34,0.487179487179487,7,0.475,4
"PKIG",3.90110106440368e-38,0.608974423957976,0.467,0.163,1.03320661690732e-33,0.606786427145709,11,0.440860215053763,9
"HLA-DOA",4.60379095085583e-38,-0.426536167362385,0.05,0.266,1.21931403333417e-33,0.62962962962963,8,0.815789473684211,8
"PLAU",5.01306340969818e-38,0.973452102598622,0.367,0.072,1.32770984405856e-33,0.451776649746193,10,0.439024390243902,4
"KIAA1211L",7.02673946932459e-38,0.294780633599656,0.486,0.178,1.86103194845062e-33,0.547892720306513,10,0.5,5
"CHST6",7.0726507987246e-38,0.292925968404027,0.32,0.045,1.87319156404221e-33,0.714285714285714,10,0.346153846153846,6
"CLIC2",8.07031378225778e-38,-0.339310097155953,0.196,0.498,2.13742260523097e-33,0.761904761904762,12,0.547368421052632,8
"C9orf24",9.20174224228735e-38,1.7476038727898,0.322,0.049,2.43708143286981e-33,0.921739130434783,6,0.428571428571429,7
"CCDC153",1.22448839197812e-37,0.582093158422185,0.308,0.042,3.24305750615404e-33,0.91238670694864,7,0.541666666666667,6
"ARHGAP18",1.47179705651778e-37,0.802470506178756,0.539,0.255,3.89805450418734e-33,0.543252595155709,11,0.335616438356164,10
"ALDH2",1.61868841380637e-37,-0.612492830198038,0.665,0.869,4.28709626396617e-33,0.315126050420168,11,0.372233400402414,9
"C1orf194",1.75462964239845e-37,1.52744164547504,0.323,0.056,4.64713660789229e-33,0.913544668587896,7,0.4375,7
"HYDIN",1.81119715725082e-37,0.559788346108444,0.316,0.044,4.7969556709788e-33,0.899705014749263,8,0.52,6
"TCEB3",1.877915500434e-37,-0.429638771401917,0.384,0.675,4.97365920289945e-33,0.33252427184466,11,0.393782383419689,8
"PLEKHA5",2.26896323950591e-37,0.504970113721995,0.787,0.54,6.00934913983139e-33,0.381516587677725,12,0.420711974110032,9
"CCDC42B",2.28598570896476e-37,0.895597305332235,0.319,0.047,6.05443315019316e-33,0.91812865497076,6,0.481481481481481,7
"TNFAIP8L1",2.31756330462458e-37,0.798479511673002,0.377,0.098,6.1380664122982e-33,0.758024691358025,10,0.357142857142857,8
"CFAP53",2.35018702449657e-37,0.701951721235912,0.338,0.063,6.22447033437916e-33,0.870523415977961,9,0.5,7
"LAMC2",2.78281375978284e-37,0.322280276923996,0.632,0.294,7.37028224278486e-33,0.376106194690265,12,0.345238095238095,9
"LOC100129940",3.04319510416916e-37,0.451152302621054,0.254,0.007,8.05990223339203e-33,0.758241758241758,7,0.5,3
"ANKRD66",3.13451306963973e-37,0.653615341968003,0.286,0.024,8.30175786494082e-33,0.938110749185668,6,0.642857142857143,4
"CYP4B1",3.16879874303946e-37,-0.728792807346511,0.391,0.75,8.39256347094002e-33,0.711904761904762,11,0.431235431235431,9
"ARHGDIB",3.2322294428474e-37,1.46356344600382,0.637,0.481,8.56055967938133e-33,0.506588579795022,12,0.392727272727273,8
"DNAAF1",3.29502701670909e-37,0.390152114509615,0.301,0.031,8.72687905375404e-33,0.907120743034056,7,0.555555555555556,6
"C10orf107",3.32814628597822e-37,0.657712617487357,0.311,0.04,8.8145954384133e-33,0.904191616766467,7,0.347826086956522,7
"CLN3",3.4458457005957e-37,-0.541029204247913,0.425,0.719,9.12632233802771e-33,0.324561403508772,11,0.40632603406326,9
"CYBA",3.56051934195394e-37,0.297391593258326,0.931,0.841,9.43003547716501e-33,0.335335335335335,11,0.363825363825364,9
"ARMC3",3.63505148830837e-37,0.560881039538556,0.321,0.047,9.62743386678473e-33,0.901162790697674,8,0.407407407407407,6
"SYDE2",4.05032839815507e-37,-0.296917551059451,0.15,0.425,1.07272947625137e-32,0.335403726708075,10,0.539094650205761,7
"ARF1",4.11310619749832e-37,-0.496328464094153,0.911,0.958,1.08935617640743e-32,0.320368474923234,13,0.348540145985401,9
"ZMYND10",4.61582057769195e-37,1.39866317099865,0.332,0.054,1.22250008000171e-32,0.884831460674157,8,0.387096774193548,7
"LAMA5",4.79080296839562e-37,-0.331222169141857,0.352,0.654,1.26884416617958e-32,0.367724867724868,12,0.374331550802139,8
"KIF9",5.0295403444079e-37,0.628395323370405,0.595,0.313,1.33207376021643e-32,0.493730407523511,11,0.335195530726257,7
"PLAT",5.65162490858067e-37,1.15189955860344,0.324,0.056,1.49683285703759e-32,0.758620689655172,8,0.375,4
"NPTX1",6.06954473483273e-37,-0.348862784094978,0.012,0.18,1.60751892302045e-32,0.461538461538462,6,0.514563106796116,5
"GALNT11",6.3468454656757e-37,-0.437707652370511,0.355,0.629,1.68096202158421e-32,0.325459317585302,12,0.425,8
"SNX7",6.56547503072657e-37,0.288287555593114,0.405,0.107,1.73886606188793e-32,0.43448275862069,11,0.245901639344262,7
"GPR162",6.826272973872e-37,0.51831878969102,0.27,0.014,1.80793839713e-32,0.93448275862069,6,0.5,4
"NUBP2",8.47478747626742e-37,-0.58540542501935,0.474,0.747,2.24454746308943e-32,0.298624754420432,11,0.353629976580796,9
"GYLTL1B",8.64017824751993e-37,-0.259406495060164,0.141,0.43,2.28835120885565e-32,0.298013245033113,10,0.357723577235772,6
"LRRK2",8.8134209568047e-37,-0.415131605778498,0.127,0.386,2.33423454040972e-32,0.772058823529412,10,0.389140271493213,7
"NDNF",9.63054162118453e-37,-0.743889305097851,0.212,0.467,2.55064894837072e-32,0.478070175438596,9,0.636704119850187,8
"EPS8",1.08406945628613e-36,0.610116522068567,0.884,0.652,2.87115795497382e-32,0.367755532139094,12,0.450402144772118,8
"PPP2R5A",1.37389210714686e-36,-0.308718250318261,0.396,0.699,3.63875324577847e-32,0.308235294117647,12,0.325,9
"DNAH12",1.50390494448483e-36,0.822232888018571,0.339,0.068,3.98309224546807e-32,0.862637362637363,9,0.461538461538462,6
"PPP1R42",1.57623529645051e-36,0.362940842789346,0.281,0.023,4.17465918264917e-32,0.947019867549669,7,0.615384615384615,4
"CCDC108",1.73876830573235e-36,0.30842663533137,0.335,0.059,4.60512785773212e-32,0.81058495821727,9,0.411764705882353,7
"DNAI1",1.82141900628693e-36,0.487482541510557,0.285,0.026,4.82402823815094e-32,0.944444444444444,5,0.666666666666667,5
"LRRC6",1.83068813341602e-36,0.661578024725686,0.321,0.054,4.84857752135233e-32,0.86046511627907,9,0.516129032258065,7
"CXCL16",1.96217971707246e-36,-0.474110050346768,0.517,0.785,5.1968329806664e-32,0.313513513513514,12,0.358574610244989,10
"SPATA4",2.18194128255467e-36,0.387497046601519,0.244,0.003,5.77887148684605e-32,0.935114503816794,6,1,1
"PIH1D3",2.57407024996533e-36,0.467910338469576,0.275,0.021,6.81742505703317e-32,0.942372881355932,7,0.5,6
"LRRC10B",2.6436057557742e-36,0.470315117642839,0.282,0.026,7.00158984416798e-32,0.937293729372937,7,0.4,4
"PSMB2",2.75249019207913e-36,-0.515473186843338,0.719,0.867,7.28997027372159e-32,0.325129533678756,13,0.344758064516129,10
