"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts"
"RASL11A",4.71124143995658e-24,-0.260265151330603,0.139,0.344,1.2477722953725e-19,0.536912751677852,10,0.538071065989848,8
"GSTA1",4.80543910863151e-24,1.03454494109137,0.334,0.121,1.27272054792106e-19,0.762569832402235,8,0.739130434782609,6
"OR7E47P",5.1758345520436e-24,0.39390565765318,0.269,0.068,1.37081978110875e-19,0.892733564013841,8,0.41025641025641,5
"LOXL4",5.2098308783966e-24,0.747836937941487,0.243,0.049,1.37982370814334e-19,0.900383141762452,9,0.428571428571429,5
"USP7",6.0663451289078e-24,-0.308855742237225,0.481,0.72,1.60667150739123e-19,0.319767441860465,12,0.361650485436893,10
"TMEM107",6.14053855811129e-24,0.488835039920581,0.444,0.224,1.62632163711577e-19,0.634453781512605,12,0.4765625,8
"PCMTD1",6.32809384469011e-24,-0.314242662295913,0.571,0.774,1.67599565476618e-19,0.33278955954323,13,0.383747178329571,9
"RAB6A",7.43717302369645e-24,-0.311302563624849,0.638,0.795,1.96973527532601e-19,0.363503649635037,11,0.342857142857143,9
"PPP1CB",7.51822676705201e-24,0.284190391141451,0.913,0.869,1.99120235925373e-19,0.329591836734694,13,0.346076458752515,10
"ADH1C",7.81158863136079e-24,0.627482759815254,0.372,0.14,2.06889924901591e-19,0.358395989974937,7,0.7375,6
"HIST1H2BG",8.36646784806992e-24,0.403082697806818,0.275,0.063,2.21585900956132e-19,0.433898305084746,7,0.583333333333333,5
"SEC14L1",8.79226127482911e-24,0.36456809466895,0.422,0.201,2.32863039863849e-19,0.483443708609272,11,0.391304347826087,7
"CCDC146",1.07568076171042e-23,0.918009827138914,0.373,0.171,2.84894049739006e-19,0.795,11,0.357142857142857,8
"LARP4B",1.08184834147102e-23,-0.320048616169382,0.606,0.773,2.86527533238599e-19,0.324615384615385,11,0.343891402714932,10
"SRSF7",1.1379750478471e-23,-0.503118973859011,0.717,0.867,3.01392691422306e-19,0.335500650195059,12,0.354838709677419,8
"CD44",1.25533838729528e-23,-0.452478162871012,0.55,0.785,3.32476371875155e-19,0.450847457627119,12,0.378619153674833,8
"MAP1A",1.44623935745885e-23,0.671691913695832,0.306,0.098,3.83036493822975e-19,0.865853658536585,9,0.517857142857143,5
"CA9",1.44944121501538e-23,0.549732281614599,0.19,0.017,3.83884505796824e-19,0.823529411764706,9,0.4,4
"GGCX",1.46334418224962e-23,-0.329249442522368,0.495,0.717,3.87566706668813e-19,0.32391713747646,11,0.397560975609756,8
"FABP6",1.55115546534094e-23,0.52432239678286,0.282,0.077,4.10823524995548e-19,0.778877887788779,9,0.318181818181818,7
"FUT3",1.6532279449118e-23,0.260011721416871,0.33,0.105,4.37857421209889e-19,0.372881355932203,10,0.333333333333333,6
"TNFRSF18",1.65887378329847e-23,0.323880195022207,0.226,0.038,4.39352721506599e-19,0.604938271604938,7,0.590909090909091,3
"RAB11A",1.6679640553926e-23,0.393240189033038,0.814,0.689,4.4176028007073e-19,0.345933562428408,12,0.345177664974619,10
"B9D2",1.72490419713474e-23,0.547672011296242,0.418,0.203,4.56840876611136e-19,0.602678571428571,11,0.353448275862069,7
"MORN3",1.81319736770113e-23,0.427424343110189,0.241,0.051,4.80225322835643e-19,0.918918918918919,10,0.413793103448276,7
"WDR66",1.97427921543294e-23,0.31866008237356,0.376,0.145,5.22887850207415e-19,0.766749379652605,11,0.36144578313253,8
"DNAH7",2.01501671146832e-23,0.284739738166494,0.327,0.114,5.33677176032386e-19,0.823361823361823,10,0.4,9
"ST6GALNAC1",2.11429114286087e-23,0.291831281502209,0.612,0.379,5.599700091867e-19,0.36986301369863,11,0.410138248847926,8
"RIBC2",2.54976911103746e-23,0.322114385026832,0.25,0.056,6.75306349058272e-19,0.884328358208955,8,0.40625,5
"ATF3",2.55715505848591e-23,-0.585453616065136,0.764,0.897,6.77262517239994e-19,0.334146341463415,12,0.368421052631579,10
"LMO3",2.65641061965888e-23,-0.250338211074863,0.447,0.706,7.03550352616655e-19,0.454166666666667,11,0.356435643564356,10
"PRR7",2.75819646825223e-23,0.303225367158901,0.347,0.128,7.30508334616603e-19,0.588709677419355,11,0.246575342465753,8
"GLIPR2",2.94793890991886e-23,0.396197272222092,0.303,0.096,7.80761620292009e-19,0.815384615384615,10,0.727272727272727,7
"CLDN10",2.96372716389927e-23,0.614069399668947,0.271,0.07,7.84943139358721e-19,0.697594501718213,8,0.85,3
"UBXN11",2.97670486519076e-23,0.645788376352267,0.458,0.248,7.88380283545772e-19,0.627291242362525,11,0.394366197183099,9
"SNAI1",3.1858367426782e-23,-0.398820995996949,0.167,0.371,8.43768861298322e-19,0.547486033519553,10,0.495283018867925,5
"ABCA5",3.24323045405654e-23,0.406060567701858,0.465,0.245,8.58969585756875e-19,0.583166332665331,12,0.464285714285714,9
"SRCAP",3.28276140443578e-23,-0.308578651118728,0.394,0.619,8.69439357964817e-19,0.274231678486998,12,0.392655367231638,8
"FBLN5",4.08983788740635e-23,-0.492072318412728,0.254,0.481,1.08319356447957e-18,0.512820512820513,8,0.56,8
"RUVBL2",5.25581285275838e-23,0.98054868749552,0.699,0.594,1.39200203405306e-18,0.430666666666667,12,0.364705882352941,9
"COPA",5.49976429677092e-23,-0.404333548470237,0.725,0.848,1.45661257399978e-18,0.344473007712082,12,0.329896907216495,9
"EPB41L5",5.64600964284612e-23,-0.345149904271111,0.445,0.666,1.49534565390779e-18,0.410041841004184,10,0.393700787401575,9
"AKR1B1",6.60827450135238e-23,0.378759733663136,0.425,0.192,1.75020150168318e-18,0.333333333333333,11,0.409090909090909,8
"UCP2",7.46310949172838e-23,1.03579679433727,0.615,0.463,1.97660454888426e-18,0.466666666666667,12,0.377358490566038,10
"CD55",7.97135664388314e-23,-0.963871365746395,0.911,0.948,2.11121380713245e-18,0.339815762538383,12,0.35239852398524,10
"SULT1A1",8.69139788386438e-23,-0.283155764718085,0.333,0.586,2.30191672954148e-18,0.378151260504202,12,0.391044776119403,9
"CFTR",8.92931061445347e-23,-0.288428741294664,0.086,0.266,2.364927916238e-18,0.858695652173913,5,0.671052631578947,6
"NUCKS1",9.00303126917401e-23,-0.379380129333206,0.924,0.941,2.38445283164074e-18,0.320887991927346,13,0.355018587360595,10
"C21orf59",9.64990399260446e-23,0.892787701798256,0.776,0.685,2.55577707244129e-18,0.387755102040816,12,0.318877551020408,10
"CD47",1.05373935628416e-22,-0.452500747759561,0.822,0.942,2.79082868511859e-18,0.335600907029478,12,0.354359925788497,9
"LRRC36",1.18993235477366e-22,-0.477958235635192,0.144,0.336,3.15153584161804e-18,0.658064516129032,9,0.546875,5
"SEPP1",1.55821365928142e-22,-0.342043861951429,0.61,0.797,4.12692887660684e-18,0.445801526717557,11,0.348684210526316,8
"ALS2CR12",1.73298388222656e-22,0.30537585168083,0.216,0.037,4.58980781207705e-18,0.90948275862069,8,0.523809523809524,5
"LOC728392",1.81921963062418e-22,0.313134631301439,0.229,0.045,4.81820319170815e-18,0.91869918699187,6,0.615384615384615,5
"WWP2",1.83724119484255e-22,-0.283881844234176,0.281,0.502,4.86593330454048e-18,0.431893687707641,12,0.40418118466899,9
"CDIPT",1.98452778754399e-22,-0.323775431818369,0.433,0.661,5.25602184531026e-18,0.313978494623656,11,0.378306878306878,9
"C4orf3",2.23354509682241e-22,0.34062534371954,0.841,0.712,5.91554418893416e-18,0.351441241685144,12,0.363636363636364,9
"NDUFB9",2.37620425326605e-22,-0.328835694445065,0.819,0.914,6.29337696477514e-18,0.329920364050057,13,0.353728489483748,10
"CXCL6",2.45938459194125e-22,0.347455017429551,0.16,0.005,6.5136800917564e-18,0.918604651162791,3,0.666666666666667,2
"LRRC4",2.64533972041672e-22,0.274926107731175,0.29,0.086,7.00618224952369e-18,0.668810289389068,10,0.530612244897959,5
"FOXJ3",2.94968860875114e-22,-0.26075909460359,0.404,0.617,7.81225028027739e-18,0.334101382488479,12,0.396600566572238,8
"CTAGE5",2.95336444262781e-22,0.281190736211008,0.554,0.313,7.82198572629976e-18,0.351851851851852,12,0.335195530726257,10
"NPHP1",3.12677040427671e-22,0.258026871842888,0.342,0.133,8.28125141572687e-18,0.776566757493188,11,0.434210526315789,7
"LAPTM4B",3.15547714655985e-22,-0.684334620450543,0.578,0.783,8.35728122266377e-18,0.401612903225806,12,0.328125,9
"AARS",3.57429368738973e-22,-0.313518598979568,0.428,0.659,9.46651683105171e-18,0.291938997821351,11,0.374005305039788,9
"PRSS23",3.79460647789498e-22,0.558683696325619,0.425,0.21,1.00500152567049e-17,0.530701754385965,10,0.291666666666667,8
"PRODH",4.02020783016912e-22,0.34484671983279,0.367,0.168,1.06475204382029e-17,0.555837563451777,11,0.3125,8
"HOOK1",4.17723013655935e-22,-0.349154382332083,0.338,0.57,1.10633940166774e-17,0.369146005509642,11,0.401840490797546,8
"MRPS34",4.29842996525469e-22,-0.443467673018074,0.638,0.799,1.1384391762977e-17,0.293430656934307,13,0.367614879649891,9
"LIFR",4.69367872769317e-22,-0.258670260476856,0.267,0.491,1.24312081102954e-17,0.58041958041958,12,0.448398576512456,7
"ATP11A-AS1",5.50113064167908e-22,-0.351490891469394,0.079,0.248,1.45697445044871e-17,0.541176470588235,8,0.471830985915493,7
"YTHDF2",5.9711420190148e-22,-0.331798493462595,0.666,0.836,1.58145696373607e-17,0.302097902097902,12,0.355648535564854,10
"ADI1",5.99795518812532e-22,-0.364166372961185,0.651,0.825,1.58855843157499e-17,0.300859598853868,12,0.36228813559322,9
"P4HTM",6.28922528000623e-22,0.711600678494972,0.606,0.448,1.66570131540965e-17,0.48,10,0.33984375,8
"PPCS",8.27266338609671e-22,-0.322553912270149,0.67,0.825,2.19101489780771e-17,0.307371349095967,12,0.336864406779661,9
"PTP4A2",9.48144895640383e-22,-0.443221046690435,0.811,0.897,2.51116175610355e-17,0.304597701149425,13,0.354775828460039,10
"RNASE1",1.0398451614202e-21,-0.873506009897503,0.608,0.855,2.7540299100214e-17,0.544478527607362,13,0.349693251533742,8
"FAM47E",1.05423749198243e-21,0.275868718719435,0.275,0.082,2.79214799751546e-17,0.827118644067797,10,0.382978723404255,7
"FXYD5",1.08210411845727e-21,-0.313919721489412,0.33,0.563,2.86595275773407e-17,0.392655367231638,12,0.428571428571429,9
"CRLS1",1.12798776021788e-21,-0.351884865820857,0.566,0.759,2.98747558293705e-17,0.296540362438221,11,0.394009216589862,8
"C20orf195",1.13251750322516e-21,0.273043133836825,0.188,0.023,2.99947260729184e-17,0.836633663366337,7,0.461538461538462,4
"TCEB2",1.14010011585612e-21,-0.316676360122003,0.939,0.948,3.01955515684494e-17,0.322420634920635,13,0.348708487084871,10
"GNG4",1.15705878331772e-21,0.292494768770981,0.181,0.019,3.06447018761697e-17,0.917525773195876,5,0.454545454545455,4
"LRRC23",1.22444187078295e-21,0.977486836203157,0.466,0.285,3.24293429476865e-17,0.616,12,0.343558282208589,9
"SARAF",1.23237638429349e-21,0.39481431762159,0.864,0.79,3.26394885380132e-17,0.349514563106796,12,0.334070796460177,10
"RNF114",1.29075821901271e-21,-0.447965208026858,0.548,0.738,3.41857314305517e-17,0.297619047619048,12,0.37914691943128,9
"ABCF1",1.32969759483762e-21,-0.309016299990804,0.626,0.841,3.52170407992745e-17,0.336309523809524,13,0.361746361746362,9
"C21orf91",1.4474855994167e-21,0.336364647632089,0.392,0.18,3.83366561005512e-17,0.520190023752969,10,0.310679611650485,6
"CFAP44",1.45901455419528e-21,0.288236911838703,0.336,0.126,3.86420004678619e-17,0.739612188365651,11,0.347222222222222,6
"MGLL",1.57287066086085e-21,0.312487318203048,0.836,0.747,4.16574794528997e-17,0.335562987736901,11,0.344262295081967,9
"QKI",1.64108821143873e-21,-0.294390991343048,0.362,0.573,4.34642212799548e-17,0.322164948453608,12,0.466463414634146,8
"SPEN",1.65242787271764e-21,-0.257747322595629,0.517,0.713,4.37645522089268e-17,0.315315315315315,12,0.397058823529412,8
"FOXJ1",1.84135093622745e-21,0.469116462432149,0.541,0.36,4.87681795459841e-17,0.546551724137931,11,0.37378640776699,8
"EPRS",1.84819133287389e-21,-0.322736776793385,0.6,0.794,4.8949347451165e-17,0.363354037267081,12,0.363436123348018,9
"TPPP",1.87684069536194e-21,-0.256707982453807,0.119,0.306,4.97081258166609e-17,0.46875,9,0.428571428571429,6
"HCAR2",1.92604019574522e-21,0.361522760488938,0.208,0.033,5.10111745843122e-17,0.623318385650224,10,0.421052631578947,8
"IFT43",1.95750909360538e-21,0.524633721711057,0.596,0.414,5.18446283441384e-17,0.500782472613459,13,0.443037974683544,9
"HMGB1",1.97332833982643e-21,0.306539347994562,0.96,0.949,5.2263601080303e-17,0.336893203883495,13,0.342541436464088,10
"GBP2",2.00446924949871e-21,0.359580237229442,0.421,0.198,5.30883680729733e-17,0.440265486725664,11,0.327433628318584,7
"CST6",2.0758261019611e-21,0.387254065709367,0.401,0.184,5.49782543104398e-17,0.593023255813954,12,0.333333333333333,9
"DNAL1",2.31822166157815e-21,0.267019246663657,0.451,0.238,6.13981007068972e-17,0.599173553719008,10,0.286764705882353,8
"NR2F1",2.42791668456401e-21,0.311680755238887,0.286,0.089,6.43033733906779e-17,0.798045602605863,10,0.647058823529412,5
"MRPL40",2.55589394211453e-21,0.335208133605158,0.76,0.6,6.76928510569033e-17,0.357055214723926,12,0.434402332361516,9
"RBBP5",2.64521970881826e-21,-0.324494900945987,0.432,0.65,7.00586439880516e-17,0.365010799136069,12,0.376344086021505,9
"BATF2",3.14596102051346e-21,-0.254870430896794,0.044,0.185,8.33207776282989e-17,0.404255319148936,7,0.641509433962264,6
"C2orf81",3.22399701848161e-21,0.294332835336147,0.255,0.065,8.53875610344853e-17,0.861313868613139,10,0.324324324324324,7
"FBXW9",3.50725848639502e-21,0.443662910759496,0.36,0.15,9.28897410121721e-17,0.642487046632124,12,0.5,6
"KIAA0319L",3.62823817813461e-21,-0.394331448232053,0.687,0.848,9.60938881478952e-17,0.347354138398914,12,0.354639175257732,8
"TIMP4",4.79923235185338e-21,0.288044412310938,0.152,0.005,1.27107668838837e-16,0.957055214723926,5,0.666666666666667,2
"NOL9",5.30981198119414e-21,-0.253583131169649,0.279,0.514,1.40630370321927e-16,0.321070234113712,11,0.363945578231293,8
"NFAT5",5.31988252240852e-21,-0.33650213266473,0.555,0.757,1.4089708860599e-16,0.298657718120805,12,0.351039260969977,9
"FBXO42",5.50078399853654e-21,-0.284427981481044,0.223,0.439,1.4568826420124e-16,0.359832635983264,10,0.47808764940239,6
"OS9",5.55373923892995e-21,1.52980931143087,0.851,0.792,1.4709078374306e-16,0.406352683461117,12,0.346578366445916,8
"ESRP2",5.65983998832385e-21,-0.261278692673587,0.228,0.448,1.49900862090757e-16,0.314285714285714,12,0.3984375,8
"EIF1",5.69606936572881e-21,0.316945687800532,0.983,0.986,1.50860397151328e-16,0.347867298578199,13,0.342198581560284,10
"SLC35E3",5.95185462779707e-21,0.500632902425033,0.449,0.233,1.57634869817205e-16,0.618257261410788,10,0.443609022556391,7
"METTL7B",5.9738742345387e-21,0.274321319044047,0.185,0.023,1.58218059101757e-16,0.85929648241206,9,0.307692307692308,6
"SSBP4",6.61319457272211e-21,0.458336640453752,0.541,0.369,1.75150458258545e-16,0.523235800344234,11,0.445497630331754,10
"SPINT1",6.8200476861634e-21,0.589895176015512,0.88,0.773,1.80628962968038e-16,0.371822033898305,11,0.384615384615385,10
"BCL2L15",7.72603397003065e-21,0.254656563859247,0.337,0.136,2.04624009696262e-16,0.574585635359116,9,0.282051282051282,6
"CCDC109B",8.58435738117992e-21,0.260499872840706,0.248,0.065,2.2735670524055e-16,0.379699248120301,11,0.27027027027027,7
"GCLM",9.04138469069816e-21,0.26188061462453,0.658,0.442,2.39461073533141e-16,0.393767705382436,11,0.371541501976285,9
"RPS20",1.08780268069022e-20,-0.395611908690682,0.951,0.962,2.88104539980804e-16,0.333333333333333,13,0.343636363636364,10
"SELM",1.12607247014103e-20,-0.272480778649276,0.454,0.682,2.98240293716852e-16,0.427104722792608,12,0.356410256410256,9
"RPL23A",1.17190031450182e-20,0.374225143547491,0.972,0.927,3.10377798295808e-16,0.347075743048897,13,0.328301886792453,10
"CCDC40",1.18597966671873e-20,0.387370158727805,0.333,0.129,3.14106714730455e-16,0.705882352941177,9,0.324324324324324,7
"FAM183A",1.25232011584785e-20,1.42806505686287,0.324,0.15,3.31676982682304e-16,0.916666666666667,7,0.674418604651163,7
"AK9",1.31202765379951e-20,0.389376044160779,0.399,0.205,3.47490524108801e-16,0.654205607476635,11,0.444444444444444,9
"KCNJ15",1.31386967725051e-20,-0.542653312107179,0.256,0.456,3.47978384019797e-16,0.505454545454545,10,0.609195402298851,8
"OSR2",1.46177187584564e-20,-0.402278579688667,0.143,0.329,3.87150281317719e-16,0.568627450980392,6,0.659574468085106,6
"TXNIP",1.52037040729525e-20,-0.70794293961548,0.635,0.759,4.02670102372148e-16,0.365638766519824,13,0.382488479262673,8
"POGK",1.53186195409439e-20,-0.263988232462561,0.267,0.477,4.05713638541898e-16,0.367132867132867,10,0.326007326007326,8
"UBR2",1.53326428100362e-20,-0.268712011117457,0.437,0.649,4.06085044823808e-16,0.309168443496802,11,0.380053908355795,8
"RNF5",1.57043564227457e-20,-0.369601999428009,0.558,0.733,4.15929879856419e-16,0.312186978297162,12,0.403341288782816,9
"AKR1B10",1.63264350269458e-20,0.540972345964354,0.164,0.014,4.3240563168866e-16,0.857954545454545,6,0.375,3
"ZNF75A",1.66741185997456e-20,-0.26183395566897,0.171,0.369,4.41614031114261e-16,0.377049180327869,10,0.412322274881517,7
"NHSL1",1.80853002187613e-20,-0.447790358533032,0.424,0.607,4.78989176293894e-16,0.540659340659341,11,0.420749279538905,10
"PIFO",1.96980484062668e-20,1.55327384355631,0.379,0.206,5.21702812039975e-16,0.778869778869779,11,0.508474576271186,9
"SAP18",2.21127694040491e-20,0.366150330745742,0.887,0.829,5.8565669766624e-16,0.340336134453782,13,0.352320675105485,10
"CHD9",2.92086741443e-20,-0.337103155958034,0.482,0.687,7.73591734711786e-16,0.309477756286267,12,0.409669211195929,8
"FAM184A",2.9266528338485e-20,-0.30008840852785,0.355,0.565,7.75124003044776e-16,0.454068241469816,10,0.458204334365325,8
"SERPING1",3.35084250195184e-20,-0.443177550658681,0.355,0.582,8.87470636641946e-16,0.63254593175853,11,0.48048048048048,9
"FAM229B",3.79141501550306e-20,0.61878607906486,0.418,0.243,1.00415626685599e-15,0.698660714285714,11,0.460431654676259,9
"INADL",3.80091664181855e-20,-0.255587693004346,0.546,0.745,1.00667277258564e-15,0.361774744027304,12,0.363849765258216,9
"IST1",3.82838313718053e-20,-0.299566852287717,0.628,0.788,1.01394727388226e-15,0.34272997032641,13,0.376940133037694,9
"POLR2C",4.14755952349815e-20,-0.348640801036125,0.448,0.649,1.09848113979848e-15,0.299376299376299,12,0.369272237196765,9
"ATP6V1D",4.20071576490051e-20,0.491191097605479,0.672,0.524,1.1125595703339e-15,0.399445214979196,13,0.38,8
"DNAH6",4.41681369584716e-20,0.338123811540375,0.305,0.115,1.16979310734512e-15,0.877675840978593,7,0.378787878787879,8
"IFT74",4.45123205580482e-20,0.329090098396886,0.429,0.236,1.17890880997991e-15,0.589130434782609,11,0.333333333333333,8
"RAB11FIP1",4.45221023970778e-20,-0.441430453489911,0.749,0.878,1.17916788198661e-15,0.369402985074627,12,0.350597609561753,9
"CISH",5.00511914075772e-20,-0.308192416927687,0.148,0.341,1.32560580442968e-15,0.490566037735849,8,0.415384615384615,6
"PPL",5.37515097512079e-20,-0.312855576702628,0.471,0.68,1.42360873576074e-15,0.388118811881188,12,0.372750642673522,8
"OCLN",5.45442154850034e-20,-0.321592293439771,0.631,0.808,1.44460354712032e-15,0.389955686853767,11,0.324675324675325,10
"MGRN1",5.56342009293098e-20,-0.392312084028657,0.433,0.64,1.47347181161277e-15,0.363440860215054,12,0.431693989071038,9
"CTSB",5.81699446775914e-20,0.502054343420545,0.885,0.788,1.54063098478601e-15,0.328421052631579,12,0.363636363636364,10
"APOBEC3C",5.9996128765183e-20,0.364212681088628,0.453,0.236,1.58899747034587e-15,0.405349794238683,9,0.474074074074074,9
"PHGDH",6.14317858685599e-20,0.511434214109093,0.29,0.1,1.62702084872881e-15,0.614147909967846,10,0.578947368421053,8
"CHAD",6.15290297587081e-20,0.485903464608181,0.228,0.058,1.62959635315939e-15,0.971428571428571,4,0.939393939393939,2
"KRTCAP2",6.17996459517003e-20,-0.321837114520137,0.928,0.92,1.63676362303078e-15,0.331325301204819,13,0.361216730038023,8
"TP73",6.60908388939247e-20,0.350351089169389,0.29,0.103,1.7504158681056e-15,0.80064308681672,11,0.423728813559322,6
"TPD52",7.26550345767687e-20,-0.351531532432021,0.375,0.561,1.92426859076572e-15,0.40547263681592,9,0.423676012461059,7
"C14orf159",7.53744061107779e-20,-0.341886598403938,0.307,0.512,1.99629114584395e-15,0.373860182370821,10,0.406143344709898,7
"IFT46",8.15497608591974e-20,0.427193618989446,0.433,0.229,2.15984541635584e-15,0.578494623655914,12,0.404580152671756,8
"PIP4K2C",8.35824576583546e-20,0.440150273347314,0.589,0.392,2.21368139108152e-15,0.509493670886076,11,0.397321428571429,9
"OCIAD2",9.02947550608997e-20,0.269180027767427,0.828,0.726,2.39145658778793e-15,0.329954954954955,12,0.332530120481928,9
"COBLL1",9.25188334147818e-20,-0.251704579285108,0.246,0.455,2.4503613029905e-15,0.443181818181818,12,0.392307692307692,8
"PENK",1.03201522451832e-19,0.313539272654583,0.154,0.01,2.73329232213678e-15,0.793939393939394,4,0.333333333333333,4
"TUBB",1.11404033209818e-19,-0.281501169897056,0.657,0.867,2.95053581956203e-15,0.443971631205674,13,0.366935483870968,10
"WNK1",1.15410726114617e-19,-0.394759620256415,0.734,0.843,3.05665308114563e-15,0.302030456852792,13,0.358921161825726,9
"NPC2",1.3014622043101e-19,0.257500971744346,0.911,0.823,3.4469226481153e-15,0.336745138178096,12,0.318471337579618,9
"RPS15A",1.33833914980396e-19,-0.43859460095994,0.919,0.939,3.54459123825578e-15,0.338742393509128,13,0.338919925512104,9
"CD46",1.39472566509668e-19,-0.269416247683998,0.824,0.921,3.69393092400855e-15,0.354072398190045,12,0.330170777988615,10
"SMIM5",1.60223469402335e-19,0.282523134275833,0.26,0.079,4.24351858712084e-15,0.734767025089606,10,0.333333333333333,6
"SLC14A1",1.63609001084655e-19,0.352361392014381,0.142,0.005,4.33318439372709e-15,0.986842105263158,3,1,1
"LRWD1",1.71065714255197e-19,0.491277418463748,0.424,0.226,4.5306754420489e-15,0.608791208791209,11,0.457364341085271,7
"SDC4",1.89545580946994e-19,-0.579867933759779,0.938,0.972,5.02011471138115e-15,0.333996023856859,13,0.345323741007194,9
"ERGIC3",2.0494696860984e-19,0.516956187328159,0.887,0.885,5.42802046363161e-15,0.332983193277311,12,0.347826086956522,10
"ATP5J",2.2626592448467e-19,0.567853002102991,0.948,0.879,5.99265300997649e-15,0.355948869223206,13,0.359840954274354,10
"PPP1R36",2.29142964027257e-19,0.331682715646947,0.266,0.086,6.0688514022619e-15,0.852631578947368,8,0.326530612244898,6
"ACTN1",2.42224488585642e-19,0.350878284587667,0.64,0.434,6.41531558019073e-15,0.382823871906841,12,0.366935483870968,8
"EP300-AS1",2.6165324553118e-19,0.342261111492876,0.459,0.255,6.9298862078933e-15,0.567073170731707,10,0.404109589041096,8
"GSTA2",2.96144538276752e-19,0.741346726822982,0.174,0.023,7.84338809625978e-15,0.919786096256685,6,0.538461538461538,3
"CDS1",3.04322269563342e-19,0.324606479839072,0.563,0.388,8.0599753093851e-15,0.506622516556291,12,0.324324324324324,9
"NARFL",3.64702528490952e-19,-0.302557632045086,0.211,0.411,9.65914646708287e-15,0.300884955752212,11,0.476595744680851,8
"RNPS1",3.81280097274966e-19,-0.330645680677762,0.697,0.846,1.00982033763275e-14,0.316844919786096,13,0.34297520661157,9
"HSP90AB1",4.04732813614968e-19,-0.36271329149896,0.975,0.993,1.07193485685924e-14,0.338432122370937,13,0.341549295774648,10
"POLH",4.07446467785129e-19,-0.272651158516956,0.309,0.507,1.07912196992891e-14,0.370481927710843,10,0.379310344827586,8
"NME3",4.2191625678877e-19,-0.363310071322644,0.578,0.731,1.11744520610506e-14,0.335483870967742,12,0.368421052631579,8
"UXS1",4.47100207646207e-19,-0.30054215882487,0.445,0.659,1.18414489995098e-14,0.360587002096436,12,0.358090185676393,9
"NRAV",5.05928069356342e-19,0.455253402457216,0.313,0.124,1.33995049169027e-14,0.782738095238095,9,0.422535211267606,5
"GAS5",5.14109136476582e-19,-0.292743806660279,0.712,0.841,1.36161804795823e-14,0.31282722513089,12,0.355509355509356,9
"NUPR1",5.26743387109634e-19,-0.469269831819098,0.573,0.788,1.39507986075987e-14,0.504065040650406,12,0.354767184035477,9
"CLCF1",5.70208026048082e-19,0.369274949092923,0.311,0.121,1.51019595698834e-14,0.517964071856287,10,0.304347826086957,5
"ADCK3",5.88028205876343e-19,-0.289886730228824,0.27,0.483,1.55739270326349e-14,0.36551724137931,11,0.391304347826087,7
"PPIL6",6.37902827142254e-19,0.891453152932084,0.402,0.24,1.68948563768626e-14,0.723897911832947,11,0.299270072992701,8
"RAMP1",6.42401484753594e-19,0.343315548359646,0.654,0.453,1.70140033236989e-14,0.347578347578348,11,0.359073359073359,10
"C22orf23",7.21966285840598e-19,0.336652438487766,0.237,0.066,1.91212770804882e-14,0.799212598425197,9,0.447368421052632,8
"H2AFV",7.40007518709509e-19,-0.2766795878155,0.809,0.876,1.95990991330214e-14,0.338709677419355,13,0.333333333333333,10
"PITHD1",7.5051150594694e-19,-0.300292039833541,0.485,0.687,1.98772972350047e-14,0.3,11,0.376590330788804,8
"OSCP1",8.05149911695151e-19,0.859045381018162,0.412,0.245,2.13243954112461e-14,0.705882352941177,9,0.342857142857143,9
"DEGS1",8.63497343166986e-19,-0.38458420008458,0.51,0.687,2.28697271337776e-14,0.314442413162706,12,0.399491094147583,8
"EZR",1.17513492644152e-18,0.310655875472221,0.978,0.96,3.11234485268038e-14,0.343183984747378,13,0.349726775956284,10
"RPL30",1.19016424739942e-18,-0.338598902310921,0.958,0.967,3.15215000923737e-14,0.339494163424125,13,0.347197106690778,10
"IFI30",1.41014697713778e-18,-0.259692993572264,0.447,0.645,3.7347742689494e-14,0.34375,13,0.428184281842818,9
"DMTF1",1.48337166053748e-18,-0.326277608617373,0.289,0.493,3.92870984293351e-14,0.361290322580645,10,0.343971631205674,9
"MAP1B",1.52812905594676e-18,0.742699602789444,0.376,0.185,4.04724980467499e-14,0.71712158808933,10,0.415094339622642,8
"CYB5B",1.53720917803425e-18,-0.261755916747485,0.427,0.628,4.07129850802371e-14,0.305676855895196,12,0.370473537604457,9
"SERPINE1",1.56614654788109e-18,0.482009319876803,0.177,0.028,4.14793913206307e-14,0.789473684210526,9,0.625,5
"COL1A1",1.58420582522409e-18,1.42129692486469,0.469,0.313,4.19576912810601e-14,0.6779324055666,11,0.53072625698324,7
"LRRC61",1.64981157936263e-18,0.549685748736254,0.438,0.248,4.36952596794192e-14,0.574468085106383,10,0.5,8
"CATIP",1.66567769415057e-18,0.433600875995426,0.237,0.07,4.41154737295779e-14,0.897637795275591,7,0.525,6
"TRAF3IP1",1.69286049076356e-18,0.588191544649798,0.546,0.39,4.4835410097873e-14,0.52901023890785,13,0.37219730941704,9
"EID1",1.86828980078849e-18,0.382040282046841,0.871,0.773,4.94816553738832e-14,0.333689839572193,11,0.380090497737557,9
"RTN4",2.00109417878098e-18,0.368876836363463,0.847,0.762,5.29989793250144e-14,0.345434543454345,12,0.36697247706422,10
