"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts"
"AURKAIP1",1.25510094860415e-32,-0.256328660941483,0.866,0.971,3.3241348623781e-28,0.328310010764263,13,0.466796875,11
"DDAH2",1.30105246249201e-32,0.262320599173314,0.557,0.633,3.44583744691008e-28,0.359531772575251,11,0.675149700598802,11
"CTTN",1.4968208557049e-32,-0.764429888207656,0.909,0.988,3.96433003633443e-28,0.326153846153846,13,0.459913586173788,11
"HS3ST1",1.57803910776897e-32,0.653793995406651,0.512,0.475,4.17943657692612e-28,0.466302367941712,10,0.641716566866267,10
"CCDC103",1.70667231533777e-32,0.25242261368585,0.234,0.084,4.52012162717209e-28,0.796812749003984,9,0.348314606741573,11
"PLA2G16",1.93478699136078e-32,-1.03543326716612,0.822,0.765,5.12428334661903e-28,0.342403628117914,13,0.593924364538128,11
"C19orf53",1.9537836223157e-32,0.282520285371282,0.856,0.92,5.17459592370312e-28,0.320261437908497,12,0.487377640391551,11
"CFDP1",2.19287678082418e-32,0.254936094691251,0.64,0.837,5.80783415401285e-28,0.442503639010189,13,0.522083805209513,10
"ZNF331",2.2545299449668e-32,0.687190690940381,0.345,0.116,5.97112255924456e-28,0.548648648648649,9,0.261224489795918,10
"UQCRC2",2.37510951904659e-32,-0.441394518372933,0.598,0.869,6.29047756119489e-28,0.328660436137072,12,0.51936715766503,11
"MAF1",2.442024163115e-32,-0.310578795184717,0.609,0.876,6.46770099601007e-28,0.306278713629403,13,0.516233766233766,10
"NIPBL",2.796554090489e-32,0.400686592235877,0.716,0.808,7.40667350866012e-28,0.403645833333333,12,0.544600938967136,11
"CIR1",2.82371450176876e-32,0.299874183186907,0.651,0.746,7.47860785793456e-28,0.404011461318052,13,0.538754764930114,11
"RHOV",3.26071741212334e-32,-0.61498328985787,0.331,0.691,8.63601006600868e-28,0.501408450704225,9,0.652263374485597,10
"EI24",3.26207312769121e-32,-0.620280222383712,0.726,0.903,8.63960067869017e-28,0.34017971758665,13,0.501575630252101,10
"EEF2",3.44836486145052e-32,0.465729609762422,0.902,0.901,9.13299433555171e-28,0.352272727272727,12,0.492898474487112,11
"PDIA3",4.95041084132367e-32,-0.29598714175415,0.94,0.985,1.31111631132457e-27,0.334985133795837,12,0.459576515880654,11
"ZNF652",4.95228102613608e-32,0.368945870028305,0.654,0.765,1.31161162977214e-27,0.363247863247863,12,0.555486670799752,11
"ERRFI1",5.8158456830424e-32,0.527216498214323,0.67,0.795,1.54032672915378e-27,0.417246175243394,12,0.456443914081146,10
"MMADHC",6.68924399940997e-32,-0.297304314991157,0.653,0.907,1.77164627324373e-27,0.343794579172611,12,0.497647673810768,11
"ATP2C2",7.42890528567496e-32,0.290285716395728,0.505,0.476,1.96754556491101e-27,0.494464944649447,11,0.642430278884462,9
"WBSCR27",7.6151302768257e-32,0.362876571963952,0.389,0.418,2.01686725381729e-27,0.544364508393285,10,0.623582766439909,8
"TRAF2",7.66324062876465e-32,-0.322655264663074,0.2,0.621,2.02960928052832e-27,0.269767441860465,9,0.688549618320611,10
"EIF1",8.33428428159126e-32,0.542375982387439,0.983,0.996,2.20733519197945e-27,0.347867298578199,13,0.456190476190476,11
"MSLN",8.93996138643283e-32,-1.78672999949897,0.18,0.532,2.36774877319674e-27,0.507772020725389,9,0.85204991087344,7
"MFSD4",1.08414610427132e-31,0.396759230941815,0.462,0.254,2.87136095716259e-27,0.506048387096774,8,0.57089552238806,8
"QPRT",1.21706958930683e-31,-0.745683523744279,0.056,0.55,3.22340880727914e-27,0.266666666666667,11,0.81190681622088,9
"RPS13",1.27401704377512e-31,-0.28013551459687,0.958,0.997,3.3742341404384e-27,0.342412451361868,13,0.455756422454805,11
"C5orf42",1.37041138315113e-31,0.340670592173846,0.526,0.495,3.62953454827576e-27,0.409574468085106,12,0.665708812260536,10
"ACSL5",1.41350929726995e-31,-0.326662300091312,0.374,0.728,3.74367937381946e-27,0.498753117206983,12,0.606514657980456,10
"LGSN",1.53527731396168e-31,-0.30379098354896,0.023,0.429,4.06618196602751e-27,0.36,7,0.973451327433628,6
"NDUFAB1",1.5556637408193e-31,-0.336447854095374,0.76,0.951,4.12017541755991e-27,0.362745098039216,13,0.475573280159521,11
"CHD1",1.59343664717286e-31,0.287951788794161,0.678,0.759,4.22021696003733e-27,0.391483516483516,12,0.51875,11
"SPON2",1.61680700232814e-31,0.493898394735968,0.386,0.26,4.28211334566609e-27,0.594202898550725,10,0.804744525547445,9
"CYP1B1",1.71576564468211e-31,0.6567234877717,0.311,0.081,4.54420530994056e-27,0.583832335329341,10,0.362573099415205,8
"NR2F1",1.95600830465548e-31,0.336439475678495,0.286,0.054,5.18048799488003e-27,0.798045602605863,10,0.539823008849557,9
"SLC39A11",2.6336518150561e-31,-0.635736575020831,0.562,0.869,6.97522683217609e-27,0.313432835820896,13,0.520458265139116,10
"TLR3",2.71425056116597e-31,-0.25684065636805,0.09,0.522,7.18869261124806e-27,0.381443298969072,10,0.812727272727273,9
"DPP3",2.99735279831311e-31,-0.30250187258601,0.292,0.675,7.93848888633226e-27,0.313099041533546,10,0.624297752808989,10
"CENPBD1P1",3.23807724774701e-31,0.454685917924493,0.444,0.36,8.57604759065796e-27,0.539915966386555,11,0.510526315789474,10
"PPIC",3.86153257385428e-31,-0.609627164617153,0.603,0.872,1.02272690218531e-26,0.425038639876352,12,0.518760195758564,10
"OSTC",4.23241919292921e-31,-0.32701181522056,0.705,0.925,1.1209562232473e-26,0.317040951122853,13,0.486929779600205,11
"LINC01420",5.4627137036685e-31,-0.534840554508847,0.644,0.879,1.4467997244166e-26,0.347322720694645,12,0.514563106796116,11
"DLD",5.84898324604828e-31,-0.837307054585618,0.385,0.745,1.54910321271589e-26,0.324455205811138,10,0.605346912794398,10
"DAPP1",5.84974917271033e-31,-0.273936725657697,0.358,0.739,1.54930606839233e-26,0.559895833333333,11,0.591404746632457,9
"PELI1",5.97261905352178e-31,0.284101651852391,0.522,0.558,1.58184815632524e-26,0.378571428571429,12,0.595581988105353,10
"TMED9",6.0611489194127e-31,-0.283093976553148,0.853,0.966,1.60529529130645e-26,0.334426229508197,12,0.470299459990182,11
"MAN2A1",6.2730206912987e-31,-0.421527910938959,0.319,0.729,1.66140953009046e-26,0.441520467836257,10,0.6174365647365,10
"CCDC24",9.10099743600033e-31,0.318031808649411,0.411,0.46,2.41039917092469e-26,0.578231292517007,11,0.607216494845361,10
"KCNJ2",1.01528035508163e-30,0.331694040897583,0.317,0.08,2.68897002043369e-26,0.655882352941176,9,0.654761904761905,7
"KIF3B",1.06540578332529e-30,0.299750764129914,0.536,0.644,2.82172721713702e-26,0.48695652173913,12,0.615611192930781,11
"COX6C",1.11039874618888e-30,-0.263992964357989,0.89,0.986,2.94089107928125e-26,0.336125654450262,13,0.459134615384615,11
"MUC5AC",1.30230654631463e-30,0.286797205889476,0.129,0.025,3.4491588879143e-26,0.572463768115942,7,0.433962264150943,6
"NDUFS2",1.48998861829003e-30,-0.485073872903517,0.631,0.869,3.94623485554115e-26,0.338257016248154,12,0.520742358078603,10
"TSPYL2",1.89999286291437e-30,0.445199614964651,0.401,0.192,5.03213109742872e-26,0.37906976744186,11,0.4,10
"GIMAP2",2.21345507635159e-30,-0.263138785517877,0.078,0.465,5.8623357697172e-26,0.452380952380952,8,0.809183673469388,8
"NDUFS8",2.40347892778469e-30,-0.260023263487443,0.826,0.954,6.36561394023774e-26,0.328442437923251,13,0.475385380407757,11
"TMEM147",2.50445619172658e-30,-0.476689348563472,0.792,0.933,6.63305222378785e-26,0.315294117647059,12,0.485772357723577,11
"ZFAS1",2.51261239585455e-30,0.315426157294454,0.838,0.939,6.65465393042078e-26,0.340378197997775,13,0.467171717171717,11
"RAC1",2.66643335923652e-30,-0.993989815830822,0.969,0.993,7.06204875193792e-26,0.346153846153846,13,0.45727923627685,11
"HIST1H2AM",2.67899774116074e-30,0.371719573215355,0.169,0.203,7.09532551746422e-26,0.441988950276243,10,0.496503496503497,10
"GDPD3",2.81318679989728e-30,-0.54365762038064,0.04,0.484,7.45072523952795e-26,0.255813953488372,8,0.893137254901961,6
"DNAJC15",2.89257796477789e-30,0.260734686517582,0.706,0.322,7.66099273971425e-26,0.319261213720317,12,0.658823529411765,9
"SFTPB",3.52370238518244e-30,1.53426615014351,0.416,0.119,9.33252576715569e-26,0.493273542600897,9,0.448,9
"PHIP",3.80645845562378e-30,0.277620716179492,0.684,0.648,1.00814052197196e-25,0.344686648501362,12,0.577598828696925,10
"MLXIP",3.83968389813927e-30,0.42443617079797,0.703,0.722,1.01694028042218e-25,0.356763925729443,12,0.506570302233903,10
"PTN",4.10416289935641e-30,0.642338237109223,0.396,0.217,1.08698754389455e-25,0.755294117647059,9,0.934497816593886,5
"KIAA1324",5.68375315942808e-30,0.319498028058118,0.268,0.053,1.50534202427453e-25,0.416666666666667,12,0.392857142857143,9
"KREMEN1",5.98644992667508e-30,0.26245993271796,0.363,0.212,1.5855112630799e-25,0.452442159383033,11,0.589285714285714,10
"ERP44",6.17255887678948e-30,-0.488280581928137,0.659,0.885,1.63480221851769e-25,0.321074964639321,11,0.510718113612004,11
"BZW2",8.65262009189263e-30,-0.37371285903053,0.559,0.825,2.29164643133776e-25,0.396666666666667,12,0.543415756181714,11
"RABAC1",8.67534524908735e-30,0.283859999007468,0.801,0.856,2.29766518922079e-25,0.328288707799767,13,0.521329639889197,11
"APPL2",9.55031421821821e-30,0.267831568166263,0.452,0.452,2.52940072069509e-25,0.414432989690722,12,0.705141657922351,10
"FLAD1",1.19761054973381e-29,-0.290343619044795,0.392,0.757,3.17187154096998e-25,0.346793349168646,11,0.571696931747026,10
"G3BP1",1.21876300969349e-29,-0.250611120123458,0.716,0.92,3.22789383117322e-25,0.33984375,11,0.489438433797012,11
"DSG2",1.23974967509022e-29,-0.423934409546631,0.553,0.867,3.28347701447645e-25,0.320404721753794,12,0.522689994532531,11
"CNOT2",1.2487931189054e-29,-0.361414160607461,0.529,0.809,3.30742857542096e-25,0.288732394366197,13,0.518757327080891,10
"AUTS2",1.41517380253633e-29,0.435751799595445,0.619,0.612,3.74808781601748e-25,0.451807228915663,12,0.675193798449612,10
"C11orf58",1.42003990394653e-29,-0.254748568849433,0.838,0.97,3.76097568560238e-25,0.340378197997775,13,0.468459657701711,11
"TPBG",1.53073966560595e-29,0.325051794840999,0.537,0.713,4.05416400435737e-25,0.526041666666667,10,0.62874251497006,10
"REV3L",1.64926736219308e-29,0.288679635761924,0.507,0.339,4.36808460876836e-25,0.360294117647059,11,0.548251748251748,10
"UQCRC1",1.70334687736753e-29,-0.328800129329742,0.786,0.923,4.5113142047079e-25,0.33926453143535,12,0.491011813045711,10
"FLJ32255",2.28678131368289e-29,0.437811193407409,0.391,0.33,6.05654030928913e-25,0.769047619047619,11,0.581294964028777,10
"STEAP4",2.39874210200639e-29,-0.835759410161429,0.527,0.554,6.35306845716393e-25,0.506194690265487,10,0.818648417450813,11
"WDR34",2.72555258478166e-29,0.469857666855369,0.685,0.787,7.21862602079423e-25,0.419047619047619,12,0.562048192771084,10
"ELOF1",2.75024625201744e-29,0.397218424283774,0.587,0.565,7.28402719846818e-25,0.393650793650794,11,0.504617968094039,10
"BZW1",2.7527915492779e-29,-0.597957811855312,0.628,0.885,7.29076841826252e-25,0.323442136498516,13,0.511789924973205,11
"RAI14",2.7668632738821e-29,0.306589550731194,0.634,0.792,7.32803738087674e-25,0.457352941176471,10,0.536804308797127,11
"LAMB2",3.54146998248272e-29,0.498146343931636,0.516,0.513,9.3795832486055e-25,0.416967509025271,12,0.7181146025878,11
"SSB",3.58526501824061e-29,0.251024041074201,0.842,0.947,9.49557440081025e-25,0.355088495575221,12,0.471707561342013,11
"EVA1A",4.01060882019061e-29,0.26365126487286,0.311,0.084,1.06220974602748e-24,0.514970059880239,9,0.327683615819209,9
"MARCH6",4.05056930918877e-29,0.327756008542897,0.895,0.913,1.07279328153865e-24,0.357291666666667,12,0.494545454545455,11
"CCT3",4.49431744065486e-29,-0.412600167135309,0.83,0.948,1.19031997415744e-24,0.325476992143659,13,0.477738869434717,11
"EGLN3",4.87392250340235e-29,-0.585823918543413,0.542,0.571,1.29085837502611e-24,0.438144329896907,12,0.79253112033195,8
"GPC4",5.02699211763961e-29,0.493653228389697,0.512,0.37,1.33139886235685e-24,0.486338797814208,11,0.653008962868118,10
"CERS4",5.88773090006533e-29,0.50634954094998,0.465,0.202,1.5593655288823e-24,0.517034068136273,12,0.550351288056206,10
"NFKBIE",6.48508084413454e-29,-0.28825853141996,0.262,0.62,1.71757366156903e-24,0.384341637010676,10,0.648814078041316,11
"PRAF2",6.54432837875505e-29,0.317413602201994,0.416,0.421,1.73326537111327e-24,0.42152466367713,11,0.558060879368658,11
"ARF1",7.03109413933859e-29,-0.478832589186377,0.911,0.98,1.86218528280383e-24,0.320368474923234,13,0.463473633284954,11
"MAGIX",7.325573751559e-29,0.311747100332839,0.39,0.485,1.9401782081004e-24,0.476076555023923,11,0.765166340508806,10
"CDC20",8.24622504761071e-29,-0.284850023666558,0.056,0.163,2.1840127038597e-24,0.266666666666667,10,0.51453488372093,10
"ZNF24",8.73801635105495e-29,0.330237923170877,0.593,0.588,2.3142636305769e-24,0.371069182389937,12,0.524193548387097,11
"LRIG1",1.0136414798181e-28,0.311791451844196,0.384,0.13,2.68462945929823e-24,0.368932038834951,11,0.301818181818182,10
"BAG6",1.12128282763469e-28,0.271679606245429,0.612,0.641,2.96971756899047e-24,0.319634703196347,12,0.622501850481125,11
"MAGT1",1.22910472099857e-28,-0.319453037364777,0.534,0.834,3.25528385356472e-24,0.404886561954625,11,0.540386803185438,11
"GALNT10",1.24377979017788e-28,0.319709274361052,0.423,0.436,3.29415077428612e-24,0.533039647577093,11,0.744287268770403,10
"CYP27B1",1.26501054518323e-28,0.726358374460628,0.303,0.061,3.35038042891779e-24,0.907692307692308,7,0.296875,7
"STRA13",1.38727960629749e-28,-0.261289539747097,0.595,0.861,3.6742100372789e-24,0.380877742946708,12,0.525068870523416,10
"USP54",1.39349230167208e-28,0.252148868510257,0.418,0.344,3.69066436097849e-24,0.330357142857143,11,0.711724137931035,9
"SLC25A37",1.4688709248712e-28,0.311587121597929,0.782,0.89,3.89030464452136e-24,0.386174016686532,12,0.507987220447284,11
"CDH1",1.65358080968862e-28,-0.302221281608979,0.806,0.952,4.37950877446031e-24,0.317919075144509,12,0.474103585657371,11
"FOXA2",1.74168469918552e-28,0.52832382499105,0.393,0.107,4.61285192579284e-24,0.509478672985782,10,0.466666666666667,8
"PIP",1.96027557201136e-28,0.294297328928647,0.243,0.177,5.1917898524721e-24,0.704980842911877,7,0.759358288770054,7
"LOC146880",1.97066091474103e-28,0.301367465325216,0.449,0.216,5.21929543269161e-24,0.429460580912863,10,0.381578947368421,10
"RAB11B",2.08187081421209e-28,0.264516083181257,0.764,0.762,5.51383485144072e-24,0.330487804878049,12,0.571873055382701,10
"LYRM2",2.17699306441354e-28,0.269594689880281,0.56,0.635,5.76576613109927e-24,0.400998336106489,12,0.61613144137416,11
"RNF141",2.18373928527074e-28,-0.599387859414012,0.482,0.818,5.78363349703956e-24,0.404255319148936,11,0.554202898550725,10
"TSPO",2.53092063767912e-28,-0.672600478158959,0.844,0.955,6.70314330889315e-24,0.322295805739514,13,0.475173783515392,11
"UQCRQ",2.60138195021177e-28,-0.353606284531374,0.962,0.993,6.88976009513587e-24,0.333333333333333,13,0.456801909307876,11
"IFIT2",2.66581007950076e-28,-0.362877541478535,0.138,0.495,7.06039799555777e-24,0.506756756756757,8,0.732758620689655,8
"ARHGEF38",2.78870277802247e-28,0.295937752368987,0.425,0.378,7.38587930759252e-24,0.364035087719298,11,0.723057644110276,10
"KRT18",2.92252747959477e-28,0.381916848704756,0.962,0.972,7.74031402970675e-24,0.343992248062016,12,0.467089224768406,11
"RPL36",3.43239921378724e-28,0.474786857930402,0.983,0.995,9.0907093177155e-24,0.349763033175355,13,0.455931395902811,11
"EIF3G",3.79095529234497e-28,0.390612746842489,0.777,0.818,1.00403450917757e-23,0.330935251798561,12,0.51304347826087,11
"SLC26A2",3.92903670790473e-28,0.626049904132414,0.34,0.191,1.04060537208857e-23,0.657534246575342,10,0.574626865671642,10
"CCDC115",4.03655264720225e-28,-0.264528802294298,0.355,0.725,1.06908096861152e-23,0.325459317585302,10,0.596858638743455,11
"CD74",4.0922217181075e-28,-0.261834122931143,0.955,0.989,1.08382492204077e-23,0.345365853658537,12,0.458772770853308,11
"PGM2",4.69076274040287e-28,-0.345449301071423,0.139,0.542,1.2423485117957e-23,0.288590604026846,9,0.733391608391608,11
"LEPR",4.78566760507337e-28,0.356794003975544,0.24,0.192,1.26748406520368e-23,0.883720930232558,6,0.819306930693069,7
"SMIM6",4.99607808471893e-28,0.275839709799909,0.263,0.153,1.32321128073781e-23,0.549645390070922,9,0.715170278637771,8
"PDLIM4",5.18426997701745e-28,0.483857877775013,0.483,0.284,1.37305390341307e-23,0.577220077220077,10,0.279264214046823,10
"MRPS21",6.26251806820378e-28,0.2964476049651,0.874,0.948,1.65862791036377e-23,0.330490405117271,13,0.4745,11
"SSU72",6.63429811381519e-28,-0.506376267349214,0.782,0.945,1.75709385544395e-23,0.34803337306317,12,0.479438314944835,11
"HADHA",7.8198132867719e-28,-0.460966174737571,0.666,0.897,2.07107754900154e-23,0.313286713286713,13,0.503437334743522,11
"SLC38A2",8.99781074840019e-28,0.444942076344352,0.809,0.914,2.38307017671379e-23,0.380184331797235,12,0.486248053969901,10
"NFKBIZ",1.11974823001655e-27,0.622414167878097,0.786,0.785,2.96565318719882e-23,0.358244365361803,12,0.541389728096677,9
"CTSL",1.1709649630074e-27,-0.648340870299144,0.568,0.87,3.10130070452509e-23,0.408196721311475,11,0.519346049046322,11
"SF3B2",1.19145500827036e-27,0.538055586909416,0.837,0.907,3.15556858940404e-23,0.338530066815145,12,0.498430962343096,11
"VSIG2",1.27592407324518e-27,0.354919162295821,0.344,0.339,3.37928490798986e-23,0.390243902439024,9,0.790502793296089,7
"KLF4",1.42373921070249e-27,0.423808096756227,0.644,0.691,3.77077329954554e-23,0.332850940665702,11,0.544581618655693,10
"FLJ37453",1.53070282091016e-27,0.271530137636135,0.443,0.298,4.05406642118055e-23,0.351578947368421,11,0.471337579617834,9
"CYB5D2",1.75914504647089e-27,0.264386798385,0.428,0.397,4.65909565557816e-23,0.444444444444444,12,0.670644391408115,9
"UBA52",2.42990771494407e-27,0.252546981608736,0.946,0.985,6.43561058302936e-23,0.338916256157635,13,0.460760712566201,11
"ENO2",2.443024766214e-27,0.341930643345623,0.392,0.147,6.47035109331779e-23,0.441805225653207,11,0.271844660194175,10
"CAPN1",2.64203971379757e-27,-0.359162477965847,0.696,0.913,6.99744218199286e-23,0.299866131191432,12,0.497403946002077,11
"LOC100131564",3.38205368225088e-27,0.303110814942604,0.399,0.361,8.95736917744144e-23,0.35981308411215,11,0.662286465177398,10
"IRAK1",3.55497958675397e-27,-0.274372762756045,0.458,0.789,9.41536343551788e-23,0.405295315682281,11,0.571858087793145,10
"ADRB2",3.71071385269019e-27,0.574839771446816,0.458,0.157,9.82782563884997e-23,0.441955193482688,10,0.299093655589124,9
"RPAIN",3.89290192148349e-27,0.351425385821327,0.637,0.56,1.0310350739049e-22,0.324561403508772,12,0.436917866215072,10
"WRAP53",5.57200801912761e-27,0.32752686671152,0.305,0.159,1.47574632386595e-22,0.63914373088685,10,0.492537313432836,11
"SYNE2",6.47122716317199e-27,0.378490605213314,0.842,0.841,1.7139045141661e-22,0.346238938053097,12,0.526226734348562,10
"PIK3R3",6.50048160155444e-27,0.291498752543237,0.449,0.497,1.72165255217169e-22,0.479253112033195,11,0.796949475691134,10
"YKT6",7.57901879548883e-27,-0.278138894008574,0.363,0.752,2.00730312798522e-22,0.375321336760925,13,0.598360655737705,10
"HSPA4",8.02803677657307e-27,-0.388485238792691,0.64,0.879,2.12622554027538e-22,0.34061135371179,12,0.510787486515642,11
"RBBP6",8.15034924431663e-27,0.266079487401948,0.701,0.831,2.15861999735726e-22,0.308510638297872,13,0.497432972047918,10
"FAM83E",8.3875569583797e-27,0.306278063975564,0.385,0.343,2.22144446042686e-22,0.382566585956416,8,0.640883977900553,9
"TFPI2",1.02135241293352e-26,-0.271739507691025,0.384,0.681,2.70505186565442e-22,0.492718446601942,7,0.656924147529576,10
"GALNT5",1.05801946141373e-26,-0.310267049177915,0.236,0.611,2.80216454355425e-22,0.407114624505929,10,0.692785104732351,8
"MAFF",1.07242183493166e-26,0.478966443780013,0.59,0.634,2.8403092298165e-22,0.333333333333333,12,0.51644245142003,10
