"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts"
"CASZ1",1.95398938572468e-43,0.351493993764588,0.538,0.517,5.17514088809181e-39,0.433275563258232,12,0.608615948670944,10
"LSM14A",2.00710483680074e-43,-0.250544055648278,0.603,0.881,5.31581716026677e-39,0.309119010819165,12,0.511577813677975,11
"VCAN",2.2668455785142e-43,0.582601575124441,0.309,0.066,6.00374051469486e-39,0.677710843373494,8,0.557142857142857,8
"PLS3",2.33833455924398e-43,-0.504533670131484,0.53,0.846,6.19307908015767e-39,0.407732864674868,12,0.535014005602241,11
"TIMP3",2.62117401122225e-43,1.21378711229757,0.489,0.197,6.94217936872212e-39,0.438095238095238,11,0.367788461538462,10
"WNK1",2.62208204182792e-43,0.30524455456031,0.734,0.782,6.94458428778123e-39,0.302030456852792,13,0.526379624014554,11
"PRODH",3.04487344684832e-43,0.356394707899833,0.367,0.096,8.06434732397777e-39,0.555837563451777,11,0.45320197044335,9
"TSPAN31",4.62606412451905e-43,1.03948485079599,0.624,0.655,1.22521308337887e-38,0.488059701492537,10,0.587979724837075,11
"H2AFZ",4.92275799717309e-43,-0.396929002230847,0.803,0.942,1.30379245555129e-38,0.324825986078886,12,0.479355488418933,11
"MARCH9",5.55478612956294e-43,1.01472805412437,0.453,0.146,1.47118510641474e-38,0.711934156378601,11,0.299674267100977,8
"LBH",5.64712290530192e-43,0.542283779032366,0.547,0.184,1.49564050146921e-38,0.342419080068143,11,0.489690721649485,10
"SBDS",5.80733069735477e-43,-0.323074105522388,0.662,0.919,1.53807153519441e-38,0.369014084507042,13,0.492521918514698,11
"HSPA7",6.13529509991411e-43,-1.04352842687215,0.226,0.248,1.62493290721225e-38,0.489711934156379,10,0.505725190839695,9
"CP",6.4961087986355e-43,0.425029487668107,0.788,0.689,1.72049441531861e-38,0.404255319148936,11,0.639614855570839,10
"LRG1",1.22376169099081e-42,0.362738767090093,0.595,0.619,3.24113283858917e-38,0.41692789968652,12,0.682758620689655,9
"CDCP1",1.27203552762664e-42,-0.623088918289434,0.498,0.847,3.36898609491916e-38,0.380149812734082,12,0.532736429770565,10
"TAOK3",1.33849594253279e-42,-0.278926615577594,0.398,0.777,3.5450065037981e-38,0.325526932084309,12,0.553996339231239,11
"CCDC80",1.52715141976468e-42,0.514262921332941,0.358,0.095,4.04466053524675e-38,0.6015625,10,0.31,9
"ARPC1B",2.30827789686336e-42,-1.05501355990143,0.813,0.94,6.11347400984262e-38,0.338302752293578,13,0.48284561049445,11
"CHMP1B",2.36252956744411e-42,-0.443824614101632,0.623,0.902,6.25715955937573e-38,0.324364723467862,12,0.500525762355415,11
"MAP9",2.95696765837283e-42,0.297546852831466,0.477,0.331,7.83152884320045e-38,0.55859375,12,0.432045779685265,10
"MYH9",3.20804517715248e-42,0.52610407367452,0.731,0.85,8.49650765168834e-38,0.415816326530612,12,0.523995535714286,11
"LZTFL1",3.30626779901301e-42,0.259074671218075,0.356,0.243,8.75665026568597e-38,0.649214659685864,9,0.638671875,10
"TMEM98",3.58149473255243e-42,0.489885074581193,0.614,0.293,9.48558879916512e-38,0.350531107738998,11,0.247572815533981,10
"NRIP1",3.78747757787986e-42,0.282906874800446,0.512,0.705,1.00311343650148e-37,0.522768670309654,11,0.479138627187079,10
"PJA1",4.75783905286228e-42,-0.263296564853485,0.127,0.54,1.26011367315057e-37,0.404411764705882,11,0.716417910447761,10
"DNPH1",5.26277647696119e-42,0.352960630646063,0.756,0.891,1.39384634992317e-37,0.397040690505549,12,0.485896753592336,10
"GRSF1",6.39035358046002e-42,-0.299393037351631,0.5,0.845,1.69248514578484e-37,0.296641791044776,11,0.526374859708193,11
"IFITM2",7.24163472692596e-42,0.930947807883887,0.777,0.695,1.91794695742634e-37,0.407673860911271,12,0.449146757679181,11
"ZNF655",7.48865865256437e-42,-0.262710147700733,0.513,0.814,1.98337124413167e-37,0.369090909090909,12,0.550699300699301,11
"PSMC2",1.30119773265279e-41,-0.452104709642076,0.582,0.864,3.44622219493091e-37,0.3392,13,0.522502744237102,11
"AGBL2",1.32715639849388e-41,0.25618110581985,0.274,0.088,3.51497372141103e-37,0.836734693877551,6,0.376344086021505,7
"SLC16A5",1.46038089415284e-41,0.311662228820854,0.389,0.42,3.86781879816379e-37,0.616306954436451,9,0.400677200902935,9
"ALOX15",1.50405963248801e-41,0.321919591481129,0.257,0.06,3.98350193664449e-37,0.942028985507246,5,0.850393700787402,5
"SNRPD2",2.20811530456127e-41,-0.277754749970792,0.924,0.979,5.84819338413052e-37,0.339051463168517,13,0.461985472154964,11
"ADGRF5",2.36984730630799e-41,0.571746053724359,0.486,0.168,6.27654059075671e-37,0.475095785440613,10,0.27887323943662,10
"SIGIRR",2.48821306187264e-41,0.483398069833243,0.642,0.641,6.59003229436968e-37,0.390420899854862,11,0.541420118343195,10
"ADAM15",2.60547984993959e-41,-1.17609858108959,0.47,0.828,6.900613382565e-37,0.293650793650794,12,0.546651402404121,11
"OPTN",2.71153429451941e-41,-0.399293740051898,0.545,0.824,7.18149857903466e-37,0.384615384615385,11,0.546605293440736,10
"RHBDF2",2.94979068552268e-41,-0.261004395910422,0.156,0.589,7.81252063060682e-37,0.323353293413174,10,0.679549114331723,10
"COQ2",3.1742361484543e-41,-0.265117738998292,0.198,0.624,8.40696443918122e-37,0.325471698113208,10,0.664893617021277,10
"PPP1R1B",3.45102144459491e-41,0.391089202492632,0.337,0.045,9.14003029600961e-37,0.472375690607735,9,0.768421052631579,7
"SAMD15",3.5073309413739e-41,0.30184158264081,0.172,0.024,9.28916599822878e-37,0.832432432432432,7,0.313725490196078,8
"TMPRSS4",3.80024106175394e-41,-0.26175416869642,0.796,0.716,1.00649384520553e-36,0.336065573770492,11,0.411258278145695,10
"ERO1A",4.53045519607461e-41,-1.87963822517454,0.678,0.92,1.19989105868036e-36,0.381868131868132,12,0.493814432989691,11
"GHITM",4.75379340145674e-41,-0.638566859384147,0.786,0.945,1.25904218237582e-36,0.330960854092527,13,0.479939819458375,11
"RPS28",5.17188358333458e-41,0.434364750196266,0.956,0.972,1.36977336704616e-36,0.34307992202729,13,0.464128843338214,11
"PYGL",5.59461589312832e-41,-0.363168370869971,0.257,0.654,1.48173401929504e-36,0.326086956521739,11,0.638143582306019,9
"MAPK13",8.33070462804797e-41,-0.268552930031269,0.459,0.807,2.2063871207385e-36,0.357723577235772,11,0.553141514973576,11
"RCN1",1.02095728595142e-40,-0.770130019777017,0.593,0.895,2.70400537184235e-36,0.39622641509434,11,0.50635593220339,11
"FMO5",1.08170949417479e-40,0.337127044567863,0.434,0.173,2.86490759532193e-36,0.435622317596566,11,0.545205479452055,9
"CXADR",1.62008185851815e-40,0.440365004536528,0.761,0.852,4.29078680228533e-36,0.412484700122399,11,0.53173719376392,11
"NRAV",2.54472906137917e-40,0.438914452933177,0.313,0.321,6.73971491906272e-36,0.782738095238095,9,0.62629246676514,10
"GLCCI1",2.71490298417069e-40,0.3737331146501,0.452,0.314,7.19042055357607e-36,0.37319587628866,12,0.742081447963801,11
"RIN2",2.88557422646398e-40,0.287630966504042,0.665,0.675,7.64244333878985e-36,0.334733893557423,13,0.649332396345748,11
"CLDN10",3.24170864690264e-40,0.66352639531702,0.271,0.074,8.58566535132163e-36,0.697594501718213,8,0.685897435897436,7
"CDR2L",3.5857866266697e-40,-0.266355297282753,0.262,0.671,9.4969558807347e-36,0.501779359430605,10,0.63771186440678,9
"TMEM261",3.81799672085315e-40,0.25929369679171,0.675,0.746,1.01119643151796e-35,0.379834254143646,11,0.478398983481576,11
"TM7SF3",4.48033867090711e-40,-0.387892327092143,0.418,0.796,1.18661769698975e-35,0.404017857142857,11,0.557806912991657,10
"SORL1",5.06025695602791e-40,0.432627264253383,0.482,0.461,1.34020905480399e-35,0.547388781431335,11,0.74306269270298,11
"ST14",5.29645086140971e-40,-1.20741011533523,0.782,0.953,1.40276501064436e-35,0.33253873659118,12,0.476356396217023,11
"MOK",5.7846608049316e-40,0.291643975109501,0.387,0.217,1.53206741418613e-35,0.650602409638554,12,0.452954048140044,10
"SLC9A7",7.13311383127044e-40,-0.268118513636609,0.143,0.551,1.88920519821198e-35,0.588235294117647,10,0.697934595524957,9
"ARSE",8.65574145017218e-40,0.634018923515284,0.436,0.126,2.2924731230781e-35,0.487179487179487,7,0.308270676691729,9
"COL8A1",1.14638011910461e-39,0.367091701141093,0.262,0.038,3.03618774544856e-35,0.654804270462633,9,0.753086419753086,6
"ST6GALNAC6",1.54694897989229e-39,0.298160311766323,0.382,0.271,4.09709437324473e-35,0.595121951219512,10,0.608391608391608,10
"SSBP1",1.58119384408733e-39,-0.285763825926834,0.8,0.952,4.18779189606528e-35,0.327505827505828,13,0.475099601593626,11
"STMN1",1.74143873677036e-39,-0.528463767334578,0.432,0.708,4.61220049433629e-35,0.400862068965517,13,0.529451137884873,10
"TAPBP",1.89228061544535e-39,-0.736656008519594,0.884,0.963,5.01170521000701e-35,0.347734457323498,12,0.471688823239783,11
"PAFAH1B3",2.2990485376825e-39,-0.286533071258278,0.449,0.801,6.08903005205211e-35,0.41701244813278,11,0.559171597633136,10
"APOO",2.44418147107752e-39,0.252725891097001,0.446,0.621,6.47341462614882e-35,0.561586638830898,12,0.581679389312977,10
"DNAJB1",2.53425378057133e-39,0.911589218595768,0.897,0.919,6.71197113784317e-35,0.323284823284823,13,0.470072239422085,11
"DUOX1",2.7465492073134e-39,0.516313786917043,0.36,0.172,7.27423557556954e-35,0.72020725388601,11,0.658402203856749,10
"GNA11",3.27455736243149e-39,0.346707301010041,0.532,0.431,8.6726651743998e-35,0.402802101576182,12,0.536263736263736,10
"PENK",3.66592925313234e-39,0.317689960598639,0.154,0.004,9.709213626921e-35,0.793939393939394,4,0.5,4
"CYB5R3",3.67364525455686e-39,0.339746243038165,0.839,0.849,9.72964945669385e-35,0.315555555555556,12,0.534078212290503,10
"DYNLRB1",3.91514945177845e-39,0.299697899941257,0.882,0.947,1.03692733230352e-34,0.334038054968288,13,0.478478478478478,10
"DERL1",4.55800035526236e-39,-0.286817238300689,0.393,0.777,1.20718639409124e-34,0.296208530805687,12,0.560097620500305,10
"RHBDL2",5.12633281693413e-39,-0.390693190188599,0.255,0.709,1.357709246565e-34,0.456204379562044,10,0.63010033444816,10
"ST3GAL4-AS1",5.68196367236462e-39,-0.304367771716042,0.033,0.483,1.50486807862577e-34,0.4,8,0.888015717092338,7
"ANXA9",7.31690070426322e-39,-0.460652887881936,0.064,0.436,1.93788115152411e-34,0.434782608695652,8,0.805434782608696,8
"DDOST",8.98984929908282e-39,-0.339495977092421,0.779,0.952,2.38096158686208e-34,0.319377990430622,11,0.475597609561753,11
"ERICH5",9.36759127742565e-39,0.287742375262402,0.297,0.304,2.48100654982618e-34,0.70846394984326,7,0.797191887675507,7
"EVI5",1.22509361304449e-38,0.322026381488274,0.541,0.413,3.24466043414832e-34,0.403448275862069,12,0.594036697247706,10
"MLLT4",1.41726685750908e-38,0.259830043934704,0.75,0.74,3.75363127211279e-34,0.325465838509317,13,0.609865470852018,11
"COTL1",1.61648410225993e-38,-0.362340728379395,0.311,0.751,4.28125814483544e-34,0.404191616766467,11,0.588383838383838,10
"C10orf32",1.73738187386595e-38,0.250207812916572,0.544,0.631,4.60145589293397e-34,0.416095890410959,11,0.579699248120301,11
"MAFB",1.9008134357847e-38,1.11210581019457,0.461,0.262,5.03430438467578e-34,0.581818181818182,10,0.426763110307414,10
"PDHA1",1.90965312651881e-38,-0.363387176291771,0.473,0.812,5.05771630558508e-34,0.303149606299213,11,0.550817757009346,10
"SAA2",1.92432315539241e-38,0.550467238576869,0.285,0.596,5.09656987705681e-34,0.892156862745098,8,0.742834394904459,10
"MECR",1.92631903701391e-38,-0.251210839906348,0.245,0.639,5.10185596953135e-34,0.315589353612167,10,0.609502598366741,9
"ZMYND12",2.42846741170506e-38,0.342961278818975,0.254,0.215,6.43179593990086e-34,0.82051282051282,9,0.848017621145374,9
"ABHD14A",2.68589919297585e-38,0.341186598018667,0.486,0.45,7.11360401259653e-34,0.385057471264368,11,0.681434599156118,11
"RAB2A",2.6872065830169e-38,-0.443960195880297,0.742,0.945,7.11706663512027e-34,0.301507537688442,13,0.480421686746988,11
"C4orf19",3.09237305768699e-38,-0.527281570628442,0.41,0.519,8.19015004328401e-34,0.370454545454545,7,0.869406392694064,9
"HLA-DMB",3.50085540221065e-38,-0.309588604895016,0.269,0.559,9.27201553275491e-34,0.543252595155709,11,0.446988973706531,10
"PDGFA",3.90857711486715e-38,-0.276278009612322,0.358,0.751,1.03518664887256e-33,0.341145833333333,10,0.588755527479469,11
"CFAP57",4.20124754466615e-38,0.300388623404829,0.265,0.238,1.11270041220483e-33,0.887323943661972,8,0.820717131474104,6
"PFDN5",4.28264742200238e-38,0.31833845873536,0.922,0.977,1.13425916971733e-33,0.326592517694641,13,0.464077669902913,11
"NFIA",4.3739032705024e-38,0.434049729016122,0.807,0.727,1.15842828119256e-33,0.338337182448037,12,0.539113428943937,10
"ARPC1A",4.74392934204995e-38,-0.837062401349477,0.76,0.936,1.25642968624193e-33,0.330061349693252,13,0.484050632911392,11
"APOBEC3A",6.32257806585633e-38,-0.332233837032578,0.033,0.149,1.67453480074205e-33,0.342857142857143,5,0.544585987261146,7
"HOPX",6.38758200013063e-38,0.966762612191914,0.557,0.523,1.6917510927346e-33,0.473244147157191,13,0.607985480943739,10
"PECAM1",6.61641449245591e-38,0.264494039063857,0.205,0.032,1.75235737832695e-33,0.504545454545455,9,0.313432835820896,6
"FARP1",7.89377311005113e-38,0.272604013375759,0.534,0.532,2.09066580819704e-33,0.349040139616056,12,0.742424242424242,10
"ACTR2",8.94033006741153e-38,-0.288189081629426,0.671,0.908,2.36784641835394e-33,0.330555555555556,13,0.496346555323591,11
"CNTRL",9.2879680009003e-38,0.369357850269511,0.379,0.245,2.45991832503844e-33,0.616707616707617,11,0.4642166344294,10
"WLS",1.0052096998076e-37,0.331564444524059,0.662,0.404,2.66229788994044e-33,0.359154929577465,11,0.518171160609613,10
"PON3",1.03536337356029e-37,0.383068876964416,0.429,0.566,2.74215989487443e-33,0.445652173913043,9,0.749581239530988,10
"SCAND1",1.82247919662641e-37,0.331411168442969,0.868,0.925,4.82683615226505e-33,0.338345864661654,13,0.487692307692308,11
"GLIS3",2.05223502624876e-37,0.325859285263405,0.41,0.111,5.43534446701983e-33,0.322727272727273,10,0.282051282051282,10
"PPAP2C",2.1496979844797e-37,0.57868548067456,0.832,0.889,5.69347511189449e-33,0.353863381858903,12,0.494130202774813,11
"DUSP6",2.26404094250559e-37,1.14827679655558,0.67,0.344,5.99631243622605e-33,0.463143254520167,11,0.566115702479339,11
"JUN",2.38981874275467e-37,0.979223377711217,0.898,0.884,6.32943494018575e-33,0.349585062240664,12,0.490343347639485,11
"IGF1R",2.86607928227873e-37,0.326953274861044,0.596,0.542,7.59081097911521e-33,0.3671875,11,0.636363636363636,9
"ARL13B",3.14413362781358e-37,0.255439961542091,0.42,0.202,8.32723791326426e-33,0.458980044345898,11,0.428571428571429,10
"ENOPH1",3.4224709036818e-37,-0.310216853568988,0.299,0.71,9.06441418840124e-33,0.292834890965732,10,0.610146862483311,10
"LOC100419583",3.50776679977397e-37,-0.266512990466366,0.263,0.616,9.29032036920137e-33,0.361702127659574,10,0.633076923076923,10
"DHRS7B",3.8678699424626e-37,0.418978705208377,0.418,0.305,1.02440535426122e-32,0.520089285714286,11,0.513219284603421,11
"FBLN5",3.88730132846209e-37,0.274809206710508,0.254,0.108,1.02955175684318e-32,0.512820512820513,8,0.726872246696035,7
"AK1",4.55900796815114e-37,0.529824290255433,0.665,0.607,1.20745326036483e-32,0.341736694677871,13,0.46015625,11
"CASP3",6.29836909565116e-37,-0.251657183139279,0.252,0.645,1.66812305498321e-32,0.27037037037037,11,0.629411764705882,11
"ICAM1",6.43232787661505e-37,0.808848573317783,0.576,0.58,1.7036020381215e-32,0.40453074433657,12,0.498366013071895,10
"PTGS2",6.85994414562593e-37,0.484167300167448,0.277,0.129,1.81685620696903e-32,0.585858585858586,11,0.600732600732601,8
"DNAJA4",9.80211991666099e-37,0.464140624731521,0.618,0.627,2.59609145992766e-32,0.467571644042232,12,0.549167927382753,9
"SSR3",9.90346025149763e-37,-0.414416606030318,0.734,0.93,2.62293144760915e-32,0.305837563451777,13,0.487767584097859,11
"KRT81",1.31325387222495e-36,0.696790702297606,0.182,0.014,3.47815288058778e-32,0.871794871794872,7,0.666666666666667,6
"C3",1.40070798456125e-36,-1.33939845104933,0.401,0.623,3.70977509711046e-32,0.434883720930233,12,0.729071537290715,10
"SYNGR2",1.40563869021891e-36,-0.28308574388737,0.86,0.966,3.7228340710448e-32,0.357529794149512,12,0.469578017664377,11
"CLIC6",1.62555110288231e-36,0.302261090135184,0.361,0.237,4.30527209598379e-32,0.560723514211886,10,0.645290581162325,10
"SMAGP",1.72860860511443e-36,-0.425031698485748,0.377,0.77,4.57821989064556e-32,0.397530864197531,9,0.573629081947012,9
"TACC1",1.77766755152781e-36,-0.543762213068394,0.314,0.695,4.70815251022142e-32,0.409495548961424,11,0.641882673942701,10
"SFTA3",1.87586004272972e-36,0.698611693119718,0.5,0.173,4.96821532316966e-32,0.414179104477612,10,0.315068493150685,11
"FAM221A",2.58751695813651e-36,0.256236514786219,0.377,0.18,6.85303866362455e-32,0.475247524752475,10,0.473684210526316,10
"FBXW5",3.21766583053953e-36,-0.47884303399545,0.61,0.883,8.52198795218394e-32,0.312977099236641,11,0.513150831991412,11
"TMC4",4.26899413130305e-36,0.299729888414431,0.716,0.728,1.13064309567561e-31,0.39453125,10,0.605211726384365,10
"RHOC",4.45129175265601e-36,-0.282145723441209,0.692,0.927,1.17892462069094e-31,0.390835579514825,11,0.48721881390593,11
"LINC00342",4.55257213941725e-36,0.524920453624756,0.41,0.196,1.20574873112466e-31,0.422727272727273,11,0.526570048309179,9
"PSMA3-AS1",7.99624870716985e-36,0.363575550484993,0.8,0.768,2.11780647009394e-31,0.342657342657343,12,0.539506172839506,10
"CAMK2G",1.32273165684025e-35,-0.360596574777535,0.28,0.699,3.50325479314141e-31,0.32,10,0.630257801899593,10
"MAPK1IP1L",1.38085977949821e-35,-0.281307716522463,0.673,0.902,3.65720712600101e-31,0.379501385041551,12,0.502628811777077,11
"TBX15",1.46327861568987e-35,0.356998942477784,0.228,0.053,3.87549341365463e-31,0.514285714285714,7,0.589285714285714,6
"CCDC88C",1.47204034766607e-35,0.429443061633469,0.524,0.457,3.89869886079359e-31,0.437722419928826,11,0.559128630705394,9
"ATIC",1.66008005242285e-35,-0.378377075269868,0.457,0.798,4.39672201884191e-31,0.314285714285714,11,0.549940546967895,11
"GORASP2",2.02903998344861e-35,-0.358607629763863,0.529,0.846,5.37391239616365e-31,0.345070422535211,11,0.535313901345291,11
"VAMP3",2.38911701796678e-35,-0.300308348621529,0.511,0.836,6.32757642208501e-31,0.295620437956204,12,0.529211571185479,10
"LTA4H",2.46348968321185e-35,0.392210790625929,0.633,0.75,6.52455242598659e-31,0.44918998527246,12,0.534134007585335,10
"RAP1B",2.5426003346357e-35,0.312328194409029,0.758,0.909,6.73407698628266e-31,0.431734317343173,11,0.496871741397289,11
"ZFP36L2",2.94896389392339e-35,0.537720034455134,0.815,0.819,7.81033087305609e-31,0.362700228832952,12,0.524884259259259,10
"GLIPR2",3.09914910668477e-35,0.402982237203647,0.303,0.088,8.20809640905462e-31,0.815384615384615,10,0.779569892473118,8
"ISOC1",3.36047934917776e-35,-0.272708217821025,0.319,0.699,8.9002295562973e-31,0.394736842105263,11,0.619661016949153,10
"ILF2",4.02568735279163e-35,-0.426405039096521,0.751,0.91,1.06620329538686e-30,0.326302729528536,13,0.498176133402814,11
"RUNX1",6.36880948170754e-35,0.402702676313246,0.693,0.561,1.68677919123024e-30,0.373655913978495,12,0.456925675675676,9
"CARHSP1",6.52312444371343e-35,-0.261476626860615,0.532,0.873,1.7276495089175e-30,0.311733800350263,12,0.520086862106406,11
"NUDC",8.86316579428454e-35,0.638970887981956,0.864,0.946,2.34740946061626e-30,0.348435814455232,12,0.47719298245614,11
"ATHL1",9.24747751700453e-35,0.571661450088691,0.281,0.151,2.44919442037865e-30,0.6578073089701,11,0.613207547169811,9
"ERBB2",1.10791150767812e-34,0.368733856872414,0.638,0.702,2.93430362808551e-30,0.386861313868613,11,0.621621621621622,11
"C4BPB",1.39663822594491e-34,0.353386346508311,0.323,0.295,3.6989963414151e-30,0.573487031700288,9,0.73354735152488,9
"RAP1GAP",1.62089098443534e-34,0.319558226363841,0.367,0.111,4.29292977227699e-30,0.423857868020305,11,0.252136752136752,9
"FCGRT",1.68642991859876e-34,0.686255565741638,0.821,0.695,4.46650963940883e-30,0.324631101021566,12,0.375170532060027,11
"SAA2-SAA4",1.72241869871602e-34,0.361856749089674,0.187,0.279,4.56182592354939e-30,0.975124378109453,4,0.860780984719864,7
"FAM161A",1.80932347318977e-34,0.268592924464144,0.33,0.096,4.7919932187431e-30,0.573446327683616,12,0.541871921182266,10
"CACUL1",1.82046690237144e-34,-0.683709985846084,0.574,0.869,4.82150659093075e-30,0.344155844155844,12,0.519650655021834,10
"DUSP23",2.12949484463547e-34,0.372974628499757,0.717,0.879,5.63996709601703e-30,0.422626788036411,13,0.514301133297356,11
"SURF4",2.7306192023202e-34,-0.452591539760245,0.619,0.889,7.23204495734505e-30,0.352409638554217,11,0.507470651013874,10
"DHRS3",3.10798277337483e-34,-0.305544654949109,0.773,0.911,8.23149237528325e-30,0.382388419782871,12,0.497657470067673,11
"CRTAP",3.41448403426337e-34,-0.361425319058891,0.412,0.774,9.04326096474653e-30,0.402714932126697,11,0.576593137254902,11
"BTG3",4.14671197478136e-34,0.648222203318652,0.763,0.866,1.09825666652084e-29,0.402930402930403,11,0.498357064622125,11
"DDX17",4.47145710470673e-34,0.301051105402258,0.903,0.89,1.18426541418158e-29,0.327141382868937,13,0.508790623335109,11
"TFCP2L1",4.47876429116835e-34,-0.518807237987727,0.174,0.615,1.18620072251594e-29,0.390374331550802,10,0.728043143297381,9
"CEP290",4.57498670677561e-34,0.277556441024693,0.521,0.415,1.21168522928952e-29,0.449016100178891,11,0.549086757990868,10
"C1orf116",4.65128398930834e-34,-0.495343421097377,0.384,0.753,1.23189256456831e-29,0.366504854368932,11,0.593455003146633,9
"USP22",4.65404051946269e-34,0.416763863350718,0.773,0.766,1.23262263157969e-29,0.346200241254524,12,0.560371517027864,10
"TBRG4",4.71683534323795e-34,-0.288922128117097,0.357,0.734,1.24925384065657e-29,0.347258485639687,9,0.597805035506779,10
"ADGRE5",6.0051346735236e-34,0.447988541991516,0.512,0.423,1.59045991828272e-29,0.400728597449909,10,0.520716685330347,10
"DDR1",8.33935969773044e-34,0.391868426780557,0.791,0.886,2.20867941594391e-29,0.348645465253239,12,0.509898341359015,11
"MAPRE1",8.95080159923891e-34,-0.263405499260841,0.468,0.8,2.37061980355843e-29,0.322709163346614,11,0.554238292827504,10
"TUB",9.35235758328698e-34,0.290028206341731,0.186,0.039,2.47697190593356e-29,0.805,7,0.390243902439024,7
"ANXA11",9.49629871358573e-34,-0.551045893689078,0.836,0.953,2.51509471429318e-29,0.341137123745819,13,0.476854156296665,10
"KCTD3",9.65848224191005e-34,-0.482561328026637,0.187,0.625,2.55804902176988e-29,0.442786069651741,11,0.707890743550835,10
"LYPLA1",9.69824183402926e-34,-0.431448343338498,0.432,0.798,2.56857934974265e-29,0.372844827586207,11,0.565320665083135,10
"KLHDC9",1.03465457266696e-33,0.367104410774855,0.345,0.402,2.74028263570843e-29,0.675675675675676,10,0.769775678866588,11
"CREB5",1.10932229404407e-33,0.323430673599504,0.287,0.061,2.93804009577571e-29,0.61038961038961,9,0.4453125,7
"PMM2",1.14549028085631e-33,-0.257143785449472,0.307,0.72,3.03383100884795e-29,0.346504559270517,11,0.608294930875576,10
"DUSP10",1.1841309892919e-33,-0.401250485380132,0.451,0.766,3.1361709251396e-29,0.402892561983471,11,0.572755417956656,10
"CYB5R1",1.21371626455294e-33,0.348269154093481,0.624,0.729,3.21452752666846e-29,0.440298507462687,12,0.569570871261378,11
"SMARCA4",1.22644432643069e-33,0.386666828776951,0.714,0.709,3.24823779855167e-29,0.327676240208877,12,0.533779264214047,11
"RSPH3",1.27724643547496e-33,0.274621575502173,0.379,0.444,3.38278718435542e-29,0.58968058968059,10,0.747863247863248,10
"LUCAT1",1.32132597573773e-33,0.362063178547165,0.328,0.108,3.49953184674138e-29,0.485795454545455,11,0.286343612334802,8
"SPRY4",1.34568318144993e-33,0.316070880806034,0.363,0.078,3.56404190607014e-29,0.547557840616967,10,0.384146341463415,9
"TGIF1",1.3540823981705e-33,-0.280230268124131,0.647,0.876,3.58628723155457e-29,0.361671469740634,12,0.514069264069264,10
"CYP24A1",1.35537217587077e-33,0.671957421463567,0.261,0.035,3.58970320779375e-29,0.585714285714286,7,0.391891891891892,7
"SLC22A23",1.46655132749872e-33,0.319908115777755,0.443,0.318,3.88416119088036e-29,0.437894736842105,12,0.602985074626866,10
"TBC1D15",1.69098952627221e-33,-0.307401182332799,0.248,0.669,4.47858576033194e-29,0.334586466165414,10,0.615875265768958,10
"BCKDK",1.69173588625047e-33,-0.323036381882221,0.394,0.775,4.48056249473438e-29,0.340425531914894,12,0.576499388004896,10
"LGMN",1.82592703200673e-33,0.694698218423863,0.702,0.666,4.83596774426982e-29,0.394422310756972,12,0.44017094017094,11
"MEG3",2.36219341738377e-33,0.526883259937985,0.115,0.009,6.2562692659409e-29,0.788617886178862,7,0.526315789473684,5
"ZNF440",2.47605373788341e-33,0.288237914590406,0.339,0.169,6.55782832478422e-29,0.67032967032967,9,0.417366946778712,10
"C11orf96",2.63343863882493e-33,0.484122112236567,0.34,0.077,6.97466223492782e-29,0.473972602739726,10,0.487654320987654,7
"TMEM183A",2.6784046856813e-33,-0.30371943474799,0.441,0.797,7.09375481002691e-29,0.353065539112051,11,0.565139797739441,10
"AQP5",2.79238964736174e-33,0.368159265078953,0.339,0.062,7.39564398103758e-29,0.571428571428571,9,0.770992366412214,6
"AHCYL1",3.05866274408333e-33,0.452088729758091,0.723,0.715,8.10086827770471e-29,0.342783505154639,13,0.543766578249337,10
"TSTA3",3.63616793850822e-33,-0.302535976452704,0.561,0.861,9.63039078513901e-29,0.284053156146179,13,0.520110192837466,10
"TMED1",3.73337588010723e-33,0.492664950169577,0.583,0.584,9.887846018464e-29,0.337060702875399,13,0.584890333062551,11
"IL6",4.39638874649081e-33,0.796480241752937,0.251,0.049,1.16438355950809e-28,0.684014869888476,8,0.432692307692308,7
"RHPN1",5.130892511913e-33,0.297405134038347,0.38,0.219,1.35891688178016e-28,0.600490196078431,11,0.490238611713666,10
"NEK1",5.3841277129643e-33,0.308083553316663,0.367,0.249,1.42598622477859e-28,0.606598984771574,12,0.475285171102662,10
"ANAPC11",6.30172385701748e-33,-0.252140962456261,0.888,0.979,1.66901156353108e-28,0.331584470094439,13,0.463662790697674,11
"TOR1AIP2",7.74760711940261e-33,-0.511878073677798,0.806,0.961,2.05195374557378e-28,0.332947976878613,13,0.472126295017267,11
"LAP3",9.44322796924155e-33,-0.331429027974956,0.601,0.867,2.50103892765362e-28,0.446511627906977,11,0.512301804264625,10
"GIT2",1.10094970112459e-32,-0.435810977434392,0.318,0.713,2.91586528342849e-28,0.489736070381232,10,0.630073186959414,10
"CLDN4",1.10371850696488e-32,-0.266272386908246,0.967,0.959,2.92319846569648e-28,0.346820809248555,12,0.473293768545994,11
"SAT2",1.23192075142995e-32,0.295784949767773,0.535,0.251,3.26274211016221e-28,0.353658536585366,11,0.362948960302457,10
