"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene","sig"
"PIM1",1.10232237738919e-43,-0.276506137591269,0.112,0.426,2.91950081651526e-39,0.296875,7,0.576195773081201,10,"PIM1","p_val_adj<0.05"
"DEDD2",4.02213205315317e-11,-0.276652138552925,0.607,0.791,1.06526167427762e-06,0.37463976945245,10,0.497303774715398,10,"DEDD2","p_val_adj<0.05"
"TMED2",1.18190849488006e-26,-0.276899428476866,0.774,0.932,3.13028464868984e-22,0.334085778781038,9,0.486513994910941,11,"TMED2","p_val_adj<0.05"
"BARD1",3.74867243553203e-58,-0.277264412884714,0.304,0.706,9.92835894550657e-54,0.459770114942529,6,0.571236559139785,10,"BARD1","p_val_adj<0.05"
"THBD",1.1249700694409e-39,-0.277486546360498,0.049,0.323,2.97948322891423e-35,0.464285714285714,3,0.572687224669604,8,"THBD","p_val_adj<0.05"
"ERGIC3",4.46671725551443e-24,-0.277551131787461,0.885,0.941,1.183010065123e-19,0.347826086956522,10,0.481854838709677,10,"ERGIC3","p_val_adj<0.05"
"NAGA",2.41565853284394e-32,-0.277748905186018,0.295,0.564,6.39787162423718e-28,0.408284023668639,8,0.778805719091674,10,"NAGA","p_val_adj<0.05"
"SLC12A8",1.49245413908008e-44,-0.277911190949269,0.128,0.451,3.95276478735359e-40,0.438356164383562,4,0.44327731092437,10,"SLC12A8","p_val_adj<0.05"
"CCNDBP1",1.10302013910284e-35,-0.278212897253954,0.573,0.845,2.92134883841387e-31,0.356707317073171,9,0.523275378575435,10,"CCNDBP1","p_val_adj<0.05"
"DUSP2",0.344554137236674,-0.278535170380933,0.159,0.138,1,0.472527472527473,6,0.578767123287671,8,"DUSP2","NS"
"SNAI2",2.76293734950353e-27,-0.278629809318789,0.014,0.202,7.31763957016009e-23,0.875,2,0.734117647058824,7,"SNAI2","p_val_adj<0.05"
"HILPDA",7.71012544076337e-30,-0.278756792403417,0.304,0.568,2.04202672298618e-25,0.379310344827586,8,0.720133667502089,10,"HILPDA","p_val_adj<0.05"
"CCNB2",7.28739912600069e-22,-0.279135347417865,0.052,0.229,1.93006765852128e-17,0.433333333333333,6,0.395445134575569,10,"CCNB2","p_val_adj<0.05"
"SNRPG",1.49120112180909e-41,-0.279229015922896,0.816,0.965,3.94944617111138e-37,0.364025695931477,9,0.470039292730845,10,"SNRPG","p_val_adj<0.05"
"HNRNPF",2.23383926295689e-35,-0.279747944628713,0.774,0.921,5.91632328794132e-31,0.345372460496614,9,0.491761071060762,10,"HNRNPF","p_val_adj<0.05"
"RNF168",6.190373312514e-20,-0.279841857478998,0.411,0.643,1.63952037181933e-15,0.319148936170213,8,0.426253687315634,9,"RNF168","p_val_adj<0.05"
"SMAD1",2.68640779798563e-68,-0.280154303996613,0.274,0.713,7.11495105296493e-64,0.292993630573248,8,0.583776595744681,11,"SMAD1","p_val_adj<0.05"
"SRPR",1.44754712774387e-25,-0.280282049283488,0.682,0.822,3.83382856782965e-21,0.356410256410256,9,0.54959630911188,11,"SRPR","p_val_adj<0.05"
"VDAC3",7.9219956264839e-29,-0.280493162421696,0.673,0.892,2.09814054167426e-24,0.345454545454545,10,0.492561105207226,11,"VDAC3","p_val_adj<0.05"
"PLEKHA1",7.46329994371425e-26,-0.280529135258045,0.593,0.768,1.97665499009272e-21,0.351032448377581,8,0.585802469135802,10,"PLEKHA1","p_val_adj<0.05"
"VCP",2.20990485168514e-26,-0.28073237234197,0.83,0.923,5.8529329996881e-22,0.343157894736842,10,0.491525423728814,11,"VCP","p_val_adj<0.05"
"NACA",2.78509926794144e-36,-0.281929027447284,0.93,0.988,7.37633541114289e-32,0.347744360902256,10,0.459213051823416,11,"NACA","p_val_adj<0.05"
"SAMD9L",1.638166469588e-68,-0.282380336976256,0.18,0.643,4.33868389470381e-64,0.592233009708738,9,0.546794399410464,9,"SAMD9L","p_val_adj<0.05"
"DNAJB6",3.50207313786643e-33,-0.282520956430947,0.813,0.945,9.27524070563925e-29,0.372043010752688,9,0.478915662650602,11,"DNAJB6","p_val_adj<0.05"
"NOP10",3.3386191687248e-52,-0.28269138091537,0.719,0.95,8.84233286836762e-48,0.372262773722628,9,0.475548902195609,10,"NOP10","p_val_adj<0.05"
"HSPB1",0.907808337222811,-0.283005374374805,0.983,0.994,1,0.345195729537367,10,0.45706106870229,11,"HSPB1","NS"
"PSMA7",4.95710060652484e-17,-0.283525279830037,0.928,0.986,1.3128880956381e-12,0.348399246704331,10,0.45983645983646,11,"PSMA7","p_val_adj<0.05"
"RPN1",4.22178405220106e-26,-0.283581917525549,0.864,0.948,1.11813950622545e-21,0.336032388663968,9,0.4785,11,"RPN1","p_val_adj<0.05"
"ACKR2",4.65544358147784e-62,-0.283789787537099,0.084,0.468,1.23299423255441e-57,0.479166666666667,5,0.94331983805668,7,"ACKR2","p_val_adj<0.05"
"MZT2B",8.32117871472846e-12,-0.285191518967045,0.801,0.973,2.20386418259583e-07,0.379912663755459,8,0.460301997077448,11,"MZT2B","p_val_adj<0.05"
"ADIRF",0.226029236946641,-0.285445980439548,0.694,0.772,1,0.385390428211587,9,0.43707796193984,10,"ADIRF","NS"
"GPC1",9.63779859125616e-89,-0.28554047536921,0.25,0.759,2.55257095689419e-84,0.314685314685315,6,0.55527795128045,10,"GPC1","p_val_adj<0.05"
"NTMT1",1.16893833902402e-70,-0.285589427587709,0.309,0.764,3.09593319090512e-66,0.299435028248588,7,0.548727498448169,10,"NTMT1","p_val_adj<0.05"
"CFL1",3.66734141007608e-31,-0.286374674298286,0.972,0.995,9.7129537245865e-27,0.348920863309353,10,0.455931395902811,11,"CFL1","p_val_adj<0.05"
"GNA15",2.88067186994288e-86,-0.286586254829008,0.14,0.648,7.62945944754371e-82,0.4625,6,0.546120058565154,9,"GNA15","p_val_adj<0.05"
"MANF",1.65965293868345e-49,-0.286705937440399,0.449,0.786,4.39559080810311e-45,0.346303501945525,8,0.56875753920386,10,"MANF","p_val_adj<0.05"
"MPPE1",9.49400412061428e-37,-0.287173448812024,0.357,0.625,2.51448699134469e-32,0.411764705882353,6,0.708649468892261,11,"MPPE1","p_val_adj<0.05"
"RIPK2",9.25859818313139e-45,-0.287214215079046,0.304,0.637,2.45213972880235e-40,0.35632183908046,8,0.552083333333333,10,"RIPK2","p_val_adj<0.05"
"SRPX2",6.0195272064413e-45,-0.287361672252674,0.04,0.344,1.59427178062598e-40,0.304347826086957,5,0.358126721763085,7,"SRPX2","p_val_adj<0.05"
"KIAA0101",2.53829018852162e-16,-0.287594747628642,0.101,0.253,6.72266156429951e-12,0.362068965517241,5,0.524344569288389,10,"KIAA0101","p_val_adj<0.05"
"CANX",7.9995334820212e-24,-0.287745737738679,0.92,0.961,2.11867644271332e-19,0.347908745247148,9,0.472619634928466,11,"CANX","p_val_adj<0.05"
"SPR",2.35898816468205e-37,-0.288010119669284,0.551,0.854,6.24778015416041e-33,0.463492063492064,8,0.526637069922309,10,"SPR","p_val_adj<0.05"
"AP2S1",9.56068596478737e-18,-0.288037012363007,0.668,0.927,2.53214767777393e-13,0.340314136125654,9,0.466223132036848,11,"AP2S1","p_val_adj<0.05"
"TPBG",6.9019617473371e-73,-0.288060783827714,0.247,0.713,1.82798456878223e-68,0.468085106382979,8,0.62874251497006,10,"TPBG","p_val_adj<0.05"
"RPS14",3.14274960004797e-16,-0.288343811807551,0.965,0.999,8.32357231572704e-12,0.346014492753623,9,0.454674893213099,11,"RPS14","p_val_adj<0.05"
"NIT2",1.18847197006582e-40,-0.28836811992392,0.441,0.762,3.14766801271932e-36,0.333333333333333,9,0.562810945273632,11,"NIT2","p_val_adj<0.05"
"SPINK1",4.48464660751856e-41,-0.288640723767557,0.154,0.502,1.18775865400129e-36,0.454545454545455,5,0.798676748582231,7,"SPINK1","p_val_adj<0.05"
"MID1",1.14223063680741e-63,-0.288649905618629,0.287,0.685,3.02519784158444e-59,0.292682926829268,9,0.647750865051903,10,"MID1","p_val_adj<0.05"
"SH2D4A",8.90593508874849e-57,-0.289119485212378,0.344,0.707,2.35873690825504e-52,0.309644670050761,8,0.634048257372654,10,"SH2D4A","p_val_adj<0.05"
"NINJ1",9.88761046519994e-15,-0.289299113386391,0.64,0.851,2.61873363170821e-10,0.314207650273224,9,0.497212931995541,10,"NINJ1","p_val_adj<0.05"
"WDR66",4.30504245936843e-23,-0.289438575359688,0.145,0.349,1.14019049536373e-18,0.36144578313253,8,0.696598639455782,9,"WDR66","p_val_adj<0.05"
"HN1L",4.27691312728747e-33,-0.289640693299478,0.682,0.831,1.13274044176209e-28,0.343589743589744,10,0.545091324200913,10,"HN1L","p_val_adj<0.05"
"BPNT1",1.54237030159057e-34,-0.289841563852753,0.376,0.623,4.08496774376262e-30,0.441860465116279,8,0.706778370144707,9,"BPNT1","p_val_adj<0.05"
"NDUFV2",1.34833209679485e-27,-0.289864716215203,0.82,0.907,3.57105755836116e-23,0.358208955223881,10,0.5,11,"NDUFV2","p_val_adj<0.05"
"EIF4A3",2.06790390706709e-27,-0.290243054366523,0.733,0.92,5.47684349786719e-23,0.362768496420048,10,0.490721649484536,10,"EIF4A3","p_val_adj<0.05"
"UBE2L3",3.84693268747741e-56,-0.290557092544265,0.72,0.919,1.01886012227839e-51,0.398058252427184,10,0.493037648272305,10,"UBE2L3","p_val_adj<0.05"
"PGM1",7.88627136987191e-33,-0.290736659606168,0.477,0.712,2.08867897231058e-28,0.380952380952381,9,0.619174434087883,11,"PGM1","p_val_adj<0.05"
"COX5A",1.17712480070524e-34,-0.291238128822664,0.851,0.962,3.11761503466782e-30,0.359342915811088,10,0.471168063085264,10,"COX5A","p_val_adj<0.05"
"BLNK",1.09013756679085e-72,-0.291659905307308,0.07,0.497,2.88722934564557e-68,0.55,4,0.755004766444233,10,"BLNK","p_val_adj<0.05"
"SCEL",3.5435896998472e-33,-0.292304163483711,0.255,0.532,9.38519732004531e-29,0.732876712328767,6,0.808377896613191,8,"SCEL","p_val_adj<0.05"
"HNRNPK",5.39157982088685e-28,-0.292927073149238,0.93,0.979,1.42795991556188e-23,0.360902255639098,10,0.459786821705426,11,"HNRNPK","p_val_adj<0.05"
"HLA-C",6.53227801251916e-33,-0.293228309818899,0.977,0.997,1.7300738316157e-28,0.34525939177102,10,0.455539705183072,11,"HLA-C","p_val_adj<0.05"
"SAMM50",2.21009817737425e-40,-0.293360911670476,0.388,0.668,5.8534450227757e-36,0.351351351351351,9,0.651988636363636,10,"SAMM50","p_val_adj<0.05"
"MIEN1",1.3962904058205e-52,-0.293383203768479,0.64,0.933,3.69807513981559e-48,0.336065573770492,10,0.483985765124555,11,"MIEN1","p_val_adj<0.05"
"BIK",1.68939635426397e-63,-0.29363025992846,0.278,0.715,4.47436624426812e-59,0.276729559748428,7,0.619110816191108,10,"BIK","p_val_adj<0.05"
"DYNLL1",5.81527802178896e-42,-0.293634097434745,0.902,0.979,1.54017638407081e-37,0.364341085271318,10,0.463662790697674,11,"DYNLL1","p_val_adj<0.05"
"LGALS1",0.0519832352487965,-0.293820680286807,0.323,0.263,1,0.513513513513513,8,0.434234234234234,10,"LGALS1","NS"
"FUCA2",3.10272035151793e-32,-0.294162461408683,0.535,0.75,8.21755485099525e-28,0.369281045751634,10,0.593295382669197,10,"FUCA2","p_val_adj<0.05"
"TGFBI",8.69230184600716e-37,-0.294178376229252,0.304,0.634,2.302156143915e-32,0.413793103448276,8,0.5,10,"TGFBI","p_val_adj<0.05"
"APEX2",1.80456419060009e-60,-0.294234236177414,0.166,0.581,4.77938825880434e-56,0.294736842105263,7,0.66721044045677,10,"APEX2","p_val_adj<0.05"
"PLOD3",1.16850997592295e-43,-0.294494600178864,0.332,0.637,3.09479867123194e-39,0.342105263157895,6,0.679315476190476,10,"PLOD3","p_val_adj<0.05"
"TMEM183A",1.19305403881591e-66,-0.294746726695574,0.472,0.797,3.15980362180394e-62,0.359259259259259,10,0.565139797739441,10,"TMEM183A","p_val_adj<0.05"
"CLDND1",4.92432400503969e-46,-0.295073314600485,0.383,0.744,1.30420721273476e-41,0.315068493150685,8,0.559235668789809,10,"CLDND1","p_val_adj<0.05"
"TSFM",1.29844910356756e-35,-0.295088072768839,0.355,0.667,3.43894245079867e-31,0.364532019704433,8,0.541577825159915,10,"TSFM","p_val_adj<0.05"
"LINC01503",1.32095795388578e-84,-0.295089568220297,0.075,0.544,3.49855714086648e-80,0.558139534883721,4,0.660278745644599,10,"LINC01503","p_val_adj<0.05"
"ERAP1",4.61392269099999e-54,-0.295118286290906,0.329,0.672,1.22199742471135e-49,0.484042553191489,8,0.662905500705219,10,"ERAP1","p_val_adj<0.05"
"CALD1",4.65712701470674e-42,-0.295127288376312,0.077,0.375,1.23344008984508e-37,0.454545454545455,8,0.469026548672566,9,"CALD1","p_val_adj<0.05"
"NTN4",1.524900064428e-45,-0.295163828440423,0.386,0.669,4.03869782063756e-41,0.506787330316742,8,0.670212765957447,10,"NTN4","p_val_adj<0.05"
"ARFGAP3",1.3515378315495e-16,-0.295181676272886,0.579,0.672,3.57954794685886e-12,0.365558912386707,8,0.669957686882934,10,"ARFGAP3","p_val_adj<0.05"
"COX7C",5.53474319946107e-42,-0.295395718475186,0.914,0.993,1.46587673637726e-37,0.338432122370937,10,0.45727923627685,11,"COX7C","p_val_adj<0.05"
"SIGMAR1",3.5014079571059e-39,-0.29648371365818,0.441,0.776,9.27347897439498e-35,0.341269841269841,9,0.507635919364692,10,"SIGMAR1","p_val_adj<0.05"
"DTYMK",9.48035703150698e-28,-0.296663705104931,0.36,0.64,2.51087255979462e-23,0.475728155339806,8,0.478518518518519,10,"DTYMK","p_val_adj<0.05"
"CLDN7",6.88325622560155e-27,-0.296712566194637,0.927,0.947,1.82303041135057e-22,0.350943396226415,10,0.479479479479479,11,"CLDN7","p_val_adj<0.05"
"LPGAT1",1.24197046093194e-64,-0.297195026107734,0.297,0.684,3.28935876577823e-60,0.323529411764706,6,0.654192654192654,10,"LPGAT1","p_val_adj<0.05"
"COQ2",2.02806941033227e-63,-0.297325003092317,0.213,0.624,5.37134183326502e-59,0.409836065573771,7,0.664893617021277,10,"COQ2","p_val_adj<0.05"
"TRAF2",1.42030250734582e-54,-0.297368412298662,0.238,0.621,3.76167119070541e-50,0.308823529411765,7,0.688549618320611,10,"TRAF2","p_val_adj<0.05"
"TIMM8B",2.59626206062801e-68,-0.29811301743718,0.654,0.94,6.87620006757328e-64,0.36096256684492,9,0.481089258698941,11,"TIMM8B","p_val_adj<0.05"
"ORMDL2",1.37433130251746e-56,-0.298298475464905,0.638,0.906,3.6399164547175e-52,0.356164383561644,9,0.49869178440607,11,"ORMDL2","p_val_adj<0.05"
"ATP6V1G1",8.42325873776137e-33,-0.298628853806474,0.783,0.97,2.2309000766961e-28,0.368303571428571,10,0.466992665036675,10,"ATP6V1G1","p_val_adj<0.05"
"FAM162A",3.46436963744802e-30,-0.298668447560855,0.54,0.823,9.17538298478109e-26,0.362459546925566,9,0.415898617511521,11,"FAM162A","p_val_adj<0.05"
"UBE2A",5.46769509385598e-43,-0.298785596264539,0.61,0.86,1.44811904560776e-38,0.355300859598854,9,0.525648097076668,10,"UBE2A","p_val_adj<0.05"
"ANXA8",1.19152978916828e-36,-0.299294482846521,0.033,0.28,3.15576664661219e-32,0.789473684210526,4,0.935702199661591,7,"ANXA8","p_val_adj<0.05"
"BHLHE40",2.75700914906781e-29,-0.299551347280729,0.425,0.689,7.30193873130608e-25,0.300411522633745,9,0.488995873452545,11,"BHLHE40","p_val_adj<0.05"
"DDX47",4.5121007048759e-48,-0.29959312676651,0.502,0.82,1.19502987168638e-43,0.365853658536585,8,0.521688837478311,11,"DDX47","p_val_adj<0.05"
"AK4",4.43611362206929e-79,-0.299896822270968,0.11,0.574,1.17490469280505e-74,0.396825396825397,5,0.673553719008264,9,"AK4","p_val_adj<0.05"
"SUMO1",4.44273817644866e-35,-0.300329280748692,0.757,0.955,1.17665920603243e-30,0.362586605080831,9,0.473684210526316,10,"SUMO1","p_val_adj<0.05"
"PTAFR",3.38980009824745e-41,-0.300341964313276,0.072,0.357,8.97788556020837e-37,0.48780487804878,4,0.444887118193891,8,"PTAFR","p_val_adj<0.05"
"TUSC3",2.42458882436186e-20,-0.300487141008953,0.159,0.349,6.42152350132239e-16,0.494505494505495,8,0.720488466757124,7,"TUSC3","p_val_adj<0.05"
"FAM220A",1.24485983428524e-34,-0.301105389004497,0.344,0.6,3.29701127110446e-30,0.380710659898477,8,0.744664031620553,9,"FAM220A","p_val_adj<0.05"
"TNFAIP8",6.98747754342867e-68,-0.30134275061767,0.215,0.665,1.85063342737708e-63,0.357723577235772,5,0.542082738944365,10,"TNFAIP8","p_val_adj<0.05"
"RPL15",1.4491732356095e-30,-0.302262911989473,0.97,0.997,3.83813531451175e-26,0.34954954954955,10,0.455539705183072,11,"RPL15","p_val_adj<0.05"
"CDC42SE2",1.4509564075262e-82,-0.302379274883334,0.586,0.913,3.84285804533314e-78,0.328358208955224,9,0.492987012987013,11,"CDC42SE2","p_val_adj<0.05"
"LAPTM4A",3.44497195683093e-25,-0.302418359753089,0.867,0.976,9.12400822766671e-21,0.340725806451613,10,0.464303059737737,11,"LAPTM4A","p_val_adj<0.05"
"SRP9",8.38025180285424e-20,-0.302454908775517,0.851,0.961,2.21950968998594e-15,0.361396303901437,10,0.471865745310958,11,"SRP9","p_val_adj<0.05"
"CYB561D2",1.01537731672799e-38,-0.302604933081273,0.374,0.661,2.68922682335407e-34,0.453271028037383,7,0.682437275985663,11,"CYB561D2","p_val_adj<0.05"
"DNAJC7",1.1382834657091e-41,-0.303133081888545,0.523,0.825,3.01474375893055e-37,0.364548494983278,9,0.483333333333333,10,"DNAJC7","p_val_adj<0.05"
"NDUFB4",2.24207127465237e-51,-0.303666019737693,0.874,0.988,5.9381257709168e-47,0.36,9,0.459433509361498,11,"NDUFB4","p_val_adj<0.05"
"GBP4",2.47554089217764e-41,-0.30372338225512,0.108,0.414,6.55647005293247e-37,0.354838709677419,8,0.439359267734554,8,"GBP4","p_val_adj<0.05"
"RUVBL2",9.98767109516902e-13,-0.304077397612558,0.594,0.744,2.64523468955552e-08,0.364705882352941,9,0.41656050955414,11,"RUVBL2","p_val_adj<0.05"
"PARK7",3.41714222287025e-15,-0.304580308435219,0.914,0.972,9.05030117727187e-11,0.344168260038241,10,0.465365853658537,11,"PARK7","p_val_adj<0.05"
"STRAP",7.2139649736706e-43,-0.304827047302013,0.628,0.875,1.91061862327666e-38,0.342618384401114,9,0.514905149051491,10,"STRAP","p_val_adj<0.05"
"SYK",9.10459189965737e-94,-0.304907075794674,0.145,0.662,2.41135116462426e-89,0.385542168674699,8,0.578080229226361,10,"SYK","p_val_adj<0.05"
"SMUG1",1.70484433740971e-73,-0.30495048893414,0.397,0.826,4.51528022762962e-69,0.378854625550661,8,0.536431440045898,11,"SMUG1","p_val_adj<0.05"
"CCDC90B",2.46335666809095e-57,-0.305981306672397,0.4,0.757,6.52420013543889e-53,0.362445414847162,10,0.591108328115216,11,"CCDC90B","p_val_adj<0.05"
"SLC44A4",3.45438185862466e-07,-0.306043628201614,0.668,0.679,0.0091489303525674,0.405759162303665,9,0.665736217725052,11,"SLC44A4","p_val_adj<0.05"
"LDHB",0.864323179642928,-0.306405284398838,0.713,0.566,1,0.350490196078431,10,0.482816429170159,11,"LDHB","NS"
"TLK1",5.83984908601339e-45,-0.306438173269007,0.524,0.806,1.54668403043065e-40,0.373333333333333,10,0.548557975279576,10,"TLK1","p_val_adj<0.05"
"KCNK1",1.14546400633594e-65,-0.306501526757079,0.294,0.728,3.03376142078073e-61,0.589285714285714,7,0.619791666666667,11,"KCNK1","p_val_adj<0.05"
"GSKIP",8.14460676119862e-51,-0.306513426618181,0.299,0.616,2.15709910070345e-46,0.380116959064327,8,0.706697459584296,11,"GSKIP","p_val_adj<0.05"
"UGP2",1.38635236056345e-26,-0.306554524875931,0.622,0.776,3.67175422695228e-22,0.373595505617978,8,0.580684596577017,11,"UGP2","p_val_adj<0.05"
"TRAPPC4",2.40703809844341e-40,-0.306826452593435,0.589,0.851,6.37504040372737e-36,0.338278931750742,8,0.519777158774373,11,"TRAPPC4","p_val_adj<0.05"
"SLC25A5",2.26172794607564e-32,-0.307496307360495,0.893,0.978,5.99018646518133e-28,0.344422700587084,9,0.463627546071775,11,"SLC25A5","p_val_adj<0.05"
"C19orf48",1.41187099846835e-08,-0.307527725268947,0.406,0.519,0.000373934033944343,0.344827586206897,8,0.418264840182648,10,"C19orf48","p_val_adj<0.05"
"TMEM50A",5.86161414224676e-36,-0.307797561429912,0.841,0.955,1.55244850557405e-31,0.357588357588358,9,0.4746772591857,11,"TMEM50A","p_val_adj<0.05"
"MRPL24",1.49663269428895e-45,-0.307827120847577,0.629,0.874,3.96383169082428e-41,0.316666666666667,9,0.517634291915355,10,"MRPL24","p_val_adj<0.05"
"TCTN3",8.23965417418177e-42,-0.308281906068533,0.381,0.686,2.18227240803204e-37,0.339449541284404,9,0.621023513139696,10,"TCTN3","p_val_adj<0.05"
"FH",2.58044041835148e-35,-0.308532957797672,0.542,0.759,6.8342964480039e-31,0.351612903225806,9,0.5825,10,"FH","p_val_adj<0.05"
"TMEM159",8.83038043674996e-36,-0.30867690532506,0.682,0.865,2.33872625867323e-31,0.317948717948718,9,0.523835616438356,10,"TMEM159","p_val_adj<0.05"
"MYADM",2.5013464100469e-19,-0.308956108745208,0.54,0.783,6.6248159670092e-15,0.449838187702265,8,0.430387409200969,11,"MYADM","p_val_adj<0.05"
"PRCP",2.06022971421181e-48,-0.309114377091171,0.316,0.667,5.45651839808997e-44,0.519337016574586,7,0.628022759601707,10,"PRCP","p_val_adj<0.05"
"BZW2",6.01940434800295e-34,-0.309243623000501,0.629,0.825,1.59423924156858e-29,0.322222222222222,8,0.543415756181714,11,"BZW2","p_val_adj<0.05"
"ANKRD22",1.67848337466731e-53,-0.309268756375768,0.056,0.406,4.44546321780637e-49,0.4375,4,0.463785046728972,8,"ANKRD22","p_val_adj<0.05"
"UBE2F",3.18348560140756e-76,-0.309287392289824,0.371,0.802,8.43146161532791e-72,0.35377358490566,8,0.552600472813239,11,"UBE2F","p_val_adj<0.05"
"TOMM5",6.9026571171421e-41,-0.309539282726202,0.631,0.908,1.82816873747509e-36,0.385041551246537,9,0.483298538622129,10,"TOMM5","p_val_adj<0.05"
"ANXA4",7.97035078261087e-21,-0.30963502877319,0.795,0.893,2.11094740477449e-16,0.373626373626374,10,0.50583864118896,10,"ANXA4","p_val_adj<0.05"
"DNAJC9",1.81163382415854e-51,-0.309844101531331,0.262,0.632,4.79811218328389e-47,0.346666666666667,8,0.5503003003003,10,"DNAJC9","p_val_adj<0.05"
"ZYX",1.88034407813541e-98,-0.310009305149234,0.344,0.86,4.98009129094164e-94,0.304568527918782,8,0.522338665195808,9,"ZYX","p_val_adj<0.05"
"LRP11",6.79534384148109e-73,-0.310017103280424,0.29,0.699,1.79974681641627e-68,0.367469879518072,9,0.647896879240163,10,"LRP11","p_val_adj<0.05"
"PSMA6",2.73725931098341e-43,-0.310070243619249,0.869,0.967,7.24963128513956e-39,0.3420523138833,10,0.468366846493379,11,"PSMA6","p_val_adj<0.05"
"HPRT1",1.74343938637863e-51,-0.310408423765478,0.4,0.771,4.61749921482379e-47,0.375545851528384,9,0.561846153846154,10,"HPRT1","p_val_adj<0.05"
"HMGB2",0.11106262640608,-0.310699479525045,0.633,0.704,1,0.337016574585635,10,0.494276094276094,10,"HMGB2","NS"
"PPM1H",8.89066808474974e-66,-0.310704382839579,0.136,0.554,2.35469344224597e-61,0.320512820512821,7,0.752568493150685,10,"PPM1H","p_val_adj<0.05"
"UAP1",8.52526535401101e-27,-0.31087598271798,0.628,0.776,2.25791652900982e-22,0.376044568245125,9,0.580073349633252,11,"UAP1","p_val_adj<0.05"
"TMEM254",3.33177468787083e-50,-0.311043273637141,0.288,0.643,8.82420526082589e-46,0.315151515151515,8,0.661753868828298,10,"TMEM254","p_val_adj<0.05"
"C11orf31",1.11426827133771e-53,-0.311227517281763,0.85,0.982,2.95113951663793e-49,0.345679012345679,10,0.462095605987446,11,"C11orf31","p_val_adj<0.05"
"HEXA",7.30143288264771e-29,-0.311233949184519,0.673,0.843,1.93378449896924e-24,0.350649350649351,10,0.534870641169854,10,"HEXA","p_val_adj<0.05"
"LUZP1",5.88794972174427e-62,-0.31144691219271,0.32,0.728,1.55942348380397e-57,0.306010928961749,9,0.494462540716612,10,"LUZP1","p_val_adj<0.05"
"NDFIP2",8.0007944118515e-58,-0.311602184625054,0.327,0.677,2.11901039997887e-53,0.406417112299465,7,0.656622284512964,10,"NDFIP2","p_val_adj<0.05"
"UBE2S",0.73659447472566,-0.31251826177148,0.649,0.644,1,0.415094339622642,8,0.444444444444444,10,"UBE2S","NS"
"RALB",1.07740890236241e-75,-0.312715674676177,0.257,0.697,2.85351747790684e-71,0.45578231292517,7,0.546258503401361,10,"RALB","p_val_adj<0.05"
"XPNPEP1",7.73455532246636e-69,-0.312759952404253,0.21,0.647,2.04849697715522e-64,0.333333333333333,7,0.594139194139194,10,"XPNPEP1","p_val_adj<0.05"
"NDUFB8",2.56477117290854e-40,-0.312769120603396,0.781,0.961,6.79279645144828e-36,0.34675615212528,10,0.471865745310958,11,"NDUFB8","p_val_adj<0.05"
"TP53I3",7.37430940437398e-27,-0.31292103809547,0.343,0.613,1.95308584574845e-22,0.459183673469388,9,0.441176470588235,10,"TP53I3","p_val_adj<0.05"
"SOD1",1.08681928195192e-11,-0.313366591771292,0.93,0.988,2.87844086824965e-07,0.345864661654135,10,0.459433509361498,11,"SOD1","p_val_adj<0.05"
"SLC25A39",3.02370674483287e-31,-0.313446019015229,0.752,0.917,8.00828731368987e-27,0.383720930232558,10,0.493795243019648,10,"SLC25A39","p_val_adj<0.05"
"PIR",2.04995872356721e-46,-0.313627733740099,0.311,0.66,5.42931567936776e-42,0.376404494382022,7,0.537742631200575,10,"PIR","p_val_adj<0.05"
"CD59",1.82701931566428e-31,-0.313635978392328,0.916,0.988,4.83886065753685e-27,0.333969465648855,10,0.459692898272553,11,"CD59","p_val_adj<0.05"
"HIST1H1C",5.65553509149002e-38,-0.313838501046409,0.615,0.862,1.49786846898113e-33,0.411931818181818,10,0.495327102803738,10,"HIST1H1C","p_val_adj<0.05"
"HIGD1A",4.32548290103067e-39,-0.313882818514348,0.636,0.859,1.14560414633797e-34,0.351648351648352,10,0.525676421866372,11,"HIGD1A","p_val_adj<0.05"
"RPL35",3.15381985177632e-18,-0.314781308484193,0.953,0.997,8.35289187742958e-14,0.344954128440367,10,0.455539705183072,11,"RPL35","p_val_adj<0.05"
"PPP1R14B",4.79319677262988e-79,-0.314955783556009,0.68,0.957,1.26947816523102e-74,0.375321336760925,9,0.474231912784936,11,"PPP1R14B","p_val_adj<0.05"
"SUMO2",1.14617831641809e-41,-0.315166594403965,0.883,0.982,3.0356532710333e-37,0.334653465346535,10,0.461872586872587,11,"SUMO2","p_val_adj<0.05"
"NDUFS1",7.52872807189096e-39,-0.315305941016503,0.434,0.7,1.99398362984032e-34,0.399193548387097,7,0.624238320920785,10,"NDUFS1","p_val_adj<0.05"
"MRPL3",8.53446913711664e-42,-0.315355351988384,0.601,0.863,2.26035415096534e-37,0.348837209302326,9,0.515934065934066,10,"MRPL3","p_val_adj<0.05"
"TFG",4.2752134148453e-40,-0.315356326987341,0.624,0.874,1.13229027292178e-35,0.352941176470588,10,0.515726681127983,10,"TFG","p_val_adj<0.05"
"CORO2A",3.7383503984388e-51,-0.316111835183797,0.409,0.729,9.90102103026517e-47,0.388888888888889,8,0.604031209362809,10,"CORO2A","p_val_adj<0.05"
