"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene","sig"
"NAPRT",2.55129737525493e-56,-0.5067895243195,0.628,0.897,6.75711109836268e-52,0.345403899721448,9,0.499206768905341,9,"NAPRT","p_val_adj<0.05"
"PLSCR1",6.04287545921439e-89,-0.508312087720026,0.598,0.936,1.60045556537293e-84,0.37719298245614,10,0.480993411049164,10,"PLSCR1","p_val_adj<0.05"
"MYL12A",1.15268500567861e-48,-0.509231902820301,0.892,0.982,3.0528862375398e-44,0.36078431372549,10,0.461835748792271,11,"MYL12A","p_val_adj<0.05"
"TCP1",6.66663317632663e-49,-0.510477538969456,0.748,0.889,1.76565779675011e-44,0.394859813084112,10,0.509071504802561,11,"TCP1","p_val_adj<0.05"
"CHP1",2.42124772115951e-45,-0.511106790192711,0.867,0.966,6.41267458949095e-41,0.354838709677419,9,0.46980854197349,11,"CHP1","p_val_adj<0.05"
"SDCBP",2.51353437261404e-38,-0.511139225655978,0.747,0.908,6.65709578586829e-34,0.334894613583138,10,0.499477533960293,11,"SDCBP","p_val_adj<0.05"
"RHOC",2.76470099044599e-49,-0.511514394094141,0.638,0.927,7.3223105731962e-45,0.36986301369863,9,0.48721881390593,11,"RHOC","p_val_adj<0.05"
"CCDC109B",1.8165711023554e-110,-0.511650156991798,0.065,0.62,4.81118856458827e-106,0.27027027027027,7,0.430428134556575,10,"CCDC109B","p_val_adj<0.05"
"DERA",1.57107540980763e-69,-0.511847599098713,0.434,0.771,4.16099322287551e-65,0.379032258064516,9,0.587692307692308,10,"DERA","p_val_adj<0.05"
"FKBP4",7.12856022814595e-50,-0.512292220699099,0.612,0.864,1.88799917642445e-45,0.34,8,0.520021941854087,10,"FKBP4","p_val_adj<0.05"
"ECHS1",1.17317234484976e-71,-0.513485605993238,0.799,0.934,3.10714695533459e-67,0.341356673960613,10,0.484771573604061,10,"ECHS1","p_val_adj<0.05"
"IFI16",3.84030624390788e-27,-0.514984114937492,0.411,0.615,1.017105108699e-22,0.459574468085106,6,0.425597532767926,10,"IFI16","p_val_adj<0.05"
"METTL9",1.2964813894647e-75,-0.517937340074839,0.628,0.91,3.43373095999725e-71,0.334261838440111,9,0.497655028660761,10,"METTL9","p_val_adj<0.05"
"GALNT7",5.7532895409793e-77,-0.518352546230427,0.267,0.687,1.52375873492837e-72,0.418300653594771,6,0.653314917127072,9,"GALNT7","p_val_adj<0.05"
"ANXA3",3.58135579360989e-23,-0.518830212897106,0.472,0.627,9.48522081937579e-19,0.544444444444444,9,0.710287443267776,10,"ANXA3","p_val_adj<0.05"
"CA12",7.32909852202065e-49,-0.519664481387352,0.115,0.458,1.94111174355717e-44,0.333333333333333,6,0.522279792746114,7,"CA12","p_val_adj<0.05"
"SPPL2A",6.54845551293016e-40,-0.51971067191242,0.53,0.739,1.73435844259955e-35,0.343234323432343,8,0.609364977549711,10,"SPPL2A","p_val_adj<0.05"
"LY6K",1.99387277760307e-144,-0.520650547101021,0.208,0.847,5.28077205148174e-140,0.478991596638655,6,0.530498041410185,8,"LY6K","p_val_adj<0.05"
"HLA-A",2.43612953123762e-64,-0.520655750175463,0.988,0.993,6.45208906348282e-60,0.343362831858407,10,0.45727923627685,11,"HLA-A","p_val_adj<0.05"
"SLC39A1",1.12701605321615e-44,-0.521280380436779,0.677,0.863,2.98490201694297e-40,0.34625322997416,9,0.524725274725275,11,"SLC39A1","p_val_adj<0.05"
"SDC1",5.68698903522437e-45,-0.521715261347201,0.79,0.961,1.50619904597917e-40,0.382743362831858,9,0.469397828232971,11,"SDC1","p_val_adj<0.05"
"CXCL11",5.78188242471543e-41,-0.522423900521186,0.028,0.299,1.53133156018588e-36,0.4375,3,0.565079365079365,7,"CXCL11","p_val_adj<0.05"
"ATP5G3",4.33121539353053e-72,-0.524244500664105,0.834,0.976,1.14712239697656e-67,0.368972746331237,10,0.464788732394366,11,"ATP5G3","p_val_adj<0.05"
"C4orf19",3.91953940248012e-33,-0.524911732980681,0.299,0.519,1.03809001074686e-28,0.538011695906433,8,0.869406392694064,9,"C4orf19","p_val_adj<0.05"
"CXCL16",2.42975580841054e-35,-0.525332049697979,0.785,0.877,6.43520825857531e-31,0.358574610244989,10,0.516495402920498,11,"CXCL16","p_val_adj<0.05"
"BTF3",7.6914205645663e-81,-0.525584189728113,0.813,0.99,2.03707273652538e-76,0.316129032258064,10,0.458073790129372,11,"BTF3","p_val_adj<0.05"
"RNPEP",9.39804373030065e-61,-0.525870672243517,0.593,0.834,2.48907188197013e-56,0.306784660766962,9,0.543230944254835,11,"RNPEP","p_val_adj<0.05"
"C1orf43",1.52183652815472e-49,-0.526287026958609,0.82,0.92,4.03058404481777e-45,0.353944562899787,10,0.493298969072165,10,"C1orf43","p_val_adj<0.05"
"CDK16",2.8982027160166e-52,-0.526990520438161,0.64,0.817,7.67588989336997e-48,0.352459016393443,9,0.553364269141531,10,"CDK16","p_val_adj<0.05"
"PSMD2",2.3034262918935e-62,-0.527134292132449,0.705,0.917,6.10062453407993e-58,0.339950372208437,9,0.492761116856256,10,"PSMD2","p_val_adj<0.05"
"PPP2CA",1.7843868105303e-69,-0.527171229558122,0.715,0.927,4.72594846768949e-65,0.359413202933985,9,0.488241308793456,10,"PPP2CA","p_val_adj<0.05"
"NRBP1",2.39048110908694e-98,-0.527832140646542,0.469,0.868,6.33118921741677e-94,0.283582089552239,9,0.513114754098361,11,"NRBP1","p_val_adj<0.05"
"RHPN2",4.5050441720295e-93,-0.528223065048604,0.215,0.699,1.19316094896201e-88,0.308943089430894,6,0.643389830508475,10,"RHPN2","p_val_adj<0.05"
"PSMA4",1.38530118410013e-56,-0.529740113764893,0.799,0.963,3.66897018608919e-52,0.36980306345733,10,0.469458128078818,11,"PSMA4","p_val_adj<0.05"
"TSPAN3",1.37444801355475e-38,-0.530233106131268,0.837,0.912,3.64022556389975e-34,0.321503131524008,10,0.496619864794592,11,"TSPAN3","p_val_adj<0.05"
"KCTD3",4.63288096772185e-89,-0.530855515693919,0.143,0.625,1.22701852430113e-84,0.451219512195122,6,0.707890743550835,10,"KCTD3","p_val_adj<0.05"
"DAPP1",2.37206327044517e-137,-0.531365156678923,0.098,0.739,6.28240957177402e-133,0.464285714285714,7,0.591404746632457,9,"DAPP1","p_val_adj<0.05"
"SRD5A3",2.01065016769331e-52,-0.532049091528885,0.514,0.794,5.32520696913572e-48,0.346938775510204,9,0.568955223880597,11,"SRD5A3","p_val_adj<0.05"
"CRIP2",1.11434400919259e-22,-0.532919954473326,0.682,0.725,2.95134010834659e-18,0.343589743589744,9,0.62589928057554,10,"CRIP2","p_val_adj<0.05"
"GPX8",1.65084790436337e-99,-0.534408242593425,0.052,0.567,4.37227067470639e-95,0.633333333333333,4,0.758361204013378,10,"GPX8","p_val_adj<0.05"
"CLINT1",5.04030554721127e-38,-0.534675621102459,0.82,0.902,1.3349249241789e-33,0.347547974413646,10,0.503154574132492,11,"CLINT1","p_val_adj<0.05"
"H2AFY",4.02045625620337e-91,-0.535095498097376,0.776,0.948,1.06481783945546e-86,0.344594594594595,9,0.4785,10,"H2AFY","p_val_adj<0.05"
"HIBADH",4.08977849184174e-35,-0.53585127595237,0.593,0.766,1.08317783356428e-30,0.333333333333333,8,0.591950464396285,9,"HIBADH","p_val_adj<0.05"
"CYBA",4.96603611318601e-106,-0.535876185922928,0.841,0.981,1.31525466457732e-101,0.363825363825364,9,0.463025616239729,11,"CYBA","p_val_adj<0.05"
"CAST",1.08913716975196e-80,-0.538675988624418,0.802,0.973,2.88457979408806e-76,0.326797385620915,10,0.466147101802241,11,"CAST","p_val_adj<0.05"
"DAP",1.17554317141003e-36,-0.5396449241559,0.715,0.841,3.11342608947946e-32,0.322738386308068,9,0.540327129159616,11,"DAP","p_val_adj<0.05"
"LMAN2",2.62166575938176e-73,-0.539735184853624,0.85,0.975,6.9434817637226e-69,0.337448559670782,10,0.465726786582402,11,"LMAN2","p_val_adj<0.05"
"MVP",3.68912329321636e-31,-0.539973320130047,0.853,0.91,9.77064304208353e-27,0.342213114754098,10,0.498697238144867,11,"MVP","p_val_adj<0.05"
"ASAH1",5.19044893741673e-29,-0.540298007664176,0.75,0.856,1.37469040107482e-24,0.312354312354312,9,0.528531855955679,11,"ASAH1","p_val_adj<0.05"
"COTL1",4.36301939928586e-88,-0.541116873166685,0.288,0.751,1.15554568790086e-83,0.521212121212121,9,0.588383838383838,10,"COTL1","p_val_adj<0.05"
"ARL6IP5",9.43118770449373e-63,-0.541275328973969,0.734,0.896,2.49785006353516e-58,0.333333333333333,10,0.505558496559026,11,"ARL6IP5","p_val_adj<0.05"
"ACOT7",2.17509615327587e-24,-0.542952724794602,0.215,0.417,5.76074216195114e-20,0.430894308943089,7,0.480681818181818,11,"ACOT7","p_val_adj<0.05"
"TUBB6",2.59586810388591e-89,-0.543252873398029,0.171,0.654,6.87515667314184e-85,0.255102040816327,6,0.656521739130435,8,"TUBB6","p_val_adj<0.05"
"CNOT8",2.18417500887969e-47,-0.543260762874446,0.503,0.713,5.78478751101785e-43,0.34375,8,0.632734530938124,10,"CNOT8","p_val_adj<0.05"
"RHEB",1.99195630940037e-86,-0.543335372486244,0.795,0.953,5.27569628544689e-82,0.369230769230769,9,0.475858636137382,11,"RHEB","p_val_adj<0.05"
"PSMB8",1.56151811364761e-73,-0.543716875750739,0.792,0.947,4.1356807239957e-69,0.379690949227373,10,0.478217325988983,11,"PSMB8","p_val_adj<0.05"
"MUC4",1.07270723715693e-82,-0.546949500454811,0.36,0.835,2.84106511761013e-78,0.597087378640777,10,0.539772727272727,10,"MUC4","p_val_adj<0.05"
"NCK1",3.97953326194647e-108,-0.547909095419657,0.36,0.826,1.05397938442652e-103,0.427184466019417,8,0.533562822719449,11,"NCK1","p_val_adj<0.05"
"TMEM147",2.46994821140656e-74,-0.549287239605108,0.771,0.933,6.54165783791026e-70,0.360544217687075,10,0.485772357723577,11,"TMEM147","p_val_adj<0.05"
"CCT2",1.62423134431764e-31,-0.551129776468573,0.745,0.934,4.30177671542528e-27,0.342723004694836,10,0.474111675126904,11,"CCT2","p_val_adj<0.05"
"MIR100HG",2.85633607330629e-44,-0.551172389766884,0.019,0.305,7.56500609015171e-40,0.454545454545455,3,0.607142857142857,9,"MIR100HG","p_val_adj<0.05"
"GNAI1",7.4126058857871e-87,-0.551426043998062,0.189,0.656,1.96322866885071e-82,0.351851851851852,7,0.658236994219653,10,"GNAI1","p_val_adj<0.05"
"H2AFZ",1.94679597037867e-50,-0.551812150254032,0.738,0.942,5.1560891275479e-46,0.381516587677725,9,0.479355488418933,11,"H2AFZ","p_val_adj<0.05"
"PSCA",8.16225285577114e-67,-0.553011834235365,0.072,0.48,2.16177266885099e-62,0.75609756097561,4,0.885488647581441,8,"PSCA","p_val_adj<0.05"
"DYNLT1",1.55533875438903e-74,-0.553526041993575,0.788,0.949,4.11931469099935e-70,0.35920177383592,10,0.478021978021978,10,"DYNLT1","p_val_adj<0.05"
"MDH2",2.03803237879576e-69,-0.554657974939058,0.841,0.964,5.39772875524057e-65,0.345114345114345,10,0.470241023118544,11,"MDH2","p_val_adj<0.05"
"HMGA1",1.1629270751589e-102,-0.556234338395485,0.524,0.947,3.08001235855836e-98,0.326666666666667,8,0.475475475475475,11,"HMGA1","p_val_adj<0.05"
"YWHAZ",6.61981612543206e-83,-0.556509029357969,0.955,0.994,1.75325830082068e-78,0.346153846153846,9,0.45588936576061,11,"YWHAZ","p_val_adj<0.05"
"ATP5C1",1.06005210080028e-91,-0.556702179622767,0.769,0.951,2.80754798896954e-87,0.331818181818182,10,0.475810473815461,11,"ATP5C1","p_val_adj<0.05"
"XRCC6",2.07509519555223e-33,-0.55747338330264,0.851,0.907,5.49588962542009e-29,0.349075975359343,9,0.500261369576581,11,"XRCC6","p_val_adj<0.05"
"OPN3",1.13325339601055e-68,-0.561598111369682,0.266,0.627,3.00142161933394e-64,0.460526315789474,8,0.718820861678005,9,"OPN3","p_val_adj<0.05"
"ATIC",3.37824506197698e-79,-0.562054900353861,0.451,0.798,8.94728204664602e-75,0.395348837209302,10,0.549940546967895,11,"ATIC","p_val_adj<0.05"
"TAF9",1.07545110047852e-99,-0.566894669107004,0.392,0.862,2.84833223961737e-95,0.3125,9,0.512933406714364,11,"TAF9","p_val_adj<0.05"
"RGS10",2.39037688817525e-133,-0.567534384033142,0.121,0.709,6.33091318833215e-129,0.304347826086957,6,0.633444816053512,10,"RGS10","p_val_adj<0.05"
"LINC00963",6.28016603997218e-50,-0.567550180302935,0.294,0.603,1.66330197568663e-45,0.523809523809524,8,0.745082612116444,10,"LINC00963","p_val_adj<0.05"
"MYD88",1.29610187147079e-48,-0.567860053366727,0.428,0.686,3.43272580659038e-44,0.43265306122449,8,0.659295093296476,10,"MYD88","p_val_adj<0.05"
"EDN2",6.68023932474479e-20,-0.568943560724619,0.098,0.282,1.76926138515866e-15,0.446428571428571,5,0.633613445378151,7,"EDN2","p_val_adj<0.05"
"SUCLG2",2.03914696679777e-67,-0.569561075803979,0.407,0.726,5.4006807415639e-63,0.381974248927039,8,0.62050947093403,11,"SUCLG2","p_val_adj<0.05"
"TM9SF2",1.11533012662191e-21,-0.569896631102347,0.76,0.789,2.95395184035812e-17,0.35632183908046,10,0.573060733613951,11,"TM9SF2","p_val_adj<0.05"
"HTR3A",6.51353529070594e-71,-0.571922764795885,0.003,0.403,1.72510982174347e-66,0.5,2,0.7962308598351,7,"HTR3A","p_val_adj<0.05"
"ANXA6",2.41232733546087e-26,-0.573257278096786,0.327,0.484,6.38904894796812e-22,0.406417112299465,7,0.910871694417238,9,"ANXA6","p_val_adj<0.05"
"P2RY6",8.8771888537858e-49,-0.573998961517732,0.096,0.422,2.35112346792517e-44,0.363636363636364,7,0.446067415730337,9,"P2RY6","p_val_adj<0.05"
"G6PD",1.06610485672408e-128,-0.574362759269799,0.425,0.89,2.82357871303373e-124,0.353909465020576,8,0.500532481363152,10,"G6PD","p_val_adj<0.05"
"ITFG1",2.47178315215129e-29,-0.575009176188323,0.619,0.716,6.54651767847269e-25,0.372881355932203,10,0.630881378396289,11,"ITFG1","p_val_adj<0.05"
"RAMP1",5.98010137003912e-45,-0.575943300874183,0.453,0.705,1.58382984785486e-40,0.359073359073359,10,0.628532974427995,10,"RAMP1","p_val_adj<0.05"
"PTP4A2",4.41174469259921e-48,-0.576212677633232,0.897,0.973,1.1684505818349e-43,0.354775828460039,10,0.46663419386264,11,"PTP4A2","p_val_adj<0.05"
"FBXO7",4.10452487215578e-50,-0.577904170334399,0.538,0.767,1.08708341239046e-45,0.422077922077922,10,0.589363017934446,11,"FBXO7","p_val_adj<0.05"
"TUBA1B",0.00247915773408776,-0.577942381939954,0.888,0.941,1,0.352362204724409,10,0.463979848866499,11,"TUBA1B","NS"
"UQCRC1",3.36246913799258e-71,-0.579144588753815,0.747,0.923,8.90549951197334e-67,0.344262295081967,10,0.491011813045711,10,"UQCRC1","p_val_adj<0.05"
"TNFAIP2",3.03096477309406e-98,-0.579294374792962,0.247,0.786,8.02751020153961e-94,0.553191489361702,7,0.507840772014475,10,"TNFAIP2","p_val_adj<0.05"
"AP2M1",2.90044152045642e-62,-0.579820181762192,0.734,0.956,7.68181936692882e-58,0.326190476190476,9,0.472222222222222,11,"AP2M1","p_val_adj<0.05"
"ENO1",1.41051977150871e-55,-0.581346322781265,0.962,0.994,3.73576161484081e-51,0.343636363636364,10,0.456583969465649,11,"ENO1","p_val_adj<0.05"
"MAP1B",4.45748460196589e-13,-0.581597101268142,0.185,0.338,1.18056479683067e-08,0.415094339622642,8,0.35343618513324,9,"MAP1B","p_val_adj<0.05"
"HADHB",4.75164938218139e-72,-0.582184382167547,0.673,0.911,1.25847433887074e-67,0.345454545454545,9,0.496357960457856,11,"HADHB","p_val_adj<0.05"
"DHRS7",2.87628344905629e-105,-0.588236705373953,0.495,0.921,7.61783671482558e-101,0.318021201413428,10,0.490993309315492,11,"DHRS7","p_val_adj<0.05"
"FAM213A",3.53371149209375e-105,-0.588319777596204,0.528,0.924,9.35903488681029e-101,0.354304635761589,10,0.487679671457906,11,"FAM213A","p_val_adj<0.05"
"OPTN",3.43202803032656e-98,-0.588866488338818,0.369,0.824,9.0897262383199e-94,0.327014218009479,9,0.546605293440736,10,"OPTN","p_val_adj<0.05"
"WDR45B",4.84203581261476e-77,-0.59136468309762,0.657,0.902,1.28241318497102e-72,0.348404255319149,9,0.502890173410405,10,"WDR45B","p_val_adj<0.05"
"TMEM173",4.20990081335912e-62,-0.591701673980808,0.481,0.755,1.11499223041816e-57,0.370909090909091,10,0.597989949748744,10,"TMEM173","p_val_adj<0.05"
"RHOA",1.94185201921122e-59,-0.593166700069398,0.848,0.957,5.14299507288091e-55,0.338144329896907,10,0.474727452923687,11,"RHOA","p_val_adj<0.05"
"PRELID1",9.174082877062e-94,-0.593661746536936,0.712,0.942,2.42975584998987e-89,0.336609336609337,9,0.480624056366382,11,"PRELID1","p_val_adj<0.05"
"AP3S1",5.58382666157892e-110,-0.59543714464214,0.437,0.882,1.47887649131918e-105,0.352,9,0.511827956989247,11,"AP3S1","p_val_adj<0.05"
"CYP3A5",1.26286114142646e-72,-0.595779005566455,0.089,0.508,3.34468773306797e-68,0.313725490196078,5,0.791977611940298,7,"CYP3A5","p_val_adj<0.05"
"CCL20",6.86623994604691e-21,-0.597459050420787,0.031,0.191,1.81852364971052e-16,0.5,3,0.568238213399504,10,"CCL20","p_val_adj<0.05"
"ERP44",3.40471906243346e-81,-0.598526954175772,0.659,0.885,9.01739843685502e-77,0.347480106100796,9,0.510718113612004,11,"ERP44","p_val_adj<0.05"
"UBE2D3",7.43795718356036e-90,-0.59896342103051,0.846,0.968,1.96994296006596e-85,0.357438016528926,10,0.468397844194023,11,"UBE2D3","p_val_adj<0.05"
"AKR1B1",2.44188506640133e-22,-0.600583309730711,0.192,0.385,6.46733259836393e-18,0.409090909090909,8,0.548705302096178,11,"AKR1B1","p_val_adj<0.05"
"SMAGP",1.16951790932311e-118,-0.601372481740663,0.194,0.77,3.09746818284227e-114,0.324324324324324,7,0.573629081947012,9,"SMAGP","p_val_adj<0.05"
"SLC39A11",2.32663282403707e-75,-0.602583008857192,0.572,0.869,6.16208703446218e-71,0.36697247706422,10,0.520458265139116,10,"SLC39A11","p_val_adj<0.05"
"PDLIM5",1.83294511469001e-136,-0.602595893652689,0.378,0.918,4.8545551362565e-132,0.324074074074074,10,0.490965410428498,11,"PDLIM5","p_val_adj<0.05"
"STON2",1.99447086824181e-55,-0.603897684410269,0.142,0.517,5.28235609453844e-51,0.296296296296296,8,0.546788990825688,10,"STON2","p_val_adj<0.05"
"MET",3.97978505395708e-111,-0.605298794580857,0.329,0.836,1.05404607154053e-106,0.297872340425532,9,0.540249433106576,9,"MET","p_val_adj<0.05"
"FTL",0.01019595092263,-0.606081365895689,0.981,0.998,1,0.345811051693405,10,0.454847908745247,11,"FTL","NS"
"GCLC",1.69029116483826e-113,-0.608838277294796,0.136,0.71,4.47673615007414e-109,0.346153846153846,7,0.458611481975968,11,"GCLC","p_val_adj<0.05"
"ERGIC1",5.34615028063352e-30,-0.608863891372509,0.726,0.796,1.41592790182579e-25,0.342168674698795,9,0.570917759237187,11,"ERGIC1","p_val_adj<0.05"
"SKP1",4.62146924915932e-110,-0.609001552195398,0.911,0.988,1.22399613063985e-105,0.339731285988484,10,0.459213051823416,11,"SKP1","p_val_adj<0.05"
"TMEM33",6.94542066557852e-45,-0.609539044449251,0.685,0.805,1.83949466327847e-40,0.357142857142857,9,0.562168532704773,11,"TMEM33","p_val_adj<0.05"
"PRDX1",4.42645482683329e-12,-0.610760889703909,0.958,0.992,1.1723465608868e-07,0.354014598540146,10,0.45697896749522,11,"PRDX1","p_val_adj<0.05"
"SDHA",1.26217423099294e-57,-0.614588104616357,0.677,0.865,3.3428684507848e-53,0.372093023255814,9,0.521643835616438,11,"SDHA","p_val_adj<0.05"
"KRT7",4.91605300399286e-13,-0.615286761631157,0.946,0.829,1.30201663810751e-08,0.345656192236599,10,0.547741566609491,10,"KRT7","p_val_adj<0.05"
"UNC93B1",3.35739682104268e-35,-0.615550111431484,0.659,0.768,8.89206548053153e-31,0.36604774535809,10,0.590123456790123,11,"UNC93B1","p_val_adj<0.05"
"C20orf24",9.70432800153362e-120,-0.616031307128168,0.635,0.94,2.57019127120618e-115,0.402203856749311,9,0.479818365287588,11,"C20orf24","p_val_adj<0.05"
"IL1RN",1.58876183958117e-22,-0.616255368950964,0.094,0.287,4.20783573213073e-18,0.611111111111111,5,0.767326732673267,8,"IL1RN","p_val_adj<0.05"
"ATXN10",1.53449246596374e-57,-0.617851255607185,0.591,0.803,4.06410329610496e-53,0.369822485207101,9,0.560543414057885,11,"ATXN10","p_val_adj<0.05"
"ST3GAL4",2.8327497144802e-77,-0.618055901386384,0.194,0.639,7.50253761880081e-73,0.306306306306306,8,0.706755753526355,9,"ST3GAL4","p_val_adj<0.05"
"TIMP1",3.02845839637086e-100,-0.6183680289693,0.346,0.902,8.02087206278822e-96,0.419191919191919,9,0.46950578338591,10,"TIMP1","p_val_adj<0.05"
"CASP1",2.59046351593663e-111,-0.618498176954019,0.283,0.779,6.86084262195815e-107,0.351851851851852,8,0.567600487210719,9,"CASP1","p_val_adj<0.05"
"ASPH",5.91980195087348e-52,-0.622904728778329,0.76,0.969,1.56785954668884e-47,0.377011494252874,9,0.464774951076321,11,"ASPH","p_val_adj<0.05"
"NME2",1.79929553530503e-127,-0.62329775654603,0.696,0.972,4.76543422525536e-123,0.341708542713568,9,0.465365853658537,11,"NME2","p_val_adj<0.05"
"CLMN",8.49241851694929e-78,-0.623434700852274,0.241,0.661,2.24921704421402e-73,0.485507246376812,7,0.682209469153515,10,"CLMN","p_val_adj<0.05"
"SH3BGRL3",4.55734946464369e-59,-0.623615091984554,0.862,0.982,1.20701400571088e-54,0.369168356997972,10,0.46231884057971,11,"SH3BGRL3","p_val_adj<0.05"
"AIM2",4.0125479686102e-55,-0.623640611447886,0.007,0.336,1.06272332948641e-50,0.5,3,0.755649717514124,7,"AIM2","p_val_adj<0.05"
"EFNA5",2.87222337270967e-81,-0.624136084769541,0.274,0.721,7.60708360262157e-77,0.464968152866242,8,0.625904010519395,10,"EFNA5","p_val_adj<0.05"
"PRSS23",9.01655265437983e-63,-0.626010210066504,0.21,0.6,2.3880339705125e-58,0.291666666666667,8,0.674308300395257,9,"PRSS23","p_val_adj<0.05"
"KRTCAP3",4.6084346588388e-85,-0.626314017570521,0.691,0.927,1.22054391939345e-80,0.349367088607595,9,0.485933503836317,11,"KRTCAP3","p_val_adj<0.05"
"FAM83A",3.43148381699344e-143,-0.627262781786139,0.178,0.798,9.08828488930713e-139,0.323529411764706,6,0.489311163895487,10,"FAM83A","p_val_adj<0.05"
"LAMC2",3.54690368702837e-120,-0.627390299149079,0.294,0.847,9.39397441509465e-116,0.345238095238095,9,0.526875699888018,10,"LAMC2","p_val_adj<0.05"
"MTCH2",5.59954751495596e-90,-0.628613057747088,0.605,0.903,1.48304015933609e-85,0.329479768786127,10,0.497899159663866,10,"MTCH2","p_val_adj<0.05"
"LSP1",1.48894984293706e-35,-0.628995013035517,0.038,0.281,3.9434836590188e-31,0.454545454545455,5,0.888701517706577,8,"LSP1","p_val_adj<0.05"
"CTTN",1.49949542216218e-82,-0.630375872447625,0.902,0.988,3.97141362559653e-78,0.343023255813953,10,0.459913586173788,11,"CTTN","p_val_adj<0.05"
"GPRC5A",8.29306006189054e-15,-0.630647573472823,0.93,0.902,2.19641695739171e-10,0.349624060150376,10,0.503154574132492,10,"GPRC5A","p_val_adj<0.05"
"ACTR3",2.74599886313527e-86,-0.630682151130023,0.584,0.896,7.27277798901377e-82,0.362275449101796,9,0.506087877183695,11,"ACTR3","p_val_adj<0.05"
"LGALS3",2.19871871868499e-46,-0.63148885316975,0.942,0.983,5.8233065264372e-42,0.35621521335807,10,0.4616497829233,11,"LGALS3","p_val_adj<0.05"
"TMBIM6",1.32251965963481e-92,-0.634239619928104,0.969,0.993,3.50269331854279e-88,0.344765342960289,10,0.456801909307876,11,"TMBIM6","p_val_adj<0.05"
